"GeneID","Chr","Start","End","Strand","Length"
"ENSSSCG00000008517","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","107439813;107439813;107440857;107442209;107442593;107449372;107449372;107449372;107451609;107451623;107451623;107451623;107453646;107453646;107453646;107453646;107455782;107455782;107455782;107458406;107458406;107458406;107458414;107458919;107458919;107458919;107458919;107459503;107459503;107459503;107459503;107461181;107461181;107461181;107461181;107462301;107462301;107462301;107462301;107462366;107462366;107462366;107463819;107469180;107469180;107469180;107469180;107469543;107469543;107469543;107469543;107471238;107471238;107471238;107471238;107475808;107475808;107475808;107484824;107484824;107484824;107484824;107487167;107487167;107487167;107508118;107508205;107508205;107508205;107508205","107442715;107442715;107442067;107442715;107442715;107449412;107449412;107449412;107451693;107451693;107451693;107451693;107453725;107453725;107453725;107453725;107455824;107455824;107455824;107458485;107458485;107458485;107458485;107459010;107459010;107459010;107459010;107459578;107459578;107459578;107459578;107461252;107461252;107461252;107461252;107462363;107462363;107462363;107462374;107462374;107462374;107462374;107463828;107469273;107469273;107469273;107469273;107469676;107469676;107469676;107469676;107471425;107471425;107471425;107471425;107475903;107475903;107475903;107484907;107484907;107484907;107484907;107487250;107487250;107487253;107508144;107508926;107508926;107508774;107508619","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",4988
"ENSSSCG00000008516","3;3;3;3;3","107520642;107520941;107521099;107528701;107533167","107520841;107521012;107521146;107528843;107533496","+;+;+;+;+",793
"ENSSSCG00000008515","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","107542096;107542096;107542789;107542848;107542848;107587063;107587063;107587063;107600089;107600089;107600202;107609926;107609926;107613626;107613626;107635901;107635901;107644666;107644666;107654737;107654737;107655893;107655893","107542163;107542163;107542925;107542925;107542925;107587144;107587144;107587144;107600157;107600157;107604756;107610038;107610038;107613737;107613737;107636043;107636043;107644742;107644742;107654841;107654841;107658455;107658455","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",8024
"ENSSSCG00000008521","3;3;3;3;3","107840200;107905436;107911019;107913757;107916677","107840520;107905599;107911120;107913907;107918350","+;+;+;+;+",2412
"ENSSSCG00000034092","3;3;3","8031835;8031953;8032354","8033482;8032033;8033484","+;+;+",1650
"ENSSSCG00000032054","3;3;3;3;3;3","8027054;8029214;8029439;8029776;8030373;8030583","8027244;8029340;8029535;8029898;8030490;8031927","+;+;+;+;+;+",2001
"ENSSSCG00000025271","3;3;3","8049944;8060938;8061642","8050117;8061327;8061833","-;-;-",756
"ENSSSCG00000007644","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8090852;8090934;8090937;8091375;8091661;8091661;8091661;8092577;8092577;8097199;8097199;8097199;8100130;8100130;8100130;8100834;8100834;8100834","8091253;8091253;8091253;8091455;8091710;8091710;8091710;8092607;8092607;8097405;8097405;8097405;8100519;8100519;8100519;8101034;8101041;8101035","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",1369
"ENSSSCG00000007645","3;3;3;3","8114146;8116641;8116957;8119119","8116149;8116853;8117030;8119841","-;-;-;-",3014
"ENSSSCG00000007646","3;3;3;3;3;3;3;3","8119377;8155164;8155191;8155765;8157061;8157061;8157497;8157514","8119468;8155287;8155287;8155845;8157178;8157178;8158544;8157844","+;+;+;+;+;+;+;+",1463
"ENSSSCG00000007647","3;3;3;3;3;3;3;3;3;3;3","8158070;8158955;8159342;8160036;8160294;8160504;8160755;8161031;8161285;8161508;8161816","8158842;8159148;8159496;8160199;8160376;8160651;8160875;8161117;8161414;8161603;8162425","-;-;-;-;-;-;-;-;-;-;-",2561
"ENSSSCG00000007648","3;3;3;3;3","8162912;8166635;8167121;8167565;8168583","8164365;8166938;8167427;8167638;8168637","-;-;-;-;-",2194
"ENSSSCG00000007649","3;3;3;3;3;3;3;3;3;3","8169343;8170800;8171068;8171299;8171635;8172006;8172920;8173774;8174421;8175216","8170085;8170975;8171207;8171445;8171765;8172168;8173000;8174096;8174579;8175580","-;-;-;-;-;-;-;-;-;-",2428
"ENSSSCG00000007650","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8175915;8176927;8178822;8179318;8184487;8185097;8191359;8193634;8194214;8194516;8194918;8195282;8195826;8196118;8196727;8196933;8197577;8197895;8198080;8198649;8198816;8199082;8199374;8200239;8200888;8201299;8201514;8209247;8209655;8210061;8211153;8211492","8176274;8177109;8178924;8179434;8184691;8185248;8191432;8193757;8194312;8194595;8195025;8195396;8195931;8196221;8196819;8197022;8197777;8197965;8198167;8198729;8198908;8199250;8199510;8200340;8201036;8201427;8201671;8209421;8209756;8210136;8211212;8211889","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",4302
"ENSSSCG00000007656","3;3;3;3;3;3","8230328;8231135;8231384;8231812;8232027;8232228","8230606;8231298;8231734;8231935;8232087;8232836","+;+;+;+;+;+",1588
"ENSSSCG00000026653","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8305865;8305865;8305865;8306344;8306344;8306344;8318199;8320972;8320972;8321869;8321869;8321869;8322124;8322124;8322124;8322326;8322326;8322326","8306029;8306029;8306029;8306733;8306733;8306733;8318396;8321002;8321002;8321918;8321918;8321918;8322155;8322155;8322155;8323703;8323703;8323703","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2244
"ENSSSCG00000007659","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8323191;8323369;8324255;8325038;8325038;8333901;8333901;8334416;8334416;8335386;8335386;8336235;8336235;8336786;8336786;8337476;8337476;8338711;8338711;8346171;8346171;8346504;8346505;8347167;8347167;8348314;8348314;8348929;8348929;8350425;8350425;8353336;8353336;8355731;8358200","8323688;8323688;8324407;8325098;8325098;8334007;8334007;8334482;8334482;8335469;8335469;8336339;8336339;8336861;8336861;8337596;8337596;8338827;8338827;8346291;8346290;8346661;8346661;8347281;8347281;8348392;8348392;8349179;8349179;8350479;8350479;8353436;8353436;8355895;8358487","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",2722
"ENSSSCG00000023680","3;3;3;3;3;3;3;3","8357289;8357289;8360578;8360578;8360970;8360970;8361212;8364340","8359332;8359332;8360796;8360796;8362312;8361096;8361340;8364661","+;+;+;+;+;+;+;+",3928
"ENSSSCG00000007652","3;3;3;3","8363009;8363355;8363576;8363906","8363250;8363491;8363828;8364347","-;-;-;-",1074
"ENSSSCG00000062010","3;3;3","8390946;8393387;8393980","8391407;8393713;8394232","-;-;-",1042
"ENSSSCG00000025164","3;3;3;3;3;3;3;3;3;3;3","8395229;8395402;8396310;8396310;8401602;8401602;8404088;8404088;8404725;8405563;8405563","8395899;8395899;8396358;8396358;8401768;8401768;8404644;8405115;8405115;8406218;8405941","-;-;-;-;-;-;-;-;-;-;-",2571
"ENSSSCG00000030337","3;3;3;3;3;3;3","8408729;8410097;8411748;8412551;8414888;8415300;8415906","8408826;8410248;8412097;8414068;8415106;8415409;8417096","+;+;+;+;+;+;+",3638
"ENSSSCG00000007664","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8468044;8468221;8468379;8477427;8477427;8477427;8478344;8478344;8478344;8479527;8479527;8479527;8480247;8480247;8480247;8481210;8481210;8481210;8481984;8481984;8487631;8487631;8487631;8487937;8487937;8488182;8488182;8488182;8488972;8488972;8488972;8489405;8489405;8489405;8489796;8489796;8489796","8468604;8468604;8468604;8477520;8477520;8477520;8478459;8478459;8478459;8479680;8479680;8479680;8480412;8480412;8480412;8481335;8481335;8481335;8482016;8482016;8487751;8487751;8487751;8488019;8488019;8488262;8488262;8488262;8489103;8489103;8489103;8489490;8489490;8489490;8490831;8490831;8490826","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2789
"ENSSSCG00000030469","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","45585226;45589973;45590108;45591473;45594143;45594836;45596427;45596574;45598494;45600579;45602894;45603653;45603894;45604710;45605752;45607115;45615074;45618524;45619856;45620717;45621142;45621473;45621733;45622443;45622923","45585323;45590032;45590246;45591669;45594186;45594936;45596479;45596758;45598645;45600838;45602952;45603781;45604004;45604809;45605833;45607289;45615161;45618762;45619999;45620832;45621303;45621630;45621895;45622549;45624543","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",4743
"ENSSSCG00000007665","3;3","8494530;8495426","8495236;8497314","+;+",2596
"ENSSSCG00000046279","3;3;3;3;3;3;3;3","8497453;8497905;8498082;8498123;8498128;8498323;8498519;8498822","8497821;8498002;8498121;8498125;8498229;8498429;8498619;8499154","-;-;-;-;-;-;-;-",1153
"ENSSSCG00000007667","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8499285;8499286;8499286;8499287;8500923;8500923;8500923;8500923;8501094;8501094;8501094;8501094;8501375;8501375;8501375;8501375;8501960;8501960;8501960;8502151;8502151;8502151;8502151;8502362;8502362;8502362;8502561;8502561;8502561;8502794;8502794;8502794;8502794;8502964;8502964;8502964;8502964;8503128;8503128;8503128;8503128;8503463;8503463;8503463;8503463;8503696;8503696;8503696;8503696;8503954;8503954;8503954;8503954;8506821;8506821;8506821;8506821;8507111;8507111;8507111;8507111;8507397;8507397;8507397;8507397;8509789;8510120;8510995;8510995;8510995;8510995","8500612;8500612;8499646;8500612;8501000;8501000;8501000;8501000;8501231;8501231;8501231;8501231;8501460;8501460;8501460;8501460;8502043;8502043;8502043;8502260;8502260;8502260;8502257;8502430;8502430;8502430;8502689;8502689;8502689;8502855;8502855;8502855;8502855;8503040;8503040;8503040;8503040;8503218;8503218;8503218;8503218;8503562;8503562;8503562;8503562;8503811;8503811;8503811;8503811;8504090;8504090;8504090;8504090;8506926;8506926;8506926;8506926;8507237;8507237;8507237;8507237;8507541;8507541;8507527;8507541;8509928;8510191;8511262;8511243;8511242;8511231","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",3463
"ENSSSCG00000032400","3;3","40748457;40749334","40748661;40749884","+;+",756
"ENSSSCG00000033234","3;3","40756457;40762818","40758176;40762895","-;-",1798
"ENSSSCG00000044607","3;3;3","43154808;43154857;43154875","43154855;43154871;43154880","+;+;+",69
"ENSSSCG00000025096","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8511459;8511531;8513529;8513529;8513579;8513958;8513958;8513958;8513958;8514162;8514162;8514162;8514162;8515556;8515556;8515556;8515556;8516025;8516025;8516025;8516025;8517322;8517322;8517322;8517322;8517745;8517745;8517745;8518111;8518111;8518111;8518111;8521254;8521254;8521254;8521758;8521758;8521758","8511768;8511768;8513531;8513558;8513698;8514056;8514056;8514056;8514056;8514345;8514345;8514345;8514303;8515794;8515794;8515794;8515794;8516259;8516259;8516259;8516259;8517480;8517480;8517480;8517480;8517866;8517866;8517866;8518242;8518242;8518242;8518242;8521424;8521424;8521424;8523121;8523121;8523121","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",3165
"ENSSSCG00000027466","3;3;3;3;3;3;3;3;3","8523449;8524641;8525189;8526337;8527027;8527475;8528007;8528216;8528531","8523772;8524749;8525447;8526461;8527163;8527746;8528084;8528386;8528739","+;+;+;+;+;+;+;+;+",1684
"ENSSSCG00000032076","3;3;3;3;3;3;3;3;3;3;3","40738135;40738135;40740737;40740737;40741130;40741130;40741829;40742785;40742785;40743992;40744001","40738763;40738763;40740807;40740807;40741273;40741472;40742051;40742939;40742948;40744248;40744208","+;+;+;+;+;+;+;+;+;+;+",1687
"ENSSSCG00000023255","3;3;3;3;3;3;3;3;3;3;3;3","8531228;8531228;8531738;8531738;8532226;8532226;8532530;8532530;8533309;8533309;8533595;8533850","8531383;8531383;8532004;8532004;8532301;8532301;8532759;8532759;8533473;8533488;8533829;8533932","+;+;+;+;+;+;+;+;+;+;+;+",1227
"ENSSSCG00000060053","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","45160155;45160240;45170960;45172609;45172932;45172932;45174062;45174062;45174062;45197899;45197899;45197899;45197899;45197899;45198157;45198157;45198573;45200925;45200925;45200925;45200925;45200925","45161254;45161254;45171084;45172638;45174171;45174171;45174171;45174171;45174171;45198293;45198293;45198293;45198293;45197988;45198293;45198293;45198758;45201110;45201186;45201186;45201186;45201110","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",3338
"ENSSSCG00000007671","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8539320;8539320;8539320;8539320;8539984;8544053;8544053;8544053;8544053;8544560;8544560;8544560;8544560;8544876;8544876;8544876;8544876;8545048;8545048;8545048;8545048;8545200;8545200;8545200;8545206;8545362;8545362;8545362;8545494;8545505;8545505;8545505;8546137;8546137;8546137;8546137;8546147;8547168;8547168;8547168;8547168;8547168;8547326;8547695;8547695;8547695;8547695;8547966;8547966;8547966;8547966;8548666;8548666;8548666;8548666;8548666;8548913;8548913;8548913;8548913;8548913;8549105;8549105;8549109;8549109;8549109;8549109;8549109;8551935;8551935;8551935;8551935;8551935;8551935;8551935;8552221;8552221;8552221;8552221;8552221;8552712;8552712;8552712;8552712;8552712;8553789;8553912;8553912;8553912;8553912;8553912;8554568;8554568;8554568;8554568;8558430;8558430;8558430;8558430;8558430;8558430;8558430;8558727;8558727;8558727;8558727;8558727;8558727;8558727;8558934;8558934;8558934;8559126;8559126;8559126;8559351;8559351;8559351;8559561;8559561;8560207;8560314;8560319;8560319;8560490;8560490;8560490;8561234;8561234;8561234;8567348;8567348;8567348;8567754;8567754;8567754;8568114;8568114;8568114;8568645;8568645;8578539","8540084;8540084;8540084;8539825;8540084;8544193;8544193;8544193;8544193;8544787;8544787;8544787;8544787;8544960;8544960;8544960;8544960;8545124;8545124;8545124;8545124;8545273;8545293;8545273;8545273;8545425;8545425;8545425;8545587;8545587;8545587;8545587;8546256;8546256;8546256;8546256;8546256;8547331;8547331;8547331;8547331;8547322;8547331;8547834;8547834;8547834;8547834;8548082;8548082;8548082;8548082;8548788;8548788;8548788;8548788;8548788;8549027;8549027;8549027;8549027;8549027;8549249;8549249;8549249;8549249;8549249;8549249;8549249;8552470;8552470;8552121;8552121;8552121;8552121;8552121;8552470;8552470;8552470;8552470;8552470;8552771;8552771;8552771;8552771;8552771;8553881;8553964;8553964;8553964;8553971;8553964;8554623;8554623;8554623;8554623;8558516;8558516;8558516;8558516;8558516;8558516;8558516;8558822;8558822;8558822;8558822;8558822;8558822;8558822;8559014;8559014;8559014;8559240;8559240;8559240;8559412;8559369;8559412;8559650;8559650;8560226;8560425;8560425;8560425;8560584;8560584;8560584;8561331;8561331;8561331;8567448;8567448;8567448;8567919;8567919;8567919;8568190;8568190;8568190;8568755;8568755;8578763","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",4813
"ENSSSCG00000037846","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","45203195;45203195;45235536;45235536;45256545;45256545;45298635;45298635;45306807;45306807;45329800;45358464;45358464;45378048;45378048;45402292;45402299;45402310;45447100;45447100;45447100;45484625;45484625;45484625;45488603;45488603;45488603;45490483;45490483;45490483;45490873;45490873;45490873;45496923;45496923;45496923;45497350;45497350;45497350;45505210;45505210;45505210;45516483;45516483;45516483;45538126;45538126;45538126","45204396;45204396;45235637;45235637;45256613;45256613;45298746;45298746;45306916;45306916;45329889;45358617;45358617;45378164;45378164;45402297;45402308;45402342;45447134;45447134;45447134;45484757;45484757;45484757;45488675;45488675;45488675;45490569;45490569;45490569;45490987;45490987;45490987;45497021;45497021;45497021;45497436;45497436;45497436;45505293;45505293;45505293;45516579;45516579;45516579;45538220;45538220;45538220","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",2910
"ENSSSCG00000037616","3;3;3;3;3;3;3;3;3;3;3;3","47766407;47766407;47767707;47767707;47771309;47771309;47771589;47771995;47772829;47772829;47776512;47776512","47766582;47766582;47767887;47767887;47771403;47771403;47771715;47772092;47772954;47772954;47776867;47776867","-;-;-;-;-;-;-;-;-;-;-;-",1159
"ENSSSCG00000007669","3;3;3;3;3;3;3;3;3;3;3","8579122;8581495;8581858;8582000;8582417;8582564;8582821;8583186;8583497;8583795;8584158","8579202;8581640;8581896;8582106;8582480;8582726;8582887;8583387;8583713;8584083;8584266","+;+;+;+;+;+;+;+;+;+;+",1484
"ENSSSCG00000022153","3;3;3;3;3;3;3;3;3","47807832;47811424;47811764;47812254;47812872;47813888;47814332;47816440;47823986","47809645;47811604;47811858;47812380;47812969;47814013;47814508;47816483;47824187","-;-;-;-;-;-;-;-;-",2864
"ENSSSCG00000007668","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8584552;8587002;8587209;8587456;8587719;8588150;8588462;8588691;8588911;8589167;8589369;8589593;8589876;8590267;8590547;8591109;8591339;8591803;8592174;8592851;8593072;8593339;8593544;8593767;8593993;8594134","8586905;8587131;8587372;8587616;8587903;8588377;8588602;8588773;8589011;8589283;8589469;8589759;8590047;8590364;8590684;8591217;8591592;8591973;8592214;8592959;8593183;8593434;8593673;8593877;8594053;8594284","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",5685
"ENSSSCG00000008140","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","47996335;47996335;47999068;47999068;48001323;48001323;48003175;48005275;48005275;48008685;48008685;48013507;48013507;48015123;48015123;48020552;48020552;48022092;48022092","47997912;47997912;47999285;47999285;48001476;48001476;48003297;48005418;48005418;48008833;48008833;48013662;48013662;48015236;48015236;48020778;48020778;48022379;48022241","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",3151
"ENSSSCG00000007672","3;3;3;3;3;3","8605018;8607557;8608047;8608267;8608693;8608693","8609364;8607799;8608452;8608452;8610218;8609395","+;+;+;+;+;+",5201
"ENSSSCG00000008137","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","47606230;47606230;47606230;47607594;47607609;47608218;47608218;47608218;47608916;47609403;47609458;47610936;47613710;47613710;47614095;47614095;47614095;47614095;47614095;47614095;47614095;47615745;47615745;47615745;47615745;47615745;47615745;47615745;47616867;47616867;47616867;47616867;47616867;47616867;47616867;47617372;47617372;47617372;47617372;47617372;47617372;47617372;47619650;47619650;47619650;47619650;47619650;47619650;47619650;47620199;47620199;47620199;47620199;47620199;47620199;47620199;47620912;47620912;47620912;47620912;47620912;47620912;47628830;47628848;47629611;47629611;47629611;47629611;47629611;47629611;47629611;47629849;47630009;47634572;47634572;47634572;47653140;47672687;47672687","47606744;47606744;47606744;47611018;47608829;47611018;47611018;47611018;47611018;47611018;47610828;47611018;47613901;47613901;47614170;47614170;47614170;47614170;47614170;47614170;47614170;47615793;47615793;47615793;47615793;47615793;47615793;47615793;47616959;47616959;47616959;47616959;47616959;47616959;47616959;47617522;47617522;47617522;47617522;47617522;47617522;47617522;47619799;47619799;47619799;47619799;47619799;47619799;47619799;47620319;47620319;47620319;47620338;47620319;47620319;47620319;47620978;47620978;47620978;47620978;47620978;47620978;47629016;47629016;47629770;47629770;47629770;47629770;47629770;47629770;47629770;47629892;47630034;47634887;47634909;47634909;47653649;47672724;47672884","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",6321
"ENSSSCG00000007673","3;3;3;3;3","8620508;8621180;8621546;8621869;8622218","8620639;8621322;8621632;8622048;8622936","+;+;+;+;+",1261
"ENSSSCG00000007674","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8632701;8632701;8632769;8632769;8633746;8633746;8634430;8634430;8634769;8634769;8635220;8635220;8636241;8636241;8638422;8638422;8638813;8638813;8639312;8639312;8639312;8639312;8639590;8639590;8639590;8639590;8639766;8639766;8639766;8639766;8640737;8640737;8640737;8640737;8641332;8641332;8641332;8641332;8641864;8641864;8641868;8641868;8644894;8644894;8648272;8648272;8648272;8648272;8648564;8648564;8648567;8648567;8649174;8649174;8649174;8649449;8649507;8649507;8649507;8650410;8650410;8650410;8650410;8650941;8650941;8650941;8650941;8651148;8651148;8651148;8651148;8652315;8652315;8652315;8652315;8653850;8653850;8653850;8653850;8654257;8654257;8654257;8654257;8654690;8654690;8654690;8654690;8655119;8655119;8655119;8655119;8655591;8655591;8655591;8655591;8656016;8656016;8656016;8656016;8657305;8657305;8657305;8657305;8657787;8657787;8657787;8657787;8658177;8658177;8658177;8658177;8658502;8658502;8658502;8658502;8658832;8658832;8658832;8658832;8659258;8659258;8659258;8659258;8662931;8662931;8662931;8662931;8663621;8663621;8663621;8663621;8664103;8664103;8664103;8664103;8664778;8664778;8664778;8664778;8665065;8665065;8665065;8665065;8665526;8665526;8665526;8665526;8665928;8665928;8665928;8665928;8666413;8666413;8666413;8666572;8666716;8666716;8666716;8667188;8667188;8667188;8667188;8668469;8668469;8668472;8668472;8668663;8668663;8668672;8668672;8668800;8668800;8668800;8668800","8632744;8632744;8632777;8632777;8633798;8633798;8634576;8634576;8635040;8635040;8635307;8635307;8636393;8636393;8638977;8638977;8638977;8638977;8639403;8639403;8639403;8639403;8639668;8639668;8639668;8639668;8639912;8639912;8639912;8639912;8641008;8641008;8641008;8641008;8641415;8641415;8641416;8641416;8642994;8642994;8642995;8642995;8645078;8645078;8648413;8648413;8648413;8648413;8648683;8648683;8648732;8648683;8649298;8649298;8649298;8649652;8649652;8649652;8649652;8650553;8650553;8650553;8650553;8651048;8651048;8651048;8651048;8651317;8651317;8651317;8651317;8652517;8652517;8652517;8652517;8653991;8653991;8653991;8653991;8654504;8654504;8654504;8654504;8654870;8654870;8654870;8654870;8655230;8655230;8655230;8655230;8655685;8655685;8655685;8655685;8656192;8656192;8656192;8656192;8657513;8657513;8657513;8657513;8657931;8657931;8657931;8657931;8658421;8658421;8658421;8658421;8658666;8658666;8658666;8658666;8658956;8658956;8658956;8658956;8659553;8659553;8659553;8659553;8663142;8663142;8663142;8663142;8663762;8663762;8663762;8663762;8664350;8664350;8664350;8664350;8664907;8664907;8664907;8664907;8665236;8665236;8665236;8665236;8665699;8665699;8665699;8665699;8666067;8666002;8666067;8666067;8666570;8666612;8666612;8666612;8666854;8666854;8666854;8667328;8667328;8667328;8667328;8668571;8668571;8668571;8668571;8668715;8668715;8668715;8668715;8668880;8668880;8668880;8668880","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",8654
