"human_symbol","CellAge_effect","ortholog_name","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_mouse_orthologs","n_human_inputs","mouse_symbol","score_type"
"GJA1","Induces","Gja6",279,"ENSG00000152661","279.1.1","ENSMUSG00000055691","gap junction protein, alpha 6 [Source:MGI Symbol;Acc:MGI:95717]",1,1,"Gja6","CellAge_induces"
"GKN1","Induces","Gkn1",280,"ENSG00000169605","280.1.1","ENSMUSG00000030050","gastrokine 1 [Source:MGI Symbol;Acc:MGI:1913533]",1,1,"Gkn1","CellAge_induces"
"GLI1","Inhibits","Gli1",281,"ENSG00000111087","281.1.1","ENSMUSG00000025407","GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]",1,1,"Gli1","CellAge_inhibits"
"GMNN","Inhibits","Gmnn",282,"ENSG00000112312","282.1.1","ENSMUSG00000006715","geminin [Source:MGI Symbol;Acc:MGI:1927344]",1,1,"Gmnn","CellAge_inhibits"
"GMPS","Inhibits","Gmps",283,"ENSG00000163655","283.1.1","ENSMUSG00000027823","guanine monophosphate synthetase [Source:MGI Symbol;Acc:MGI:2448526]",1,1,"Gmps","CellAge_inhibits"
"GNG11","Induces","Gng11",284,"ENSG00000127920","284.1.1","ENSMUSG00000032766","guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]",1,1,"Gng11","CellAge_induces"
"GNMT","Induces","Gnmt",285,"ENSG00000124713","285.1.1","ENSMUSG00000002769","glycine N-methyltransferase [Source:MGI Symbol;Acc:MGI:1202304]",1,1,"Gnmt","CellAge_induces"
"GPC3","Inhibits","Gpc3",286,"ENSG00000147257","286.1.1","ENSMUSG00000055653","glypican 3 [Source:MGI Symbol;Acc:MGI:104903]",1,1,"Gpc3","CellAge_inhibits"
"GRIK2","Induces","Grik2",287,"ENSG00000164418","287.1.1","ENSMUSG00000056073","glutamate receptor, ionotropic, kainate 2 (beta 2) [Source:MGI Symbol;Acc:MGI:95815]",1,1,"Grik2","CellAge_induces"
"GRK4","Induces","Grk4",288,"ENSG00000125388","288.1.1","ENSMUSG00000052783","G protein-coupled receptor kinase 4 [Source:MGI Symbol;Acc:MGI:95801]",1,1,"Grk4","CellAge_induces"
"GRK6","Induces","Grk6",289,"ENSG00000198055","289.1.1","ENSMUSG00000074886","G protein-coupled receptor kinase 6 [Source:MGI Symbol;Acc:MGI:1347078]",1,1,"Grk6","CellAge_induces"
"GRN","Inhibits","Grn",290,"ENSG00000030582","290.1.1","ENSMUSG00000034708","granulin [Source:MGI Symbol;Acc:MGI:95832]",1,1,"Grn","CellAge_inhibits"
"GRPR","Inhibits","Grpr",291,"ENSG00000126010","291.1.1","ENSMUSG00000031364","gastrin releasing peptide receptor [Source:MGI Symbol;Acc:MGI:95836]",1,1,"Grpr","CellAge_inhibits"
"GRSF1","Inhibits","Grsf1",292,"ENSG00000132463","292.1.1","ENSMUSG00000044221","G-rich RNA sequence binding factor 1 [Source:MGI Symbol;Acc:MGI:106479]",1,1,"Grsf1","CellAge_inhibits"
"GSK3A","Inhibits","Gsk3a",293,"ENSG00000105723","293.1.1","ENSMUSG00000057177","glycogen synthase kinase 3 alpha [Source:MGI Symbol;Acc:MGI:2152453]",1,1,"Gsk3a","CellAge_inhibits"
"GSK3B","Inhibits","Gsk3b",294,"ENSG00000082701","294.1.1","ENSMUSG00000022812","glycogen synthase kinase 3 beta [Source:MGI Symbol;Acc:MGI:1861437]",1,1,"Gsk3b","CellAge_inhibits"
"GTSE1","Inhibits","Gtse1",295,"ENSG00000075218","295.1.1","ENSMUSG00000022385","G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]",1,1,"Gtse1","CellAge_inhibits"
"HAS1","Inhibits","Has1",296,"ENSG00000105509","296.1.1","ENSMUSG00000003665","hyaluronan synthase 1 [Source:MGI Symbol;Acc:MGI:106590]",1,1,"Has1","CellAge_inhibits"
"HAUS4","Inhibits","Haus4",297,"ENSG00000092036","297.1.1","ENSMUSG00000022177","HAUS augmin-like complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1261794]",1,1,"Haus4","CellAge_inhibits"
"HBP1","Induces","Hbp1",298,"ENSG00000105856","298.1.1","ENSMUSG00000002996","high mobility group box transcription factor 1 [Source:MGI Symbol;Acc:MGI:894659]",1,1,"Hbp1","CellAge_induces"
"HDAC1","Induces","Hdac1",299,"ENSG00000116478","299.1.1","ENSMUSG00000028800","histone deacetylase 1 [Source:MGI Symbol;Acc:MGI:108086]",1,1,"Hdac1","CellAge_induces"
"HDAC2","Inhibits","Hdac2",300,"ENSG00000196591","300.1.1","ENSMUSG00000019777","histone deacetylase 2 [Source:MGI Symbol;Acc:MGI:1097691]",1,1,"Hdac2","CellAge_inhibits"
"HDAC3","Inhibits","Hdac3",301,"ENSG00000171720","301.1.1","ENSMUSG00000024454","histone deacetylase 3 [Source:MGI Symbol;Acc:MGI:1343091]",1,1,"Hdac3","CellAge_inhibits"
"HDAC4","Inhibits","Hdac4",302,"ENSG00000068024","302.1.1","ENSMUSG00000026313","histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]",1,1,"Hdac4","CellAge_inhibits"
"HDAC7","Inhibits","Hdac7",303,"ENSG00000061273","303.1.1","ENSMUSG00000022475","histone deacetylase 7 [Source:MGI Symbol;Acc:MGI:1891835]",1,1,"Hdac7","CellAge_inhibits"
"HELLS","Inhibits","Hells",304,"ENSG00000119969","304.1.1","ENSMUSG00000025001","helicase, lymphoid specific [Source:MGI Symbol;Acc:MGI:106209]",1,1,"Hells","CellAge_inhibits"
"HEPACAM","Induces","Hepacam",305,"ENSG00000165478","305.1.1","ENSMUSG00000046240","hepatocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1920177]",1,1,"Hepacam","CellAge_induces"
"HIF1A","Inhibits","Hif1a",306,"ENSG00000100644","306.1.1","ENSMUSG00000021109","hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]",1,1,"Hif1a","CellAge_inhibits"
"HIPK2","Induces","Hipk2",307,"ENSG00000064393","307.1.1","ENSMUSG00000061436","homeodomain interacting protein kinase 2 [Source:MGI Symbol;Acc:MGI:1314872]",1,1,"Hipk2","CellAge_induces"
"HIRA","Induces","Hira",308,"ENSG00000100084","308.1.1","ENSMUSG00000022702","histone cell cycle regulator [Source:MGI Symbol;Acc:MGI:99430]",1,1,"Hira","CellAge_induces"
"HIVEP1","Inhibits","Hivep1",309,"ENSG00000095951","309.1.1","ENSMUSG00000021366","human immunodeficiency virus type I enhancer binding protein 1 [Source:MGI Symbol;Acc:MGI:96100]",1,1,"Hivep1","CellAge_inhibits"
"HJURP","Inhibits","Hjurp",310,"ENSG00000123485","310.1.1","ENSMUSG00000044783","Holliday junction recognition protein [Source:MGI Symbol;Acc:MGI:2685821]",1,1,"Hjurp","CellAge_inhibits"
"HK3","Induces","Hk3",311,"ENSG00000160883","311.1.1","ENSMUSG00000025877","hexokinase 3 [Source:MGI Symbol;Acc:MGI:2670962]",1,1,"Hk3","CellAge_induces"
"HMGA1","Induces","Hmga1",312,"ENSG00000137309","312.1.1","ENSMUSG00000046711","high mobility group AT-hook 1 [Source:MGI Symbol;Acc:MGI:96160]",1,1,"Hmga1","CellAge_induces"
"HMGA2","Induces","Hmga2",313,"ENSG00000149948","313.1.1","ENSMUSG00000056758","high mobility group AT-hook 2 [Source:MGI Symbol;Acc:MGI:101761]",1,1,"Hmga2","CellAge_induces"
"HMGB1","Inhibits","Hmgb1",314,"ENSG00000189403","314.1.1","ENSMUSG00000066551","high mobility group box 1 [Source:MGI Symbol;Acc:MGI:96113]",1,1,"Hmgb1","CellAge_inhibits"
"HMGB2","Inhibits","Hmgb2",315,"ENSG00000164104","315.1.1","ENSMUSG00000054717","high mobility group box 2 [Source:MGI Symbol;Acc:MGI:96157]",1,1,"Hmgb2","CellAge_inhibits"
"HMGB3","Inhibits","Hmgb3",316,"ENSG00000029993","316.1.1","ENSMUSG00000015217","high mobility group box 3 [Source:MGI Symbol;Acc:MGI:1098219]",1,1,"Hmgb3","CellAge_inhibits"
"HMGCR","Inhibits","Hmgcr",317,"ENSG00000113161","317.1.1","ENSMUSG00000021670","3-hydroxy-3-methylglutaryl-Coenzyme A reductase [Source:MGI Symbol;Acc:MGI:96159]",1,1,"Hmgcr","CellAge_inhibits"
"HNRNPA1","Inhibits","Hnrnpa1",318,"ENSG00000135486","318.1.1","ENSMUSG00000046434","heterogeneous nuclear ribonucleoprotein A1 [Source:MGI Symbol;Acc:MGI:104820]",1,1,"Hnrnpa1","CellAge_inhibits"
"HNRNPA3","Inhibits","Hnrnpa3",319,"ENSG00000170144","319.1.1","ENSMUSG00000059005","heterogeneous nuclear ribonucleoprotein A3 [Source:MGI Symbol;Acc:MGI:1917171]",1,1,"Hnrnpa3","CellAge_inhibits"
"HNRNPAB","Inhibits","Hnrnpab",320,"ENSG00000197451","320.1.1","ENSMUSG00000020358","heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294]",1,1,"Hnrnpab","CellAge_inhibits"
"HNRNPD","Inhibits","Hnrnpd",322,"ENSG00000138668","322.1.1","ENSMUSG00000000568","heterogeneous nuclear ribonucleoprotein D [Source:MGI Symbol;Acc:MGI:101947]",1,1,"Hnrnpd","CellAge_inhibits"
"HOPX","Induces","Hopx",323,"ENSG00000171476","323.1.1","ENSMUSG00000059325","HOP homeobox [Source:MGI Symbol;Acc:MGI:1916782]",1,1,"Hopx","CellAge_induces"
"HOXA9","Inhibits","Hoxa9",324,"ENSG00000078399","324.1.1","ENSMUSG00000038227","homeobox A9 [Source:MGI Symbol;Acc:MGI:96180]",1,1,"Hoxa9","CellAge_inhibits"
"HRAS","Induces","Hras",325,"ENSG00000174775","325.1.1","ENSMUSG00000025499","Harvey rat sarcoma virus oncogene [Source:MGI Symbol;Acc:MGI:96224]",1,1,"Hras","CellAge_induces"
"HS2ST1","Inhibits","Hs2st1",326,"ENSG00000153936","326.1.1","ENSMUSG00000040151","heparan sulfate 2-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1346049]",1,1,"Hs2st1","CellAge_inhibits"
"HSF1","Inhibits","Hsf1",327,"ENSG00000185122","327.1.1","ENSMUSG00000022556","heat shock factor 1 [Source:MGI Symbol;Acc:MGI:96238]",1,1,"Hsf1","CellAge_inhibits"
"HSP90AA1","Inhibits","Hsp90aa1",328,"ENSG00000080824","328.1.1","ENSMUSG00000021270","heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]",1,1,"Hsp90aa1","CellAge_inhibits"
"HSP90AB1","Inhibits","Hsp90ab1",329,"ENSG00000096384","329.1.1","ENSMUSG00000023944","heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]",1,1,"Hsp90ab1","CellAge_inhibits"
"HSPA2","Inhibits","Hspa2",331,"ENSG00000126803","331.1.1","ENSMUSG00000059970","heat shock protein 2 [Source:MGI Symbol;Acc:MGI:96243]",1,1,"Hspa2","CellAge_inhibits"
"HSPA5","Inhibits","Hspa5",332,"ENSG00000044574","332.1.1","ENSMUSG00000026864","heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835]",1,1,"Hspa5","CellAge_inhibits"
"HSPA9","Induces","Hspa9",333,"ENSG00000113013","333.1.1","ENSMUSG00000024359","heat shock protein 9 [Source:MGI Symbol;Acc:MGI:96245]",1,1,"Hspa9","CellAge_induces"
"HSPB1","Inhibits","Hspb1",334,"ENSG00000106211","334.1.1","ENSMUSG00000004951","heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240]",1,1,"Hspb1","CellAge_inhibits"
"HTRA1","Induces","Htra1",335,"ENSG00000166033","335.1.1","ENSMUSG00000006205","HtrA serine peptidase 1 [Source:MGI Symbol;Acc:MGI:1929076]",1,1,"Htra1","CellAge_induces"
"HYOU1","Inhibits","Hyou1",336,"ENSG00000149428","336.1.1","ENSMUSG00000032115","hypoxia up-regulated 1 [Source:MGI Symbol;Acc:MGI:108030]",1,1,"Hyou1","CellAge_inhibits"
"ID1","Inhibits","Id1",337,"ENSG00000125968","337.1.1","ENSMUSG00000042745","inhibitor of DNA binding 1, HLH protein [Source:MGI Symbol;Acc:MGI:96396]",1,1,"Id1","CellAge_inhibits"
"IFNG","Induces","Ifng",339,"ENSG00000111537","339.1.1","ENSMUSG00000055170","interferon gamma [Source:MGI Symbol;Acc:MGI:107656]",1,1,"Ifng","CellAge_induces"
"IGFBP1","Induces","Igfbp1",340,"ENSG00000146678","340.1.1","ENSMUSG00000020429","insulin-like growth factor binding protein 1 [Source:MGI Symbol;Acc:MGI:96436]",1,1,"Igfbp1","CellAge_induces"
"IGFBP3","Induces","Igfbp3",341,"ENSG00000146674","341.1.1","ENSMUSG00000020427","insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438]",1,1,"Igfbp3","CellAge_induces"
"IGFBP5","Induces","Igfbp5",342,"ENSG00000115461","342.1.1","ENSMUSG00000026185","insulin-like growth factor binding protein 5 [Source:MGI Symbol;Acc:MGI:96440]",1,1,"Igfbp5","CellAge_induces"
"IGFBP7","Induces","Igfbp7",343,"ENSG00000163453","343.1.1","ENSMUSG00000036256","insulin-like growth factor binding protein 7 [Source:MGI Symbol;Acc:MGI:1352480]",1,1,"Igfbp7","CellAge_induces"
"IKBKG","Induces","Ikbkg",344,"ENSG00000269335","344.1.1","ENSMUSG00000004221","inhibitor of kappaB kinase gamma [Source:MGI Symbol;Acc:MGI:1338074]",1,1,"Ikbkg","CellAge_induces"
"IL1A","Induces","Il1a",345,"ENSG00000115008","345.1.1","ENSMUSG00000027399","interleukin 1 alpha [Source:MGI Symbol;Acc:MGI:96542]",1,1,"Il1a","CellAge_induces"
"IL1R1","Induces","Il1r1",346,"ENSG00000115594","346.1.1","ENSMUSG00000026072","interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]",1,1,"Il1r1","CellAge_induces"
"IL1RN","Unclear","Il1rn",347,"ENSG00000136689","347.1.1","ENSMUSG00000026981","interleukin 1 receptor antagonist [Source:MGI Symbol;Acc:MGI:96547]",1,1,"Il1rn","CellAge_all_only"
"IL24","Inhibits","Il24",348,"ENSG00000162892","348.1.1","ENSMUSG00000026420","interleukin 24 [Source:MGI Symbol;Acc:MGI:2135548]",1,1,"Il24","CellAge_inhibits"
"IL6","Induces","Il6",349,"ENSG00000136244","349.1.1","ENSMUSG00000025746","interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]",1,1,"Il6","CellAge_induces"
"ILF3","Inhibits","Ilf3",350,"ENSG00000129351","350.1.1","ENSMUSG00000032178","interleukin enhancer binding factor 3 [Source:MGI Symbol;Acc:MGI:1339973]",1,1,"Ilf3","CellAge_inhibits"
"ILK","Inhibits","Ilk",351,"ENSG00000166333","351.1.1","ENSMUSG00000030890","integrin linked kinase [Source:MGI Symbol;Acc:MGI:1195267]",1,1,"Ilk","CellAge_inhibits"
"IMMT","Inhibits","Immt",352,"ENSG00000132305","352.1.1","ENSMUSG00000052337","inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]",1,1,"Immt","CellAge_inhibits"
"INCENP","Inhibits","Incenp",353,"ENSG00000149503","353.1.1","ENSMUSG00000024660","inner centromere protein [Source:MGI Symbol;Acc:MGI:1313288]",1,1,"Incenp","CellAge_inhibits"
"ING1","Induces","Ing1",354,"ENSG00000153487","354.1.1","ENSMUSG00000045969","inhibitor of growth family, member 1 [Source:MGI Symbol;Acc:MGI:1349481]",1,1,"Ing1","CellAge_induces"
"ING2","Induces","Ing2",355,"ENSG00000168556","355.1.1","ENSMUSG00000063049","inhibitor of growth family, member 2 [Source:MGI Symbol;Acc:MGI:1916510]",1,1,"Ing2","CellAge_induces"
"ING5","Induces","Ing5",356,"ENSG00000168395","356.1.1","ENSMUSG00000026283","inhibitor of growth family, member 5 [Source:MGI Symbol;Acc:MGI:1922816]",1,1,"Ing5","CellAge_induces"
"INPP4B","Inhibits","Inpp4b",357,"ENSG00000109452","357.1.1","ENSMUSG00000037940","inositol polyphosphate-4-phosphatase, type II [Source:MGI Symbol;Acc:MGI:2158925]",1,1,"Inpp4b","CellAge_inhibits"
"IRAK4","Inhibits","Irak4",358,"ENSG00000198001","358.1.1","ENSMUSG00000059883","interleukin-1 receptor-associated kinase 4 [Source:MGI Symbol;Acc:MGI:2182474]",1,1,"Irak4","CellAge_inhibits"
"IRF1","Induces","Irf1",359,"ENSG00000125347","359.1.1","ENSMUSG00000018899","interferon regulatory factor 1 [Source:MGI Symbol;Acc:MGI:96590]",1,1,"Irf1","CellAge_induces"
"IRF3","Induces","Irf3",360,"ENSG00000126456","360.1.1","ENSMUSG00000003184","interferon regulatory factor 3 [Source:MGI Symbol;Acc:MGI:1859179]",1,1,"Irf3","CellAge_induces"
"IRF5","Induces","Irf5",361,"ENSG00000128604","361.1.1","ENSMUSG00000029771","interferon regulatory factor 5 [Source:MGI Symbol;Acc:MGI:1350924]",1,1,"Irf5","CellAge_induces"
"IRF7","Induces","Irf7",362,"ENSG00000185507","362.1.1","ENSMUSG00000025498","interferon regulatory factor 7 [Source:MGI Symbol;Acc:MGI:1859212]",1,1,"Irf7","CellAge_induces"
"ITGB3","Induces","Itgb3",363,"ENSG00000259207","363.1.1","ENSMUSG00000020689","integrin beta 3 [Source:MGI Symbol;Acc:MGI:96612]",1,1,"Itgb3","CellAge_induces"
"ITGB4","Induces","Itgb4",364,"ENSG00000132470","364.1.1","ENSMUSG00000020758","integrin beta 4 [Source:MGI Symbol;Acc:MGI:96613]",1,1,"Itgb4","CellAge_induces"
"ITPK1","Induces","Itpk1",365,"ENSG00000100605","365.1.1","ENSMUSG00000057963","inositol 1,3,4-triphosphate 5/6 kinase [Source:MGI Symbol;Acc:MGI:2446159]",1,1,"Itpk1","CellAge_induces"
"ITPKB","Induces","Itpkb",366,"ENSG00000143772","366.1.1","ENSMUSG00000038855","inositol 1,4,5-trisphosphate 3-kinase B [Source:MGI Symbol;Acc:MGI:109235]",1,1,"Itpkb","CellAge_induces"
"ITPR1","Induces","Itpr1",367,"ENSG00000150995","367.1.1","ENSMUSG00000030102","inositol 1,4,5-trisphosphate receptor 1 [Source:MGI Symbol;Acc:MGI:96623]",1,1,"Itpr1","CellAge_induces"
"ITPR2","Induces","Itpr2",368,"ENSG00000123104","368.1.1","ENSMUSG00000030287","inositol 1,4,5-triphosphate receptor 2 [Source:MGI Symbol;Acc:MGI:99418]",1,1,"Itpr2","CellAge_induces"
"ITPR3","Induces","Itpr3",369,"ENSG00000096433","369.1.1","ENSMUSG00000042644","inositol 1,4,5-triphosphate receptor 3 [Source:MGI Symbol;Acc:MGI:96624]",1,1,"Itpr3","CellAge_induces"
"ITSN2","Induces","Itsn2",370,"ENSG00000198399","370.1.1","ENSMUSG00000020640","intersectin 2 [Source:MGI Symbol;Acc:MGI:1338049]",1,1,"Itsn2","CellAge_induces"
"JAK2","Induces","Jak2",371,"ENSG00000096968","371.1.1","ENSMUSG00000024789","Janus kinase 2 [Source:MGI Symbol;Acc:MGI:96629]",1,1,"Jak2","CellAge_induces"
"JPT1","Inhibits","Jpt1",372,"ENSG00000189159","372.1.1","ENSMUSG00000020737","Jupiter microtubule associated homolog 1 [Source:MGI Symbol;Acc:MGI:1096361]",1,1,"Jpt1","CellAge_inhibits"
"JUN","Inhibits","Jun",373,"ENSG00000177606","373.1.1","ENSMUSG00000052684","jun proto-oncogene [Source:MGI Symbol;Acc:MGI:96646]",1,1,"Jun","CellAge_inhibits"
"JUNB","Induces","Junb",374,"ENSG00000171223","374.1.1","ENSMUSG00000052837","jun B proto-oncogene [Source:MGI Symbol;Acc:MGI:96647]",1,1,"Junb","CellAge_induces"
"KAT5","Induces","Kat5",375,"ENSG00000172977","375.1.1","ENSMUSG00000024926","K(lysine) acetyltransferase 5 [Source:MGI Symbol;Acc:MGI:1932051]",1,1,"Kat5","CellAge_induces"
"KCNA1","Induces","Kcna1",376,"ENSG00000111262","376.1.1","ENSMUSG00000047976","potassium voltage-gated channel, shaker-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96654]",1,1,"Kcna1","CellAge_induces"
"KCNJ12","Inhibits","Kcnj12",377,"ENSG00000184185","377.1.1","ENSMUSG00000042529","potassium inwardly-rectifying channel, subfamily J, member 12 [Source:MGI Symbol;Acc:MGI:108495]",1,1,"Kcnj12","CellAge_inhibits"
"KDM1A","Inhibits","Kdm1a",378,"ENSG00000004487","378.1.1","ENSMUSG00000036940","lysine (K)-specific demethylase 1A [Source:MGI Symbol;Acc:MGI:1196256]",1,1,"Kdm1a","CellAge_inhibits"
"KDM2B","Inhibits","Kdm2b",379,"ENSG00000089094","379.1.1","ENSMUSG00000029475","lysine (K)-specific demethylase 2B [Source:MGI Symbol;Acc:MGI:1354737]",1,1,"Kdm2b","CellAge_inhibits"
"KDM4A","Unclear","Kdm4a",380,"ENSG00000066135","380.1.1","ENSMUSG00000033326","lysine (K)-specific demethylase 4A [Source:MGI Symbol;Acc:MGI:2446210]",1,1,"Kdm4a","CellAge_all_only"
"KDM4C","Inhibits","Kdm4c",381,"ENSG00000107077","381.1.1","ENSMUSG00000028397","lysine (K)-specific demethylase 4C [Source:MGI Symbol;Acc:MGI:1924054]",1,1,"Kdm4c","CellAge_inhibits"
"KDM5B","Inhibits","Kdm5b",382,"ENSG00000117139","382.1.1","ENSMUSG00000042207","lysine demethylase 5B [Source:MGI Symbol;Acc:MGI:1922855]",1,1,"Kdm5b","CellAge_inhibits"
"KDM6B","Induces","Kdm6b",383,"ENSG00000132510","383.1.1","ENSMUSG00000018476","KDM1 lysine (K)-specific demethylase 6B [Source:MGI Symbol;Acc:MGI:2448492]",1,1,"Kdm6b","CellAge_induces"
"KDR","Inhibits","Kdr",384,"ENSG00000128052","384.1.1","ENSMUSG00000062960","kinase insert domain protein receptor [Source:MGI Symbol;Acc:MGI:96683]",1,1,"Kdr","CellAge_inhibits"
"KEAP1","Induces","Keap1",385,"ENSG00000079999","385.1.1","ENSMUSG00000003308","kelch-like ECH-associated protein 1 [Source:MGI Symbol;Acc:MGI:1858732]",1,1,"Keap1","CellAge_induces"
"KIF11","Inhibits","Kif11",386,"ENSG00000138160","386.1.1","ENSMUSG00000012443","kinesin family member 11 [Source:MGI Symbol;Acc:MGI:1098231]",1,1,"Kif11","CellAge_inhibits"
"KIF20A","Inhibits","Kif20a",387,"ENSG00000112984","387.1.1","ENSMUSG00000003779","kinesin family member 20A [Source:MGI Symbol;Acc:MGI:1201682]",1,1,"Kif20a","CellAge_inhibits"
"KIF2C","Inhibits","Kif2c",388,"ENSG00000142945","388.1.1","ENSMUSG00000028678","kinesin family member 2C [Source:MGI Symbol;Acc:MGI:1921054]",1,1,"Kif2c","CellAge_inhibits"
"KL","Inhibits","Kl",390,"ENSG00000133116","390.1.1","ENSMUSG00000058488","klotho [Source:MGI Symbol;Acc:MGI:1101771]",1,1,"Kl","CellAge_inhibits"
"KLF4","Induces","Klf4",391,"ENSG00000136826","391.1.1","ENSMUSG00000003032","Kruppel-like transcription factor 4 (gut) [Source:MGI Symbol;Acc:MGI:1342287]",1,1,"Klf4","CellAge_induces"
"KNDC1","Induces","Kndc1",392,"ENSG00000171798","392.1.1","ENSMUSG00000066129","kinase non-catalytic C-lobe domain (KIND) containing 1 [Source:MGI Symbol;Acc:MGI:1923734]",1,1,"Kndc1","CellAge_induces"
"KRT19","Inhibits","Krt19",393,"ENSG00000171345","393.1.1","ENSMUSG00000020911","keratin 19 [Source:MGI Symbol;Acc:MGI:96693]",1,1,"Krt19","CellAge_inhibits"
"KSR2","Unclear","Ksr2",394,"ENSG00000171435","394.1.1","ENSMUSG00000061578","kinase suppressor of ras 2 [Source:MGI Symbol;Acc:MGI:3610315]",1,1,"Ksr2","CellAge_all_only"
"LAMP2","Inhibits","Lamp2",395,"ENSG00000005893","395.1.1","ENSMUSG00000016534","lysosomal-associated membrane protein 2 [Source:MGI Symbol;Acc:MGI:96748]",1,1,"Lamp2","CellAge_inhibits"
"LATS1","Inhibits","Lats1",396,"ENSG00000131023","396.1.1","ENSMUSG00000040021","large tumor suppressor [Source:MGI Symbol;Acc:MGI:1333883]",1,1,"Lats1","CellAge_inhibits"
"LATS2","Induces","Lats2",397,"ENSG00000150457","397.1.1","ENSMUSG00000021959","large tumor suppressor 2 [Source:MGI Symbol;Acc:MGI:1354386]",1,1,"Lats2","CellAge_induces"
"LAYN","Induces","Layn",398,"ENSG00000204381","398.1.1","ENSMUSG00000060594","layilin [Source:MGI Symbol;Acc:MGI:2685357]",1,1,"Layn","CellAge_induces"
"LBR","Inhibits","Lbr",399,"ENSG00000143815","399.1.1","ENSMUSG00000004880","lamin B receptor [Source:MGI Symbol;Acc:MGI:2138281]",1,1,"Lbr","CellAge_inhibits"
"LCN2","Inhibits","Lcn2",400,"ENSG00000148346","400.1.1","ENSMUSG00000026822","lipocalin 2 [Source:MGI Symbol;Acc:MGI:96757]",1,1,"Lcn2","CellAge_inhibits"
"LEO1","Unclear","Leo1",401,"ENSG00000166477","401.1.1","ENSMUSG00000042487","Leo1, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:2685031]",1,1,"Leo1","CellAge_all_only"
"LGALS3","Inhibits","Lgals3",402,"ENSG00000131981","402.1.1","ENSMUSG00000050335","lectin, galactose binding, soluble 3 [Source:MGI Symbol;Acc:MGI:96778]",1,1,"Lgals3","CellAge_inhibits"
"LIMA1","Inhibits","Lima1",403,"ENSG00000050405","403.1.1","ENSMUSG00000023022","LIM domain and actin binding 1 [Source:MGI Symbol;Acc:MGI:1920992]",1,1,"Lima1","CellAge_inhibits"
"LIMK1","Induces","Limk1",404,"ENSG00000106683","404.1.1","ENSMUSG00000029674","LIM domain kinase 1 [Source:MGI Symbol;Acc:MGI:104572]",1,1,"Limk1","CellAge_induces"
"LIN52","Unclear","Lin52",405,"ENSG00000205659","405.1.1","ENSMUSG00000085793","lin-52 DREAM MuvB core complex component [Source:MGI Symbol;Acc:MGI:3045391]",1,1,"Lin52","CellAge_all_only"
"LIN54","Inhibits","Lin54",406,"ENSG00000189308","406.1.1","ENSMUSG00000118665","lin-54 DREAM MuvB core complex component [Source:MGI Symbol;Acc:MGI:2140902]",1,1,"Lin54","CellAge_inhibits"
"LIN9","Inhibits","Lin9",407,"ENSG00000183814","407.1.1","ENSMUSG00000058729","lin-9 DREAM MuvB core complex component [Source:MGI Symbol;Acc:MGI:1919818]",1,1,"Lin9","CellAge_inhibits"
"LMNA","Unclear","Lmna",408,"ENSG00000160789","408.1.1","ENSMUSG00000028063","lamin A [Source:MGI Symbol;Acc:MGI:96794]",1,1,"Lmna","CellAge_all_only"
"LMNB1","Inhibits","Lmnb1",409,"ENSG00000113368","409.1.1","ENSMUSG00000024590","lamin B1 [Source:MGI Symbol;Acc:MGI:96795]",1,1,"Lmnb1","CellAge_inhibits"
"LOX","Inhibits","Lox",411,"ENSG00000113083","411.1.1","ENSMUSG00000024529","lysyl oxidase [Source:MGI Symbol;Acc:MGI:96817]",1,1,"Lox","CellAge_inhibits"
"LOXL2","Inhibits","Loxl2",412,"ENSG00000134013","412.1.1","ENSMUSG00000034205","lysyl oxidase-like 2 [Source:MGI Symbol;Acc:MGI:2137913]",1,1,"Loxl2","CellAge_inhibits"
"LPAR1","Induces","Lpar1",413,"ENSG00000198121","413.1.1","ENSMUSG00000038668","lysophosphatidic acid receptor 1 [Source:MGI Symbol;Acc:MGI:108429]",1,1,"Lpar1","CellAge_induces"
