"item_id","required_class","category","role","basename_exact","dest_rel","required","used_by","required_reason","preferred_rel"
"113","OPTIONAL","08_optional_Step5B_core_DE_audit_details","chronic_step5B_core_genes_direction_consistent_with_early.csv","chronic_step5B_core_genes_direction_consistent_with_early.csv","optional_QC_audit/08_Step5B_core_DE_audit_details/chronic_step5B_core_genes_direction_consistent_with_early.csv",FALSE,"Detailed core-gene audit","Optional because the audit table/summary/classification files are sufficient for the manuscript mainline.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_core_genes_direction_consistent_with_early.csv"
"114","OPTIONAL","08_optional_Step5B_core_DE_audit_details","chronic_step5B_core_genes_opposite_or_reversed_in_chronic.csv","chronic_step5B_core_genes_opposite_or_reversed_in_chronic.csv","optional_QC_audit/08_Step5B_core_DE_audit_details/chronic_step5B_core_genes_opposite_or_reversed_in_chronic.csv",FALSE,"Detailed core-gene audit","Optional because the audit table/summary/classification files are sufficient for the manuscript mainline.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_core_genes_opposite_or_reversed_in_chronic.csv"
"115","OPTIONAL","08_optional_Step5B_core_DE_audit_details","chronic_step5B_core_genes_not_tested_in_chronic_DE.csv","chronic_step5B_core_genes_not_tested_in_chronic_DE.csv","optional_QC_audit/08_Step5B_core_DE_audit_details/chronic_step5B_core_genes_not_tested_in_chronic_DE.csv",FALSE,"Detailed core-gene audit","Optional because the audit table/summary/classification files are sufficient for the manuscript mainline.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_core_genes_not_tested_in_chronic_DE.csv"
"116","OPTIONAL","08_optional_Step5B_core_DE_audit_details","chronic_step5B_input_file_audit.csv","chronic_step5B_input_file_audit.csv","optional_QC_audit/08_Step5B_core_DE_audit_details/chronic_step5B_input_file_audit.csv",FALSE,"Detailed core-gene audit","Optional because the audit table/summary/classification files are sufficient for the manuscript mainline.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_input_file_audit.csv"
"117","OPTIONAL","08_optional_Step5B_core_DE_audit_details","chronic_step5B_versions_and_method_records.csv","chronic_step5B_versions_and_method_records.csv","optional_QC_audit/08_Step5B_core_DE_audit_details/chronic_step5B_versions_and_method_records.csv",FALSE,"Detailed core-gene audit","Optional because the audit table/summary/classification files are sufficient for the manuscript mainline.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_versions_and_method_records.csv"
"118","OPTIONAL","08_optional_Step5B_core_DE_audit_details","chronic_step5B_core_gene_file_candidates.csv","chronic_step5B_core_gene_file_candidates.csv","optional_QC_audit/08_Step5B_core_DE_audit_details/chronic_step5B_core_gene_file_candidates.csv",FALSE,"Detailed core-gene audit","Optional because the audit table/summary/classification files are sufficient for the manuscript mainline.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_core_gene_file_candidates.csv"
"119","REQUIRED","09_required_Figure5C_core_DE_audit_plot","chronic_figure5C_current78_plot_source_data.csv","chronic_figure5C_current78_plot_source_data.csv","tables_required/09_Figure5C_core_DE_audit_plot/chronic_figure5C_current78_plot_source_data.csv",TRUE,"Figure5C","These are the minimum source data/statistics/gene categories for the core-gene audit plot.","rebuild_submission/03_pig_chronic/tables/chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2/chronic_figure5C_current78_plot_source_data.csv"
"120","REQUIRED","09_required_Figure5C_core_DE_audit_plot","chronic_figure5C_current78_plot_statistics.csv","chronic_figure5C_current78_plot_statistics.csv","tables_required/09_Figure5C_core_DE_audit_plot/chronic_figure5C_current78_plot_statistics.csv",TRUE,"Figure5C","These are the minimum source data/statistics/gene categories for the core-gene audit plot.","rebuild_submission/03_pig_chronic/tables/chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2/chronic_figure5C_current78_plot_statistics.csv"
"121","REQUIRED","09_required_Figure5C_core_DE_audit_plot","chronic_figure5C_current78_core_DE_gene_audit_plot_summary.csv","chronic_figure5C_current78_core_DE_gene_audit_plot_summary.csv","tables_required/09_Figure5C_core_DE_audit_plot/chronic_figure5C_current78_core_DE_gene_audit_plot_summary.csv",TRUE,"Figure5C","These are the minimum source data/statistics/gene categories for the core-gene audit plot.","rebuild_submission/03_pig_chronic/tables/chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2/chronic_figure5C_current78_core_DE_gene_audit_plot_summary.csv"
"122","REQUIRED","09_required_Figure5C_core_DE_audit_plot","chronic_figure5C_current78_gene_category_lists.csv","chronic_figure5C_current78_gene_category_lists.csv","tables_required/09_Figure5C_core_DE_audit_plot/chronic_figure5C_current78_gene_category_lists.csv",TRUE,"Figure5C","These are the minimum source data/statistics/gene categories for the core-gene audit plot.","rebuild_submission/03_pig_chronic/tables/chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2/chronic_figure5C_current78_gene_category_lists.csv"
"123","REQUIRED","09_required_Figure5C_core_DE_audit_plot_figures","Figure5C_current78_core_DE_gene_audit_lollipop.png","Figure5C_current78_core_DE_gene_audit_lollipop.png","figures_required/Figure5C_core_DE_gene_audit_plot/Figure5C_current78_core_DE_gene_audit_lollipop.png",TRUE,"Figure5C","Final Figure5C image files are required for the manuscript figure package.","rebuild_submission/03_pig_chronic/figures/Figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2/Figure5C_current78_core_DE_gene_audit_lollipop.png"
"124","REQUIRED","09_required_Figure5C_core_DE_audit_plot_figures","Figure5C_current78_core_DE_gene_audit_lollipop.pdf","Figure5C_current78_core_DE_gene_audit_lollipop.pdf","figures_required/Figure5C_core_DE_gene_audit_plot/Figure5C_current78_core_DE_gene_audit_lollipop.pdf",TRUE,"Figure5C","Final Figure5C image files are required for the manuscript figure package.","rebuild_submission/03_pig_chronic/figures/Figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2/Figure5C_current78_core_DE_gene_audit_lollipop.pdf"
"125","OPTIONAL","09_optional_Figure5C_details","chronic_figure5C_current78_versions_and_method_records.csv","chronic_figure5C_current78_versions_and_method_records.csv","optional_QC_audit/09_Figure5C_details/chronic_figure5C_current78_versions_and_method_records.csv",FALSE,"Figure5C method audit","Optional version/method details; figure source data and statistics are required separately.","rebuild_submission/03_pig_chronic/tables/chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2/chronic_figure5C_current78_versions_and_method_records.csv"
"126","REQUIRED","10_required_Figure5D_early_vs_chronic_summary","chronic_step6_current78_figure5D_plot_source_data.csv","chronic_step6_current78_figure5D_plot_source_data.csv","tables_required/10_Figure5D_early_vs_chronic_summary/chronic_step6_current78_figure5D_plot_source_data.csv",TRUE,"Figure5D","These are the minimum source data and extracted values for the early-vs-chronic summary panel.","rebuild_submission/03_pig_chronic/tables/chronic_step6_current78_figure5D_early_vs_chronic_summary/chronic_step6_current78_figure5D_plot_source_data.csv"
"127","REQUIRED","10_required_Figure5D_early_vs_chronic_summary","chronic_step6_current78_figure5D_summary.csv","chronic_step6_current78_figure5D_summary.csv","tables_required/10_Figure5D_early_vs_chronic_summary/chronic_step6_current78_figure5D_summary.csv",TRUE,"Figure5D","These are the minimum source data and extracted values for the early-vs-chronic summary panel.","rebuild_submission/03_pig_chronic/tables/chronic_step6_current78_figure5D_early_vs_chronic_summary/chronic_step6_current78_figure5D_summary.csv"
"128","REQUIRED","10_required_Figure5D_early_vs_chronic_summary","chronic_step6_current78_early_vs_chronic_extracted_values.csv","chronic_step6_current78_early_vs_chronic_extracted_values.csv","tables_required/10_Figure5D_early_vs_chronic_summary/chronic_step6_current78_early_vs_chronic_extracted_values.csv",TRUE,"Figure5D","These are the minimum source data and extracted values for the early-vs-chronic summary panel.","rebuild_submission/03_pig_chronic/tables/chronic_step6_current78_figure5D_early_vs_chronic_summary/chronic_step6_current78_early_vs_chronic_extracted_values.csv"
"129","REQUIRED","10_required_Figure5D_early_vs_chronic_summary_figures","Figure5D_current78_early_vs_chronic_summary_tileplot.png","Figure5D_current78_early_vs_chronic_summary_tileplot.png","figures_required/Figure5D_early_vs_chronic_summary/Figure5D_current78_early_vs_chronic_summary_tileplot.png",TRUE,"Figure5D","Final Figure5D image files are required for the manuscript figure package.","rebuild_submission/03_pig_chronic/figures/Figure5D_current78_early_vs_chronic_summary/Figure5D_current78_early_vs_chronic_summary_tileplot.png"
"130","REQUIRED","10_required_Figure5D_early_vs_chronic_summary_figures","Figure5D_current78_early_vs_chronic_summary_tileplot.pdf","Figure5D_current78_early_vs_chronic_summary_tileplot.pdf","figures_required/Figure5D_early_vs_chronic_summary/Figure5D_current78_early_vs_chronic_summary_tileplot.pdf",TRUE,"Figure5D","Final Figure5D image files are required for the manuscript figure package.","rebuild_submission/03_pig_chronic/figures/Figure5D_current78_early_vs_chronic_summary/Figure5D_current78_early_vs_chronic_summary_tileplot.pdf"
"131","OPTIONAL","10_optional_Figure5D_details","chronic_step6_current78_versions_and_method_records.csv","chronic_step6_current78_versions_and_method_records.csv","optional_QC_audit/10_Figure5D_details/chronic_step6_current78_versions_and_method_records.csv",FALSE,"Figure5D method audit","Optional version/method details; figure source data and final figures are required separately.","rebuild_submission/03_pig_chronic/tables/chronic_step6_current78_figure5D_early_vs_chronic_summary/chronic_step6_current78_versions_and_method_records.csv"
"132","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_input_path_check.csv","StepCHRONQC_01_input_path_check.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_input_path_check.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_input_path_check.csv"
"133","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_quant_file_manifest_all.csv","StepCHRONQC_01_quant_file_manifest_all.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_quant_file_manifest_all.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_quant_file_manifest_all.csv"
"134","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_quant_file_manifest_synovium_candidate.csv","StepCHRONQC_01_quant_file_manifest_synovium_candidate.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_quant_file_manifest_synovium_candidate.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_quant_file_manifest_synovium_candidate.csv"
"135","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_quant_sf_integrity_QC_by_file.csv","StepCHRONQC_01_quant_sf_integrity_QC_by_file.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_quant_sf_integrity_QC_by_file.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_quant_sf_integrity_QC_by_file.csv"
"136","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_quant_sf_integrity_summary.csv","StepCHRONQC_01_quant_sf_integrity_summary.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_quant_sf_integrity_summary.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_quant_sf_integrity_summary.csv"
"137","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_detected_tximport_matrix_files.csv","StepCHRONQC_01_detected_tximport_matrix_files.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_detected_tximport_matrix_files.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_detected_tximport_matrix_files.csv"
"138","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_gene_level_matrix_dimensions.csv","StepCHRONQC_01_gene_level_matrix_dimensions.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_gene_level_matrix_dimensions.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_gene_level_matrix_dimensions.csv"
"139","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_matrix_sample_column_consistency.csv","StepCHRONQC_01_matrix_sample_column_consistency.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_matrix_sample_column_consistency.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_matrix_sample_column_consistency.csv"
"140","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_gene_level_matrix_sample_QC.csv","StepCHRONQC_01_gene_level_matrix_sample_QC.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_gene_level_matrix_sample_QC.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_gene_level_matrix_sample_QC.csv"
"141","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_matrix_inferred_group_counts.csv","StepCHRONQC_01_matrix_inferred_group_counts.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_matrix_inferred_group_counts.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_matrix_inferred_group_counts.csv"
"142","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_matrix_samples_vs_quant_files_audit.csv","StepCHRONQC_01_matrix_samples_vs_quant_files_audit.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_matrix_samples_vs_quant_files_audit.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_matrix_samples_vs_quant_files_audit.csv"
"143","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_metadata_audit.csv","StepCHRONQC_01_metadata_audit.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_metadata_audit.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_metadata_audit.csv"
"144","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_tx2gene_transcript_matching_audit.csv","StepCHRONQC_01_tx2gene_transcript_matching_audit.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_tx2gene_transcript_matching_audit.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_tx2gene_transcript_matching_audit.csv"
"145","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_tximport_run_summary_audit.csv","StepCHRONQC_01_tximport_run_summary_audit.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_tximport_run_summary_audit.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_tximport_run_summary_audit.csv"
"146","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_methods_text_Salmon_tximport_QC.txt","StepCHRONQC_01_methods_text_Salmon_tximport_QC.txt","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_methods_text_Salmon_tximport_QC.txt",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_methods_text_Salmon_tximport_QC.txt"
"147","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_final_summary_for_review.csv","StepCHRONQC_01_final_summary_for_review.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_final_summary_for_review.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_final_summary_for_review.csv"
"148","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_metadata_vs_matrix_samples_audit.csv","StepCHRONQC_01_metadata_vs_matrix_samples_audit.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_metadata_vs_matrix_samples_audit.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_metadata_vs_matrix_samples_audit.csv"
"149","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_metadata_file_user_copy.csv","StepCHRONQC_01_metadata_file_user_copy.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_metadata_file_user_copy.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_metadata_file_user_copy.csv"
"150","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_tximport_run_summary_copy.csv","StepCHRONQC_01_tximport_run_summary_copy.csv","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_tximport_run_summary_copy.csv",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_tximport_run_summary_copy.csv"
"151","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_gene_level_estimated_count_sum_by_group.pdf","StepCHRONQC_01_gene_level_estimated_count_sum_by_group.pdf","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_gene_level_estimated_count_sum_by_group.pdf",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_gene_level_estimated_count_sum_by_group.pdf"
"152","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_detected_genes_by_group.pdf","StepCHRONQC_01_detected_genes_by_group.pdf","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_detected_genes_by_group.pdf",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_detected_genes_by_group.pdf"
"153","OPTIONAL","11_optional_CHRONQC_Salmon_tximport_QC","StepCHRONQC_01_quant_sf_NumReads_sum_by_group.pdf","StepCHRONQC_01_quant_sf_NumReads_sum_by_group.pdf","optional_QC_audit/11_CHRONQC_Salmon_tximport_QC/StepCHRONQC_01_quant_sf_NumReads_sum_by_group.pdf",FALSE,"Extended Salmon/tximport audit","Optional detailed QC; core data-source and tximport evidence are required elsewhere.","rebuild_submission/03_pig_chronic/supplement/Salmon_tximport_QC/StepCHRONQC_01_quant_sf_NumReads_sum_by_group.pdf"
"154","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_input_file_check.csv","Step24B_input_file_check.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_input_file_check.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_input_file_check.csv"
"155","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_gene_level_matrix_dimensions.csv","Step24B_gene_level_matrix_dimensions.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_gene_level_matrix_dimensions.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_gene_level_matrix_dimensions.csv"
"156","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_gene_id_order_consistency.csv","Step24B_gene_id_order_consistency.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_gene_id_order_consistency.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_gene_id_order_consistency.csv"
"157","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_sample_column_consistency.csv","Step24B_sample_column_consistency.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_sample_column_consistency.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_sample_column_consistency.csv"
"158","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_matrix_sample_identity_inferred_from_columns.csv","Step24B_matrix_sample_identity_inferred_from_columns.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_matrix_sample_identity_inferred_from_columns.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_matrix_sample_identity_inferred_from_columns.csv"
"159","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_matrix_tissue_group_summary_from_columns.csv","Step24B_matrix_tissue_group_summary_from_columns.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_matrix_tissue_group_summary_from_columns.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_matrix_tissue_group_summary_from_columns.csv"
"160","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_gene_level_matrix_sample_QC.csv","Step24B_gene_level_matrix_sample_QC.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_gene_level_matrix_sample_QC.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_gene_level_matrix_sample_QC.csv"
"161","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_gene_level_matrix_sample_QC_summary.csv","Step24B_gene_level_matrix_sample_QC_summary.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_gene_level_matrix_sample_QC_summary.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_gene_level_matrix_sample_QC_summary.csv"
"162","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_matrix_samples_vs_step23_quant_inventory.csv","Step24B_matrix_samples_vs_step23_quant_inventory.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_matrix_samples_vs_step23_quant_inventory.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_matrix_samples_vs_step23_quant_inventory.csv"
"163","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_matrix_vs_step23_quant_inventory_summary.csv","Step24B_matrix_vs_step23_quant_inventory_summary.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_matrix_vs_step23_quant_inventory_summary.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_matrix_vs_step23_quant_inventory_summary.csv"
"164","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_representative_tx2gene_transcript_matching_audit.csv","Step24B_representative_tx2gene_transcript_matching_audit.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_representative_tx2gene_transcript_matching_audit.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_representative_tx2gene_transcript_matching_audit.csv"
"165","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_step25v3_downstream_subset_availability_audit.csv","Step24B_step25v3_downstream_subset_availability_audit.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_step25v3_downstream_subset_availability_audit.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_step25v3_downstream_subset_availability_audit.csv"
"166","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_formal_matrix_audit_checks.csv","Step24B_formal_matrix_audit_checks.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_formal_matrix_audit_checks.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_formal_matrix_audit_checks.csv"
"167","OPTIONAL","12_optional_Step24B_gene_level_matrix_audit","Step24B_final_summary_for_review.csv","Step24B_final_summary_for_review.csv","optional_QC_audit/12_Step24B_gene_level_matrix_audit/Step24B_final_summary_for_review.csv",FALSE,"Extended gene-level matrix audit","Optional because core tximport matrices and final Step25 subsets are required separately.","rebuild_submission/03_pig_chronic/supplement/Step24B_clean_tximport_gene_level_matrix_audit/Step24B_final_summary_for_review.csv"
