"mouse_symbol","human_symbol","CellAge_effect","ortholog_name","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_mouse_orthologs","n_human_inputs","score_type","gene_id","source"
"Marcks","MARCKS","Induces","Marcks",439,"ENSG00000277443","439.1.1","ENSMUSG00000069662","myristoylated alanine rich protein kinase C substrate [Source:MGI Symbol;Acc:MGI:96907]",1,1,"CellAge_induces","G10090_32047","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_strict_DEG_structure_gene_table.csv"
"Mast1","MAST1","Induces","Mast1",440,"ENSG00000105613","440.1.1","ENSMUSG00000053693","microtubule associated serine/threonine kinase 1 [Source:MGI Symbol;Acc:MGI:1861901]",1,1,"CellAge_induces","G10090_16314","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Matk","MATK","Induces","Matk",441,"ENSG00000007264","441.1.1","ENSMUSG00000004933","megakaryocyte-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:99259]",1,1,"CellAge_induces","G10090_2955","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Mavs","MAVS","Induces","Mavs",442,"ENSG00000088888","442.1.1","ENSMUSG00000037523","mitochondrial antiviral signaling protein [Source:MGI Symbol;Acc:MGI:2444773]",1,1,"CellAge_induces","G10090_1299","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Mcam","MCAM","Inhibits","Mcam",443,"ENSG00000076706","443.1.1","ENSMUSG00000032135","melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966]",1,1,"CellAge_inhibits","G10090_18492","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Mcl1","MCL1","Inhibits","Mcl1",444,"ENSG00000143384","444.1.1","ENSMUSG00000038612","myeloid cell leukemia sequence 1 [Source:MGI Symbol;Acc:MGI:101769]",1,1,"CellAge_inhibits","G10090_11844","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Mcm3ap","MCM3AP","Inhibits","Mcm3ap",445,"ENSG00000160294","445.1.1","ENSMUSG00000001150","minichromosome maintenance complex component 3 associated protein [Source:MGI Symbol;Acc:MGI:1930089]",1,1,"CellAge_inhibits","G10090_31575","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Mcm7","MCM7","Inhibits","Mcm7",446,"ENSG00000166508","446.1.1","ENSMUSG00000029730","minichromosome maintenance complex component 7 [Source:MGI Symbol;Acc:MGI:1298398]",1,1,"CellAge_inhibits","G10090_12860","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Mcrs1","MCRS1","Induces","Mcrs1",447,"ENSG00000187778","447.1.1","ENSMUSG00000037570","microspherule protein 1 [Source:MGI Symbol;Acc:MGI:1858420]",1,1,"CellAge_induces","G10090_26409","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Mcu","MCU","Induces","Mcu",448,"ENSG00000156026","448.1.1","ENSMUSG00000009647","mitochondrial calcium uniporter [Source:MGI Symbol;Acc:MGI:3026965]",1,1,"CellAge_induces","G10090_31971","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Mdc1","MDC1","Inhibits","Mdc1",449,"ENSG00000137337","449.1.1","ENSMUSG00000061607","mediator of DNA damage checkpoint 1 [Source:MGI Symbol;Acc:MGI:3525201]",1,1,"CellAge_inhibits","G10090_14945","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Mdh1","MDH1","Inhibits","Mdh1",450,"ENSG00000014641","450.1.1","ENSMUSG00000020321","malate dehydrogenase 1, NAD (soluble) [Source:MGI Symbol;Acc:MGI:97051]",1,1,"CellAge_inhibits","G10090_29423","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Mdk","MDK","Inhibits","Mdk",451,"ENSG00000110492","451.1.1","ENSMUSG00000027239","midkine [Source:MGI Symbol;Acc:MGI:96949]",1,1,"CellAge_inhibits","G10090_2107","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Mdm2","MDM2","Inhibits","Mdm2",452,"ENSG00000135679","452.1.1","ENSMUSG00000020184","transformed mouse 3T3 cell double minute 2 [Source:MGI Symbol;Acc:MGI:96952]",1,1,"CellAge_inhibits","G10090_7667","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Me1","ME1","Inhibits","Me1",454,"ENSG00000065833","454.1.1","ENSMUSG00000032418","malic enzyme 1, NADP(+)-dependent, cytosolic [Source:MGI Symbol;Acc:MGI:97043]",1,1,"CellAge_inhibits","G10090_20554","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Me2","ME2","Inhibits","Me2",455,"ENSG00000082212","455.1.1","ENSMUSG00000024556","malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:2147351]",1,1,"CellAge_inhibits","G10090_2332","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Mecp2","MECP2","Inhibits","Mecp2",456,"ENSG00000169057","456.1.1","ENSMUSG00000031393","methyl CpG binding protein 2 [Source:MGI Symbol;Acc:MGI:99918]",1,1,"CellAge_inhibits","G10090_18103","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Med12","MED12","Inhibits","Med12",457,"ENSG00000184634","457.1.1","ENSMUSG00000079487","mediator complex subunit 12 [Source:MGI Symbol;Acc:MGI:1926212]",1,1,"CellAge_inhibits","G10090_26514","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Mef2a","MEF2A","Inhibits","Mef2a",458,"ENSG00000068305","458.1.1","ENSMUSG00000030557","myocyte enhancer factor 2A [Source:MGI Symbol;Acc:MGI:99532]",1,1,"CellAge_inhibits","G10090_15442","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Meis2","MEIS2","Inhibits","Meis2",459,"ENSG00000134138","459.1.1","ENSMUSG00000027210","Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564]",1,1,"CellAge_inhibits","G10090_334","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Men1","MEN1","Induces","Men1",460,"ENSG00000133895","460.1.1","ENSMUSG00000024947","multiple endocrine neoplasia 1 [Source:MGI Symbol;Acc:MGI:1316736]",1,1,"CellAge_induces","G10090_19835","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Meox1","MEOX1","Induces","Meox1",461,"ENSG00000005102","461.1.1","ENSMUSG00000001493","mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]",1,1,"CellAge_induces","G10090_25019","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Met","MET","Inhibits","Met",462,"ENSG00000105976","462.1.1","ENSMUSG00000009376","met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]",1,1,"CellAge_inhibits","G10090_7100","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Mettl14","METTL14","Induces","Mettl14",463,"ENSG00000145388","463.1.1","ENSMUSG00000028114","methyltransferase 14, N6-adenosine-methyltransferase subunit [Source:MGI Symbol;Acc:MGI:2442926]",1,1,"CellAge_induces","G10090_26293","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Mif","MIF","Inhibits","Mif",464,"ENSG00000240972","464.1.1","ENSMUSG00000033307","macrophage migration inhibitory factor (glycosylation-inhibiting factor) [Source:MGI Symbol;Acc:MGI:96982]",1,1,"CellAge_inhibits","G10090_32861","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Mink1","MINK1","Induces","Mink1",465,"ENSG00000141503","465.1.1","ENSMUSG00000020827","misshapen-like kinase 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:1355329]",1,1,"CellAge_induces","G10090_4343","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Mitf","MITF","Unclear","Mitf",466,"ENSG00000187098","466.1.1","ENSMUSG00000035158","melanogenesis associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]",1,1,"CellAge_all_only","G10090_748","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Mkrn1","MKRN1","Inhibits","Mkrn1",467,"ENSG00000133606","467.1.1","ENSMUSG00000029922","makorin, ring finger protein, 1 [Source:MGI Symbol;Acc:MGI:1859353]",1,1,"CellAge_inhibits","G10090_417","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Mme","MME","Induces","Mme",468,"ENSG00000196549","468.1.1","ENSMUSG00000027820","membrane metallo endopeptidase [Source:MGI Symbol;Acc:MGI:97004]",1,1,"CellAge_induces","G10090_11672","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Mmp7","MMP7","Inhibits","Mmp7",469,"ENSG00000137673","469.1.1","ENSMUSG00000018623","matrix metallopeptidase 7 [Source:MGI Symbol;Acc:MGI:103189]",1,1,"CellAge_inhibits","G10090_29236","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Mmp9","MMP9","Inhibits","Mmp9",470,"ENSG00000100985","470.1.1","ENSMUSG00000017737","matrix metallopeptidase 9 [Source:MGI Symbol;Acc:MGI:97011]",1,1,"CellAge_inhibits","G10090_20259","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Mnx1","MNX1","Induces","Mnx1",471,"ENSG00000130675","471.1.1","ENSMUSG00000001566","motor neuron and pancreas homeobox 1 [Source:MGI Symbol;Acc:MGI:109160]",1,1,"CellAge_induces","G10090_18356","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Mob3a","MOB3A","Induces","Mob3a",472,"ENSG00000172081","472.1.1","ENSMUSG00000003348","MOB kinase activator 3A [Source:MGI Symbol;Acc:MGI:3050117]",1,1,"CellAge_induces","G10090_31386","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Morc3","MORC3","Induces","Morc3",473,"ENSG00000159256","473.1.1","ENSMUSG00000039456","microrchidia 3 [Source:MGI Symbol;Acc:MGI:2136841]",1,1,"CellAge_induces","G10090_20068","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Morf4l1","MORF4L1","Inhibits","Morf4l1",474,"ENSG00000185787","474.1.1","ENSMUSG00000062270","mortality factor 4 like 1 [Source:MGI Symbol;Acc:MGI:1096551]",1,1,"CellAge_inhibits","G10090_5678","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Mos","MOS","Induces","Mos",475,"ENSG00000172680","475.1.1","ENSMUSG00000078365","Moloney sarcoma oncogene [Source:MGI Symbol;Acc:MGI:97052]",1,1,"CellAge_induces","G10090_11337","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Mrtfa","MRTFA","Inhibits","Mrtfa",476,"ENSG00000196588","476.1.1","ENSMUSG00000042292","myocardin related transcription factor A [Source:MGI Symbol;Acc:MGI:2384495]",1,1,"CellAge_inhibits","G10090_8463","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Mrtfb","MRTFB","Inhibits","Mrtfb",477,"ENSG00000186260","477.1.1","ENSMUSG00000009569","myocardin related transcription factor B [Source:MGI Symbol;Acc:MGI:3050795]",1,1,"CellAge_inhibits","G10090_11028","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Msn","MSN","Inhibits","Msn",478,"ENSG00000147065","478.1.1","ENSMUSG00000031207","moesin [Source:MGI Symbol;Acc:MGI:97167]",1,1,"CellAge_inhibits","G10090_14332","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Mst1","MST1","Induces","Mst1",479,"ENSG00000173531","479.1.1","ENSMUSG00000032591","macrophage stimulating 1 (hepatocyte growth factor-like) [Source:MGI Symbol;Acc:MGI:96080]",1,1,"CellAge_induces","G10090_1435","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Mtdh","MTDH","Inhibits","Mtdh",481,"ENSG00000147649","481.1.1","ENSMUSG00000022255","metadherin [Source:MGI Symbol;Acc:MGI:1914404]",1,1,"CellAge_inhibits","G10090_12124","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Mthfd2","MTHFD2","Inhibits","Mthfd2",482,"ENSG00000065911","482.1.1","ENSMUSG00000005667","methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]",1,1,"CellAge_inhibits","G10090_20304","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Mtor","MTOR","Inhibits","Mtor",483,"ENSG00000198793","483.1.1","ENSMUSG00000028991","mechanistic target of rapamycin kinase [Source:MGI Symbol;Acc:MGI:1928394]",1,1,"CellAge_inhibits","G10090_25693","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Muc4","MUC4","Inhibits","Muc4",484,"ENSG00000145113","484.1.1","ENSMUSG00000118672","mucin 4 [Source:MGI Symbol;Acc:MGI:2153525]",1,1,"CellAge_inhibits","G10090_27264","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Mus81","MUS81","Inhibits","Mus81",485,"ENSG00000172732","485.1.1","ENSMUSG00000024906","MUS81 structure-specific endonuclease subunit [Source:MGI Symbol;Acc:MGI:1918961]",1,1,"CellAge_inhibits","G10090_17289","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Mvk","MVK","Induces","Mvk",486,"ENSG00000110921","486.1.1","ENSMUSG00000041939","mevalonate kinase [Source:MGI Symbol;Acc:MGI:107624]",1,1,"CellAge_induces","G10090_5228","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Mvp","MVP","Induces","Mvp",487,"ENSG00000013364","487.1.1","ENSMUSG00000030681","major vault protein [Source:MGI Symbol;Acc:MGI:1925638]",1,1,"CellAge_induces","G10090_16786","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Mxd4","MXD4","Induces","Mxd4",488,"ENSG00000123933","488.1.1","ENSMUSG00000037235","Max dimerization protein 4 [Source:MGI Symbol;Acc:MGI:104991]",1,1,"CellAge_induces","G10090_31213","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Mybbp1a","MYBBP1A","Inhibits","Mybbp1a",489,"ENSG00000132382","489.1.1","ENSMUSG00000040463","MYB binding protein (P160) 1a [Source:MGI Symbol;Acc:MGI:106181]",1,1,"CellAge_inhibits","G10090_32573","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Mybl2","MYBL2","Inhibits","Mybl2",490,"ENSG00000101057","490.1.1","ENSMUSG00000017861","myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]",1,1,"CellAge_inhibits","G10090_13479","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Myc","MYC","Inhibits","Myc",491,"ENSG00000136997","491.1.1","ENSMUSG00000022346","myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]",1,1,"CellAge_inhibits","G10090_13317","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_strict_DEG_structure_gene_table.csv"
"Mycn","MYCN","Inhibits","Mycn",492,"ENSG00000134323","492.1.1","ENSMUSG00000037169","v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]",1,1,"CellAge_inhibits","G10090_31361","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Myd88","MYD88","Inhibits","Myd88",493,"ENSG00000172936","493.1.1","ENSMUSG00000032508","myeloid differentiation primary response gene 88 [Source:MGI Symbol;Acc:MGI:108005]",1,1,"CellAge_inhibits","G10090_32868","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Mylk","MYLK","Inhibits","Mylk",494,"ENSG00000065534","494.1.1","ENSMUSG00000022836","myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]",1,1,"CellAge_inhibits","G10090_18255","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Nacc1","NACC1","Inhibits","Nacc1",495,"ENSG00000160877","495.1.1","ENSMUSG00000001910","nucleus accumbens associated 1, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1914080]",1,1,"CellAge_inhibits","G10090_4426","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Nadk","NADK","Induces","Nadk",496,"ENSG00000008130","496.1.1","ENSMUSG00000029063","NAD kinase [Source:MGI Symbol;Acc:MGI:2183149]",1,1,"CellAge_induces","G10090_7945","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Nampt","NAMPT","Inhibits","Nampt",497,"ENSG00000105835","497.1.1","ENSMUSG00000020572","nicotinamide phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1929865]",1,1,"CellAge_inhibits","G10090_12807","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Nanog","NANOG","Inhibits","Nanog",498,"ENSG00000111704","498.1.1","ENSMUSG00000012396","Nanog homeobox [Source:MGI Symbol;Acc:MGI:1919200]",1,1,"CellAge_inhibits","G10090_15817","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Nbn","NBN","Inhibits","Nbn",499,"ENSG00000104320","499.1.1","ENSMUSG00000028224","nibrin [Source:MGI Symbol;Acc:MGI:1351625]",1,1,"CellAge_inhibits","G10090_11001","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Nbr1","NBR1","Inhibits","Nbr1",500,"ENSG00000188554","500.1.1","ENSMUSG00000017119","NBR1, autophagy cargo receptor [Source:MGI Symbol;Acc:MGI:108498]",1,1,"CellAge_inhibits","G10090_4371","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1E_4W_volcano_source_data.csv"
"Ncapg2","NCAPG2","Inhibits","Ncapg2",501,"ENSG00000146918","501.1.1","ENSMUSG00000042029","non-SMC condensin II complex, subunit G2 [Source:MGI Symbol;Acc:MGI:1923294]",1,1,"CellAge_inhibits","G10090_685","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Ncaph2","NCAPH2","Induces","Ncaph2",502,"ENSG00000025770","502.1.1","ENSMUSG00000008690","non-SMC condensin II complex, subunit H2 [Source:MGI Symbol;Acc:MGI:1289164]",1,1,"CellAge_induces","G10090_1580","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Ndrg1","NDRG1","Induces","Ndrg1",503,"ENSG00000104419","503.1.1","ENSMUSG00000005125","N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799]",1,1,"CellAge_induces","G10090_24367","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Ndst2","NDST2","Induces","Ndst2",504,"ENSG00000166507","504.1.1","ENSMUSG00000039308","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 [Source:MGI Symbol;Acc:MGI:97040]",1,1,"CellAge_induces","G10090_822","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Nedd4","NEDD4","Inhibits","Nedd4",505,"ENSG00000069869","505.1.1","ENSMUSG00000032216","neural precursor cell expressed, developmentally down-regulated 4 [Source:MGI Symbol;Acc:MGI:97297]",1,1,"CellAge_inhibits","G10090_17260","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_4W_standardized.csv"
"Nek1","NEK1","Inhibits","Nek1",506,"ENSG00000137601","506.1.1","ENSMUSG00000031644","NIMA (never in mitosis gene a)-related expressed kinase 1 [Source:MGI Symbol;Acc:MGI:97303]",1,1,"CellAge_inhibits","G10090_2185","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_count_matrix.xlsx"
"Nek2","NEK2","Inhibits","Nek2",507,"ENSG00000117650","507.1.1","ENSMUSG00000026622","NIMA (never in mitosis gene a)-related expressed kinase 2 [Source:MGI Symbol;Acc:MGI:109359]",1,1,"CellAge_inhibits","G10090_25886","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Nek4","NEK4","Induces","Nek4",508,"ENSG00000114904","508.1.1","ENSMUSG00000021918","NIMA (never in mitosis gene a)-related expressed kinase 4 [Source:MGI Symbol;Acc:MGI:1344404]",1,1,"CellAge_induces","G10090_12376","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Nek6","NEK6","Inhibits","Nek6",509,"ENSG00000119408","509.1.1","ENSMUSG00000026749","NIMA (never in mitosis gene a)-related expressed kinase 6 [Source:MGI Symbol;Acc:MGI:1891638]",1,1,"CellAge_inhibits","G10090_15636","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step07_strict_DEG_upset_persistent/step07_DE_1W_standardized.csv"
"Nek9","NEK9","Inhibits","Nek9",510,"ENSG00000119638","510.1.1","ENSMUSG00000034290","NIMA (never in mitosis gene a)-related expressed kinase 9 [Source:MGI Symbol;Acc:MGI:2387995]",1,1,"CellAge_inhibits","G10090_5054","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Nf1","NF1","Inhibits","Nf1",511,"ENSG00000196712","511.1.1","ENSMUSG00000020716","neurofibromin 1 [Source:MGI Symbol;Acc:MGI:97306]",1,1,"CellAge_inhibits","G10090_6036","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_Figure1D_1W_volcano_source_data.csv"
"Nf2","NF2","Induces","Nf2",512,"ENSG00000186575","512.1.1","ENSMUSG00000009073","neurofibromin 2 [Source:MGI Symbol;Acc:MGI:97307]",1,1,"CellAge_induces","G10090_1392","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
"Nfe2l2","NFE2L2","Inhibits","Nfe2l2",513,"ENSG00000116044","513.1.1","ENSMUSG00000015839","nuclear factor, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420]",1,1,"CellAge_inhibits","G10090_5566","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step05_mouse_DE_volcano/step05_st_gene_id_entrez_symbol_map.csv"
"Nfkb2","NFKB2","Inhibits","Nfkb2",514,"ENSG00000077150","514.1.1","ENSMUSG00000025225","nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]",1,1,"CellAge_inhibits","G10090_6058","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/00_raw_data/GSE271903/GSE271903_fpkm_matrix.xlsx"
