"mouse_symbol_clean","step07_row_id","mouse_symbol_raw","human_symbol_clean","has_valid_mouse_symbol","has_strict_1to1_human_ortholog","is_CellAge_overlap"
"Nyap1",822,"Nyap1","NYAP1",TRUE,TRUE,FALSE
"Farp1",823,"Farp1","FARP1",TRUE,TRUE,FALSE
"Ccl11",824,"Ccl11","CCL11",TRUE,TRUE,FALSE
"Disp2",826,"Disp2","DISP2",TRUE,TRUE,FALSE
"Ndufa12",827,"Ndufa12","NDUFA12",TRUE,TRUE,FALSE
"Poglut3",828,"Poglut3","POGLUT3",TRUE,TRUE,FALSE
"Cldn10",829,"Cldn10","CLDN10",TRUE,TRUE,FALSE
"Usp13",830,"Usp13","USP13",TRUE,TRUE,FALSE
"Slc27a3",831,"Slc27a3","SLC27A3",TRUE,TRUE,FALSE
"Fn1",832,"Fn1","FN1",TRUE,TRUE,FALSE
"Actg2",833,"Actg2","ACTG2",TRUE,TRUE,FALSE
"Atp6v0a4",834,"Atp6v0a4","ATP6V0A4",TRUE,TRUE,FALSE
"Arhgdig",835,"Arhgdig","ARHGDIG",TRUE,TRUE,FALSE
"Col6a2",836,"Col6a2","COL6A2",TRUE,TRUE,FALSE
"Nxnl1",837,"Nxnl1","NXNL1",TRUE,TRUE,FALSE
"Otulinl",838,"Otulinl","OTULINL",TRUE,TRUE,FALSE
"Tnni2",839,"Tnni2","TNNI2",TRUE,TRUE,FALSE
"Cks2",840,"Cks2","CKS2",TRUE,TRUE,FALSE
"Cep55",841,"Cep55","CEP55",TRUE,TRUE,FALSE
"Nt5dc2",842,"Nt5dc2","NT5DC2",TRUE,TRUE,FALSE
"Sms",844,"Sms","SMS",TRUE,TRUE,FALSE
"Myoz1",845,"Myoz1","MYOZ1",TRUE,TRUE,FALSE
"Itpripl2",846,"Itpripl2","ITPRIPL2",TRUE,TRUE,FALSE
"Ccdc116",848,"Ccdc116","CCDC116",TRUE,TRUE,FALSE
"Tnnt3",849,"Tnnt3","TNNT3",TRUE,TRUE,FALSE
"Slc1a4",850,"Slc1a4","SLC1A4",TRUE,TRUE,FALSE
"Kcnf1",851,"Kcnf1","KCNF1",TRUE,TRUE,FALSE
"Pcdhgc3",852,"Pcdhgc3","PCDHGC3",TRUE,TRUE,FALSE
"Dnajc15",853,"Dnajc15","DNAJC15",TRUE,TRUE,FALSE
"Traf1",854,"Traf1","TRAF1",TRUE,TRUE,FALSE
"Zdhhc15",855,"Zdhhc15","ZDHHC15",TRUE,TRUE,FALSE
"Tpcn2",856,"Tpcn2","TPCN2",TRUE,TRUE,FALSE
"Mdfic2",857,"Mdfic2","MDFIC2",TRUE,TRUE,FALSE
"Cxcr6",858,"Cxcr6","CXCR6",TRUE,TRUE,FALSE
"Plaat3",859,"Plaat3","PLAAT3",TRUE,TRUE,FALSE
"Col6a3",860,"Col6a3","COL6A3",TRUE,TRUE,FALSE
"Ptpn13",862,"Ptpn13","PTPN13",TRUE,TRUE,FALSE
"Itgax",863,"Itgax","ITGAX",TRUE,TRUE,FALSE
"Csgalnact1",864,"Csgalnact1","CSGALNACT1",TRUE,TRUE,FALSE
"Plk1",866,"Plk1","PLK1",TRUE,TRUE,TRUE
"Alpk2",867,"Alpk2","ALPK2",TRUE,TRUE,FALSE
"Slpi",868,"Slpi","SLPI",TRUE,TRUE,FALSE
"Rhod",869,"Rhod","RHOD",TRUE,TRUE,FALSE
"Pdgfrl",870,"Pdgfrl","PDGFRL",TRUE,TRUE,FALSE
"Fbp2",871,"Fbp2","FBP2",TRUE,TRUE,FALSE
"Pck1",872,"Pck1","PCK1",TRUE,TRUE,FALSE
"Anpep",873,"Anpep","ANPEP",TRUE,TRUE,FALSE
"Slc9a9",874,"Slc9a9","SLC9A9",TRUE,TRUE,FALSE
"Fasn",875,"Fasn","FASN",TRUE,TRUE,TRUE
"Ppp1r3c",876,"Ppp1r3c","PPP1R3C",TRUE,TRUE,FALSE
"Fkbp10",877,"Fkbp10","FKBP10",TRUE,TRUE,FALSE
"Def6",878,"Def6","DEF6",TRUE,TRUE,FALSE
"Mstn",879,"Mstn","MSTN",TRUE,TRUE,FALSE
"Hsd11b2",880,"Hsd11b2","HSD11B2",TRUE,TRUE,FALSE
"Car3",881,"Car3","CA3",TRUE,TRUE,FALSE
"Cap1",882,"Cap1","CAP1",TRUE,TRUE,FALSE
"Lpar3",883,"Lpar3","LPAR3",TRUE,TRUE,TRUE
"Nxph4",884,"Nxph4","NXPH4",TRUE,TRUE,FALSE
"Hspa1l",885,"Hspa1l","HSPA1L",TRUE,TRUE,FALSE
"Hcar1",886,"Hcar1","HCAR1",TRUE,TRUE,FALSE
"Bnip3",888,"Bnip3","BNIP3",TRUE,TRUE,FALSE
"Cd79a",889,"Cd79a","CD79A",TRUE,TRUE,FALSE
"Moxd1",890,"Moxd1","MOXD1",TRUE,TRUE,FALSE
"Tfcp2l1",891,"Tfcp2l1","TFCP2L1",TRUE,TRUE,FALSE
"Apoc1",892,"Apoc1","APOC1",TRUE,TRUE,FALSE
"Slc15a3",893,"Slc15a3","SLC15A3",TRUE,TRUE,FALSE
"Aldh18a1",894,"Aldh18a1","ALDH18A1",TRUE,TRUE,FALSE
"Fam167b",895,"Fam167b","FAM167B",TRUE,TRUE,FALSE
"Mgst3",896,"Mgst3","MGST3",TRUE,TRUE,FALSE
"Klhdc8a",897,"Klhdc8a","KLHDC8A",TRUE,TRUE,FALSE
"Foxm1",898,"Foxm1","FOXM1",TRUE,TRUE,TRUE
"Gys2",899,"Gys2","GYS2",TRUE,TRUE,FALSE
"Car4",900,"Car4","CA4",TRUE,TRUE,FALSE
"Runx3",901,"Runx3","RUNX3",TRUE,TRUE,FALSE
"Fn3k",902,"Fn3k","FN3K",TRUE,TRUE,FALSE
"Fbn2",903,"Fbn2","FBN2",TRUE,TRUE,FALSE
"1700017B05Rik",904,"1700017B05Rik","C15orf39",TRUE,TRUE,FALSE
"Pax9",905,"Pax9","PAX9",TRUE,TRUE,FALSE
"Kif2c",907,"Kif2c","KIF2C",TRUE,TRUE,TRUE
"Ch25h",908,"Ch25h","CH25H",TRUE,TRUE,FALSE
"Fam13a",909,"Fam13a","FAM13A",TRUE,TRUE,FALSE
"Vasn",910,"Vasn","VASN",TRUE,TRUE,FALSE
"Arl4c",911,"Arl4c","ARL4C",TRUE,TRUE,FALSE
"Angptl8",912,"Angptl8","ANGPTL8",TRUE,TRUE,FALSE
"Kbtbd12",913,"Kbtbd12","KBTBD12",TRUE,TRUE,FALSE
"Bcl3",914,"Bcl3","BCL3",TRUE,TRUE,TRUE
"Asb10",915,"Asb10","ASB10",TRUE,TRUE,FALSE
"Serpine1",916,"Serpine1","SERPINE1",TRUE,TRUE,TRUE
"Aldh3b2",917,"Aldh3b2","ALDH3B2",TRUE,TRUE,FALSE
"Ctxn1",918,"Ctxn1","CTXN1",TRUE,TRUE,FALSE
"Col6a1",919,"Col6a1","COL6A1",TRUE,TRUE,FALSE
"Col8a1",920,"Col8a1","COL8A1",TRUE,TRUE,FALSE
"Lrp1",921,"Lrp1","LRP1",TRUE,TRUE,FALSE
"Tnc",923,"Tnc","TNC",TRUE,TRUE,FALSE
"Plekhg4",924,"Plekhg4","PLEKHG4",TRUE,TRUE,FALSE
"Pgm1",925,"Pgm1","PGM1",TRUE,TRUE,FALSE
"Pla2g5",926,"Pla2g5","PLA2G5",TRUE,TRUE,FALSE
"Itgb1bp2",927,"Itgb1bp2","ITGB1BP2",TRUE,TRUE,FALSE
"Ntsr2",928,"Ntsr2","NTSR2",TRUE,TRUE,FALSE
"Cdc20",929,"Cdc20","CDC20",TRUE,TRUE,FALSE
"Rab31",930,"Rab31","RAB31",TRUE,TRUE,FALSE
"Cdk6",931,"Cdk6","CDK6",TRUE,TRUE,TRUE
"Cst6",934,"Cst6","CST6",TRUE,TRUE,FALSE
"Nsg1",936,"Nsg1","NSG1",TRUE,TRUE,FALSE
"Fzd2",937,"Fzd2","FZD2",TRUE,TRUE,FALSE
"Bace2",938,"Bace2","BACE2",TRUE,TRUE,FALSE
"Fos",939,"Fos","FOS",TRUE,TRUE,TRUE
"Zswim7",940,"Zswim7","ZSWIM7",TRUE,TRUE,FALSE
"Foxc2",941,"Foxc2","FOXC2",TRUE,TRUE,FALSE
"Gpd1",942,"Gpd1","GPD1",TRUE,TRUE,FALSE
"Kcnd1",943,"Kcnd1","KCND1",TRUE,TRUE,FALSE
"Cd248",944,"Cd248","CD248",TRUE,TRUE,FALSE
"Plppr4",945,"Plppr4","PLPPR4",TRUE,TRUE,FALSE
"Myl1",947,"Myl1","MYL1",TRUE,TRUE,FALSE
"Icam4",948,"Icam4","ICAM4",TRUE,TRUE,FALSE
"Pamr1",949,"Pamr1","PAMR1",TRUE,TRUE,FALSE
"Sdc3",950,"Sdc3","SDC3",TRUE,TRUE,FALSE
"Col8a2",951,"Col8a2","COL8A2",TRUE,TRUE,FALSE
"Ror2",952,"Ror2","ROR2",TRUE,TRUE,FALSE
"Lima1",953,"Lima1","LIMA1",TRUE,TRUE,TRUE
"Tex38",954,"Tex38","TEX38",TRUE,TRUE,FALSE
"P3h3",955,"P3h3","P3H3",TRUE,TRUE,FALSE
"Cx3cr1",956,"Cx3cr1","CX3CR1",TRUE,TRUE,FALSE
"Ffar2",957,"Ffar2","FFAR2",TRUE,TRUE,FALSE
"Sv2c",958,"Sv2c","SV2C",TRUE,TRUE,FALSE
"Lgi3",959,"Lgi3","LGI3",TRUE,TRUE,FALSE
"Ccdc30",960,"Ccdc30","CCDC30",TRUE,TRUE,FALSE
"Tmem119",961,"Tmem119","TMEM119",TRUE,TRUE,FALSE
"Sdc1",962,"Sdc1","SDC1",TRUE,TRUE,TRUE
"Nt5e",963,"Nt5e","NT5E",TRUE,TRUE,FALSE
"Gm36210",964,"Gm36210","C19orf85",TRUE,TRUE,FALSE
"Yipf7",965,"Yipf7","YIPF7",TRUE,TRUE,FALSE
"Chsy1",966,"Chsy1","CHSY1",TRUE,TRUE,FALSE
"Tnnc2",967,"Tnnc2","TNNC2",TRUE,TRUE,FALSE
"Crabp2",968,"Crabp2","CRABP2",TRUE,TRUE,FALSE
"Rprml",969,"Rprml","RPRML",TRUE,TRUE,FALSE
"Sorcs2",970,"Sorcs2","SORCS2",TRUE,TRUE,FALSE
"Crtap",971,"Crtap","CRTAP",TRUE,TRUE,FALSE
"Tubb3",973,"Tubb3","TUBB3",TRUE,TRUE,FALSE
"Ppargc1a",974,"Ppargc1a","PPARGC1A",TRUE,TRUE,TRUE
"Baalc",975,"Baalc","BAALC",TRUE,TRUE,FALSE
"Sec61a1",976,"Sec61a1","SEC61A1",TRUE,TRUE,FALSE
"Chaf1b",977,"Chaf1b","CHAF1B",TRUE,TRUE,TRUE
"Col6a5",978,"Col6a5","COL6A5",TRUE,TRUE,FALSE
"Tram1l1",979,"Tram1l1","TRAM1L1",TRUE,TRUE,FALSE
"Lrrc15",980,"Lrrc15","LRRC15",TRUE,TRUE,FALSE
"Cnn3",981,"Cnn3","CNN3",TRUE,TRUE,FALSE
"Ssh3",982,"Ssh3","SSH3",TRUE,TRUE,FALSE
"Tagln2",983,"Tagln2","TAGLN2",TRUE,TRUE,FALSE
"Gpr171",984,"Gpr171","GPR171",TRUE,TRUE,FALSE
"Prex1",985,"Prex1","PREX1",TRUE,TRUE,FALSE
"Tnfaip6",986,"Tnfaip6","TNFAIP6",TRUE,TRUE,FALSE
"Cox6a2",988,"Cox6a2","COX6A2",TRUE,TRUE,FALSE
"Trps1",989,"Trps1","TRPS1",TRUE,TRUE,FALSE
"Timp2",990,"Timp2","TIMP2",TRUE,TRUE,FALSE
"Pcdhb16",991,"Pcdhb16","PCDHB13",TRUE,TRUE,FALSE
"Apln",993,"Apln","APLN",TRUE,TRUE,FALSE
"Paqr9",994,"Paqr9","PAQR9",TRUE,TRUE,FALSE
"Tlr9",996,"Tlr9","TLR9",TRUE,TRUE,FALSE
"Aspn",997,"Aspn","ASPN",TRUE,TRUE,FALSE
"Rspo2",998,"Rspo2","RSPO2",TRUE,TRUE,FALSE
"Fosl2",1000,"Fosl2","FOSL2",TRUE,TRUE,FALSE
"Cuzd1",1002,"Cuzd1","CUZD1",TRUE,TRUE,FALSE
"Smim24",1003,"Smim24","SMIM24",TRUE,TRUE,FALSE
"Mrgpre",1004,"Mrgpre","MRGPRE",TRUE,TRUE,FALSE
"C1qtnf2",1005,"C1qtnf2","C1QTNF2",TRUE,TRUE,FALSE
"Slc22a3",1006,"Slc22a3","SLC22A3",TRUE,TRUE,FALSE
"Serinc5",1007,"Serinc5","SERINC5",TRUE,TRUE,FALSE
"Tlr7",1008,"Tlr7","TLR7",TRUE,TRUE,FALSE
"Inmt",1010,"Inmt","INMT",TRUE,TRUE,FALSE
"Col1a1",1011,"Col1a1","COL1A1",TRUE,TRUE,FALSE
"Pdk3",1012,"Pdk3","PDK3",TRUE,TRUE,FALSE
"Kcnu1",1013,"Kcnu1","KCNU1",TRUE,TRUE,FALSE
"Cpxm1",1014,"Cpxm1","CPXM1",TRUE,TRUE,FALSE
"Txlnb",1015,"Txlnb","TXLNB",TRUE,TRUE,FALSE
"Efcab2",1016,"Efcab2","EFCAB2",TRUE,TRUE,FALSE
"Thrsp",1017,"Thrsp","THRSP",TRUE,TRUE,FALSE
"Abhd2",1018,"Abhd2","ABHD2",TRUE,TRUE,FALSE
"Coch",1019,"Coch","COCH",TRUE,TRUE,FALSE
"Prxl2a",1020,"Prxl2a","PRXL2A",TRUE,TRUE,FALSE
"Tasl",1021,"Tasl","TASL",TRUE,TRUE,FALSE
"Pimreg",1022,"Pimreg","PIMREG",TRUE,TRUE,FALSE
"Cnn2",1023,"Cnn2","CNN2",TRUE,TRUE,FALSE
"Nmbr",1024,"Nmbr","NMBR",TRUE,TRUE,FALSE
"Fblim1",1025,"Fblim1","FBLIM1",TRUE,TRUE,FALSE
"Kdelr3",1027,"Kdelr3","KDELR3",TRUE,TRUE,FALSE
"Trpm2",1028,"Trpm2","TRPM2",TRUE,TRUE,FALSE
"Scube2",1029,"Scube2","SCUBE2",TRUE,TRUE,FALSE
"Lrrc30",1030,"Lrrc30","LRRC30",TRUE,TRUE,FALSE
"Evi2a",1032,"Evi2a","EVI2A",TRUE,TRUE,FALSE
"Dgat2",1033,"Dgat2","DGAT2",TRUE,TRUE,FALSE
"Chsy3",1035,"Chsy3","CHSY3",TRUE,TRUE,FALSE
"Nkx3-2",1036,"Nkx3-2","NKX3-2",TRUE,TRUE,FALSE
"Slc9a2",1037,"Slc9a2","SLC9A2",TRUE,TRUE,FALSE
"Cox8b",1039,"Cox8b","COX8C",TRUE,TRUE,FALSE
"Pcdhga3",1041,"Pcdhga3","PCDHGA3",TRUE,TRUE,FALSE
"Npr3",1042,"Npr3","NPR3",TRUE,TRUE,FALSE
"Cox7a1",1043,"Cox7a1","COX7A1",TRUE,TRUE,FALSE
"Armcx2",1044,"Armcx2","ARMCX2",TRUE,TRUE,FALSE
"Frrs1",1045,"Frrs1","FRRS1",TRUE,TRUE,FALSE
"Mab21l2",1046,"Mab21l2","MAB21L2",TRUE,TRUE,FALSE
"B3galt2",1047,"B3galt2","B3GALT2",TRUE,TRUE,FALSE
"Cubn",1048,"Cubn","CUBN",TRUE,TRUE,FALSE
"Ndufs4",1049,"Ndufs4","NDUFS4",TRUE,TRUE,FALSE
"Htra1",1050,"Htra1","HTRA1",TRUE,TRUE,TRUE
"Ccdc8",1051,"Ccdc8","CCDC8",TRUE,TRUE,FALSE
"Lrrc14b",1052,"Lrrc14b","LRRC14B",TRUE,TRUE,FALSE
"Slc25a10",1053,"Slc25a10","SLC25A10",TRUE,TRUE,FALSE
"Vat1",1054,"Vat1","VAT1",TRUE,TRUE,FALSE
"Cimap1d",1055,"Cimap1d","CIMAP1D",TRUE,TRUE,FALSE
"Klhl38",1056,"Klhl38","KLHL38",TRUE,TRUE,FALSE
"Cidea",1057,"Cidea","CIDEA",TRUE,TRUE,FALSE
"Tubb2b",1058,"Tubb2b","TUBB2B",TRUE,TRUE,FALSE
"Ankef1",1059,"Ankef1","ANKEF1",TRUE,TRUE,FALSE
"Rtn4r",1060,"Rtn4r","RTN4R",TRUE,TRUE,FALSE
"Trdn",1061,"Trdn","TRDN",TRUE,TRUE,FALSE
"Col5a2",1062,"Col5a2","COL5A2",TRUE,TRUE,FALSE
"Sucnr1",1063,"Sucnr1","SUCNR1",TRUE,TRUE,FALSE
"Retnla",1064,"Retnla","RETNLB",TRUE,TRUE,FALSE
"Angptl1",1065,"Angptl1","ANGPTL1",TRUE,TRUE,FALSE
"Ccnb1",1066,"Ccnb1","CCNB1",TRUE,TRUE,TRUE
"Otop1",1067,"Otop1","OTOP1",TRUE,TRUE,FALSE
"Emilin1",1068,"Emilin1","EMILIN1",TRUE,TRUE,FALSE
"Pitx2",1069,"Pitx2","PITX2",TRUE,TRUE,FALSE
"Slc7a10",1070,"Slc7a10","SLC7A10",TRUE,TRUE,FALSE
"Gfra1",1071,"Gfra1","GFRA1",TRUE,TRUE,FALSE
"Tuft1",1072,"Tuft1","TUFT1",TRUE,TRUE,FALSE
"Pfkfb1",1073,"Pfkfb1","PFKFB1",TRUE,TRUE,FALSE
"Negr1",1074,"Negr1","NEGR1",TRUE,TRUE,FALSE
"Nos1",1075,"Nos1","NOS1",TRUE,TRUE,FALSE
"Gnai1",1076,"Gnai1","GNAI1",TRUE,TRUE,FALSE
"Adamts16",1077,"Adamts16","ADAMTS16",TRUE,TRUE,FALSE
"Ubd",1078,"Ubd","UBD",TRUE,TRUE,FALSE
"Bmp1",1079,"Bmp1","BMP1",TRUE,TRUE,FALSE
"Kif14",1080,"Kif14","KIF14",TRUE,TRUE,FALSE
"Rapgefl1",1081,"Rapgefl1","RAPGEFL1",TRUE,TRUE,FALSE
"Pvalb",1082,"Pvalb","PVALB",TRUE,TRUE,FALSE
"Adamts7",1083,"Adamts7","ADAMTS7",TRUE,TRUE,FALSE
"Kif18b",1084,"Kif18b","KIF18B",TRUE,TRUE,FALSE
"Ece2",1085,"Ece2","ECE2",TRUE,TRUE,FALSE
"Mpeg1",1086,"Mpeg1","MPEG1",TRUE,TRUE,FALSE
"Mmp23",1087,"Mmp23","MMP23B",TRUE,TRUE,FALSE
"Phkb",1088,"Phkb","PHKB",TRUE,TRUE,FALSE
"Immp2l",1089,"Immp2l","IMMP2L",TRUE,TRUE,FALSE
"Eno3",1090,"Eno3","ENO3",TRUE,TRUE,FALSE
"Nox4",1091,"Nox4","NOX4",TRUE,TRUE,TRUE
"Lrrc74b",1092,"Lrrc74b","LRRC74B",TRUE,TRUE,FALSE
"Renbp",1093,"Renbp","RENBP",TRUE,TRUE,FALSE
"Gpr34",1094,"Gpr34","GPR34",TRUE,TRUE,FALSE
"Sphk1",1095,"Sphk1","SPHK1",TRUE,TRUE,TRUE
"Sema4g",1096,"Sema4g","SEMA4G",TRUE,TRUE,FALSE
"Dzip1",1097,"Dzip1","DZIP1",TRUE,TRUE,FALSE
"Glis3",1098,"Glis3","GLIS3",TRUE,TRUE,FALSE
"Rab15",1099,"Rab15","RAB15",TRUE,TRUE,FALSE
"Srgap3",1100,"Srgap3","SRGAP3",TRUE,TRUE,FALSE
"Flacc1",1101,"Flacc1","FLACC1",TRUE,TRUE,FALSE
"Plekhh2",1102,"Plekhh2","PLEKHH2",TRUE,TRUE,FALSE
"Agbl2",1103,"Agbl2","AGBL2",TRUE,TRUE,FALSE
"Nkd2",1104,"Nkd2","NKD2",TRUE,TRUE,FALSE
"Slc39a14",1105,"Slc39a14","SLC39A14",TRUE,TRUE,FALSE
"Erfe",1106,"Erfe","ERFE",TRUE,TRUE,FALSE
"Mlip",1107,"Mlip","MLIP",TRUE,TRUE,FALSE
"Ms4a7",1108,"Ms4a7","MS4A7",TRUE,TRUE,FALSE
"Alas2",1109,"Alas2","ALAS2",TRUE,TRUE,FALSE
"Foxd1",1110,"Foxd1","FOXD1",TRUE,TRUE,TRUE
"Sulf1",1112,"Sulf1","SULF1",TRUE,TRUE,FALSE
"Pcsk5",1113,"Pcsk5","PCSK5",TRUE,TRUE,FALSE
"Acsm3",1114,"Acsm3","ACSM3",TRUE,TRUE,FALSE
"Inca1",1115,"Inca1","INCA1",TRUE,TRUE,FALSE
"Crip3",1116,"Crip3","CRIP3",TRUE,TRUE,FALSE
"Cdo1",1117,"Cdo1","CDO1",TRUE,TRUE,FALSE
"Cd59b",1118,"Cd59b","CD59",TRUE,TRUE,FALSE
"Hhipl1",1119,"Hhipl1","HHIPL1",TRUE,TRUE,FALSE
"Aspa",1120,"Aspa","ASPA",TRUE,TRUE,FALSE
"Crlf1",1121,"Crlf1","CRLF1",TRUE,TRUE,FALSE
"Slc16a2",1122,"Slc16a2","SLC16A2",TRUE,TRUE,FALSE
"Hcn1",1123,"Hcn1","HCN1",TRUE,TRUE,FALSE
"Tbxas1",1124,"Tbxas1","TBXAS1",TRUE,TRUE,FALSE
"Cd276",1125,"Cd276","CD276",TRUE,TRUE,FALSE
"Pla2g2e",1126,"Pla2g2e","PLA2G2E",TRUE,TRUE,FALSE
"Inpp5d",1127,"Inpp5d","INPP5D",TRUE,TRUE,FALSE
"Gpcpd1",1128,"Gpcpd1","GPCPD1",TRUE,TRUE,FALSE
"Acsl6",1129,"Acsl6","ACSL6",TRUE,TRUE,FALSE
"Pdgfrb",1130,"Pdgfrb","PDGFRB",TRUE,TRUE,FALSE
"Pxylp1",1131,"Pxylp1","PXYLP1",TRUE,TRUE,FALSE
"Dbi",1132,"Dbi","DBI",TRUE,TRUE,FALSE
"Pld5",1133,"Pld5","PLD5",TRUE,TRUE,FALSE
"Syt17",1134,"Syt17","SYT17",TRUE,TRUE,FALSE
"Dcst2",1135,"Dcst2","DCST2",TRUE,TRUE,FALSE
"Garnl3",1136,"Garnl3","GARNL3",TRUE,TRUE,FALSE
"Sema4f",1137,"Sema4f","SEMA4F",TRUE,TRUE,FALSE
"Tspan8",1138,"Tspan8","TSPAN8",TRUE,TRUE,FALSE
"Enox1",1139,"Enox1","ENOX1",TRUE,TRUE,FALSE
"Dusp26",1140,"Dusp26","DUSP26",TRUE,TRUE,FALSE
"Ikbke",1141,"Ikbke","IKBKE",TRUE,TRUE,FALSE
"Pparg",1142,"Pparg","PPARG",TRUE,TRUE,TRUE
"Pkd2l2",1143,"Pkd2l2","PKD2L2",TRUE,TRUE,FALSE
"Ndc80",1144,"Ndc80","NDC80",TRUE,TRUE,FALSE
"Hpgds",1145,"Hpgds","HPGDS",TRUE,TRUE,FALSE
"Erbb4",1146,"Erbb4","ERBB4",TRUE,TRUE,FALSE
"Srpx2",1147,"Srpx2","SRPX2",TRUE,TRUE,FALSE
"Hif1a",1148,"Hif1a","HIF1A",TRUE,TRUE,TRUE
"Cpxm2",1149,"Cpxm2","CPXM2",TRUE,TRUE,FALSE
"Ephb2",1150,"Ephb2","EPHB2",TRUE,TRUE,FALSE
"Fbln7",1151,"Fbln7","FBLN7",TRUE,TRUE,FALSE
"Nt5c1a",1152,"Nt5c1a","NT5C1A",TRUE,TRUE,FALSE
"BC034090",1153,"BC034090","KIAA1614",TRUE,TRUE,FALSE
"Kcnj15",1154,"Kcnj15","KCNJ15",TRUE,TRUE,FALSE
"Adora1",1155,"Adora1","ADORA1",TRUE,TRUE,FALSE
"Cdh24",1156,"Cdh24","CDH24",TRUE,TRUE,FALSE
"Thbs3",1158,"Thbs3","THBS3",TRUE,TRUE,FALSE
"Hapln1",1159,"Hapln1","HAPLN1",TRUE,TRUE,FALSE
"Vstm5",1161,"Vstm5","VSTM5",TRUE,TRUE,FALSE
"Aqp4",1162,"Aqp4","AQP4",TRUE,TRUE,FALSE
"Adcy7",1164,"Adcy7","ADCY7",TRUE,TRUE,FALSE
"Ybx2",1165,"Ybx2","YBX2",TRUE,TRUE,FALSE
"Osbpl3",1166,"Osbpl3","OSBPL3",TRUE,TRUE,FALSE
"Srd5a1",1167,"Srd5a1","SRD5A1",TRUE,TRUE,FALSE
"Dlg4",1168,"Dlg4","DLG4",TRUE,TRUE,FALSE
"Cd180",1169,"Cd180","CD180",TRUE,TRUE,FALSE
"Lep",1170,"Lep","LEP",TRUE,TRUE,FALSE
"Lrrc39",1171,"Lrrc39","LRRC39",TRUE,TRUE,FALSE
"Abi3bp",1172,"Abi3bp","ABI3BP",TRUE,TRUE,TRUE
"Arhgef19",1173,"Arhgef19","ARHGEF19",TRUE,TRUE,FALSE
"Dbn1",1174,"Dbn1","DBN1",TRUE,TRUE,FALSE
"Stac2",1175,"Stac2","STAC2",TRUE,TRUE,FALSE
"Acsl1",1176,"Acsl1","ACSL1",TRUE,TRUE,FALSE
"Runx2",1178,"Runx2","RUNX2",TRUE,TRUE,FALSE
"Cilp",1179,"Cilp","CILP",TRUE,TRUE,FALSE
"P2rx7",1180,"P2rx7","P2RX7",TRUE,TRUE,FALSE
"Glis2",1181,"Glis2","GLIS2",TRUE,TRUE,FALSE
"Galnt6",1182,"Galnt6","GALNT6",TRUE,TRUE,FALSE
"Sbk2",1183,"Sbk2","SBK2",TRUE,TRUE,FALSE
"Antxr1",1184,"Antxr1","ANTXR1",TRUE,TRUE,FALSE
"Robo1",1185,"Robo1","ROBO1",TRUE,TRUE,FALSE
"Rassf5",1186,"Rassf5","RASSF5",TRUE,TRUE,TRUE
"Hint3",1187,"Hint3","HINT3",TRUE,TRUE,FALSE
"Wfikkn2",1188,"Wfikkn2","WFIKKN2",TRUE,TRUE,FALSE
"Ctsk",1189,"Ctsk","CTSK",TRUE,TRUE,FALSE
"Rab36",1190,"Rab36","RAB36",TRUE,TRUE,FALSE
"Pik3ap1",1191,"Pik3ap1","PIK3AP1",TRUE,TRUE,FALSE
"Brinp1",1193,"Brinp1","BRINP1",TRUE,TRUE,FALSE
"Tusc3",1194,"Tusc3","TUSC3",TRUE,TRUE,FALSE
"Grin2d",1195,"Grin2d","GRIN2D",TRUE,TRUE,FALSE
"Chl1",1196,"Chl1","CHL1",TRUE,TRUE,FALSE
"Heph",1197,"Heph","HEPH",TRUE,TRUE,FALSE
"St3gal6",1198,"St3gal6","ST3GAL6",TRUE,TRUE,FALSE
"Mc2r",1199,"Mc2r","MC2R",TRUE,TRUE,FALSE
"Tagap",1200,"Tagap","TAGAP",TRUE,TRUE,FALSE
"Fgfbp1",1201,"Fgfbp1","FGFBP1",TRUE,TRUE,FALSE
"Cdh11",1202,"Cdh11","CDH11",TRUE,TRUE,FALSE
"Pde3b",1203,"Pde3b","PDE3B",TRUE,TRUE,FALSE
"Nfkbiz",1204,"Nfkbiz","NFKBIZ",TRUE,TRUE,FALSE
"Nlrp3",1205,"Nlrp3","NLRP3",TRUE,TRUE,FALSE
"Wasf1",1206,"Wasf1","WASF1",TRUE,TRUE,FALSE
"Pheta2",1207,"Pheta2","PHETA2",TRUE,TRUE,FALSE
"Fbxl2",1208,"Fbxl2","FBXL2",TRUE,TRUE,FALSE
"Gpr176",1210,"Gpr176","GPR176",TRUE,TRUE,FALSE
"Asb12",1211,"Asb12","ASB12",TRUE,TRUE,FALSE
"Gbgt1",1212,"Gbgt1","GBGT1",TRUE,TRUE,FALSE
"Cntn2",1213,"Cntn2","CNTN2",TRUE,TRUE,FALSE
"Traip",1214,"Traip","TRAIP",TRUE,TRUE,FALSE
"Asb5",1215,"Asb5","ASB5",TRUE,TRUE,FALSE
"Tmem116",1216,"Tmem116","TMEM116",TRUE,TRUE,FALSE
"Dlgap5",1217,"Dlgap5","DLGAP5",TRUE,TRUE,FALSE
"Ckm",1218,"Ckm","CKM",TRUE,TRUE,FALSE
"Trf",1219,"Trf","TF",TRUE,TRUE,FALSE
"Slc36a2",1220,"Slc36a2","SLC36A2",TRUE,TRUE,FALSE
"Trim46",1221,"Trim46","TRIM46",TRUE,TRUE,FALSE
