"input_number","input","input_ensg","ensg_number","ortholog_name","ortholog_ensg","description"
331,"HSPA2","ENSG00000126803","331.1.1","Hspa2","ENSMUSG00000059970","heat shock protein 2 [Source:MGI Symbol;Acc:MGI:96243]"
332,"HSPA5","ENSG00000044574","332.1.1","Hspa5","ENSMUSG00000026864","heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835]"
333,"HSPA9","ENSG00000113013","333.1.1","Hspa9","ENSMUSG00000024359","heat shock protein 9 [Source:MGI Symbol;Acc:MGI:96245]"
334,"HSPB1","ENSG00000106211","334.1.1","Hspb1","ENSMUSG00000004951","heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240]"
335,"HTRA1","ENSG00000166033","335.1.1","Htra1","ENSMUSG00000006205","HtrA serine peptidase 1 [Source:MGI Symbol;Acc:MGI:1929076]"
336,"HYOU1","ENSG00000149428","336.1.1","Hyou1","ENSMUSG00000032115","hypoxia up-regulated 1 [Source:MGI Symbol;Acc:MGI:108030]"
337,"ID1","ENSG00000125968","337.1.1","Id1","ENSMUSG00000042745","inhibitor of DNA binding 1, HLH protein [Source:MGI Symbol;Acc:MGI:96396]"
338,"IFI16","ENSG00000163565","338.1.1","Ifi206","ENSMUSG00000037849","interferon activated gene 206 [Source:MGI Symbol;Acc:MGI:3646410]"
338,"IFI16","ENSG00000163565","338.1.2","Ifi203","ENSMUSG00000039997","interferon activated gene 203 [Source:MGI Symbol;Acc:MGI:96428]"
338,"IFI16","ENSG00000163565","338.1.3","Ifi209","ENSMUSG00000043263","interferon activated gene 209 [Source:MGI Symbol;Acc:MGI:2138243]"
338,"IFI16","ENSG00000163565","338.1.4","Ifi208","ENSMUSG00000066677","interferon activated gene 208 [Source:MGI Symbol;Acc:MGI:2442822]"
338,"IFI16","ENSG00000163565","338.1.5","Ifi214","ENSMUSG00000070501","interferon activated gene 214 [Source:MGI Symbol;Acc:MGI:3584522]"
338,"IFI16","ENSG00000163565","338.1.6","Ifi204","ENSMUSG00000073489","interferon activated gene 204 [Source:MGI Symbol;Acc:MGI:96429]"
338,"IFI16","ENSG00000163565","338.1.7","Ifi207","ENSMUSG00000073490","interferon activated gene 207 [Source:MGI Symbol;Acc:MGI:2138302]"
338,"IFI16","ENSG00000163565","338.1.8","Ifi213","ENSMUSG00000073491","interferon activated gene 213 [Source:MGI Symbol;Acc:MGI:3695276]"
339,"IFNG","ENSG00000111537","339.1.1","Ifng","ENSMUSG00000055170","interferon gamma [Source:MGI Symbol;Acc:MGI:107656]"
340,"IGFBP1","ENSG00000146678","340.1.1","Igfbp1","ENSMUSG00000020429","insulin-like growth factor binding protein 1 [Source:MGI Symbol;Acc:MGI:96436]"
341,"IGFBP3","ENSG00000146674","341.1.1","Igfbp3","ENSMUSG00000020427","insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438]"
342,"IGFBP5","ENSG00000115461","342.1.1","Igfbp5","ENSMUSG00000026185","insulin-like growth factor binding protein 5 [Source:MGI Symbol;Acc:MGI:96440]"
343,"IGFBP7","ENSG00000163453","343.1.1","Igfbp7","ENSMUSG00000036256","insulin-like growth factor binding protein 7 [Source:MGI Symbol;Acc:MGI:1352480]"
344,"IKBKG","ENSG00000269335","344.1.1","Ikbkg","ENSMUSG00000004221","inhibitor of kappaB kinase gamma [Source:MGI Symbol;Acc:MGI:1338074]"
345,"IL1A","ENSG00000115008","345.1.1","Il1a","ENSMUSG00000027399","interleukin 1 alpha [Source:MGI Symbol;Acc:MGI:96542]"
346,"IL1R1","ENSG00000115594","346.1.1","Il1r1","ENSMUSG00000026072","interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]"
347,"IL1RN","ENSG00000136689","347.1.1","Il1rn","ENSMUSG00000026981","interleukin 1 receptor antagonist [Source:MGI Symbol;Acc:MGI:96547]"
348,"IL24","ENSG00000162892","348.1.1","Il24","ENSMUSG00000026420","interleukin 24 [Source:MGI Symbol;Acc:MGI:2135548]"
349,"IL6","ENSG00000136244","349.1.1","Il6","ENSMUSG00000025746","interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]"
350,"ILF3","ENSG00000129351","350.1.1","Ilf3","ENSMUSG00000032178","interleukin enhancer binding factor 3 [Source:MGI Symbol;Acc:MGI:1339973]"
351,"ILK","ENSG00000166333","351.1.1","Ilk","ENSMUSG00000030890","integrin linked kinase [Source:MGI Symbol;Acc:MGI:1195267]"
352,"IMMT","ENSG00000132305","352.1.1","Immt","ENSMUSG00000052337","inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]"
353,"INCENP","ENSG00000149503","353.1.1","Incenp","ENSMUSG00000024660","inner centromere protein [Source:MGI Symbol;Acc:MGI:1313288]"
354,"ING1","ENSG00000153487","354.1.1","Ing1","ENSMUSG00000045969","inhibitor of growth family, member 1 [Source:MGI Symbol;Acc:MGI:1349481]"
355,"ING2","ENSG00000168556","355.1.1","Ing2","ENSMUSG00000063049","inhibitor of growth family, member 2 [Source:MGI Symbol;Acc:MGI:1916510]"
356,"ING5","ENSG00000168395","356.1.1","Ing5","ENSMUSG00000026283","inhibitor of growth family, member 5 [Source:MGI Symbol;Acc:MGI:1922816]"
357,"INPP4B","ENSG00000109452","357.1.1","Inpp4b","ENSMUSG00000037940","inositol polyphosphate-4-phosphatase, type II [Source:MGI Symbol;Acc:MGI:2158925]"
358,"IRAK4","ENSG00000198001","358.1.1","Irak4","ENSMUSG00000059883","interleukin-1 receptor-associated kinase 4 [Source:MGI Symbol;Acc:MGI:2182474]"
359,"IRF1","ENSG00000125347","359.1.1","Irf1","ENSMUSG00000018899","interferon regulatory factor 1 [Source:MGI Symbol;Acc:MGI:96590]"
360,"IRF3","ENSG00000126456","360.1.1","Irf3","ENSMUSG00000003184","interferon regulatory factor 3 [Source:MGI Symbol;Acc:MGI:1859179]"
361,"IRF5","ENSG00000128604","361.1.1","Irf5","ENSMUSG00000029771","interferon regulatory factor 5 [Source:MGI Symbol;Acc:MGI:1350924]"
362,"IRF7","ENSG00000185507","362.1.1","Irf7","ENSMUSG00000025498","interferon regulatory factor 7 [Source:MGI Symbol;Acc:MGI:1859212]"
363,"ITGB3","ENSG00000259207","363.1.1","Itgb3","ENSMUSG00000020689","integrin beta 3 [Source:MGI Symbol;Acc:MGI:96612]"
364,"ITGB4","ENSG00000132470","364.1.1","Itgb4","ENSMUSG00000020758","integrin beta 4 [Source:MGI Symbol;Acc:MGI:96613]"
365,"ITPK1","ENSG00000100605","365.1.1","Itpk1","ENSMUSG00000057963","inositol 1,3,4-triphosphate 5/6 kinase [Source:MGI Symbol;Acc:MGI:2446159]"
366,"ITPKB","ENSG00000143772","366.1.1","Itpkb","ENSMUSG00000038855","inositol 1,4,5-trisphosphate 3-kinase B [Source:MGI Symbol;Acc:MGI:109235]"
367,"ITPR1","ENSG00000150995","367.1.1","Itpr1","ENSMUSG00000030102","inositol 1,4,5-trisphosphate receptor 1 [Source:MGI Symbol;Acc:MGI:96623]"
368,"ITPR2","ENSG00000123104","368.1.1","Itpr2","ENSMUSG00000030287","inositol 1,4,5-triphosphate receptor 2 [Source:MGI Symbol;Acc:MGI:99418]"
369,"ITPR3","ENSG00000096433","369.1.1","Itpr3","ENSMUSG00000042644","inositol 1,4,5-triphosphate receptor 3 [Source:MGI Symbol;Acc:MGI:96624]"
370,"ITSN2","ENSG00000198399","370.1.1","Itsn2","ENSMUSG00000020640","intersectin 2 [Source:MGI Symbol;Acc:MGI:1338049]"
371,"JAK2","ENSG00000096968","371.1.1","Jak2","ENSMUSG00000024789","Janus kinase 2 [Source:MGI Symbol;Acc:MGI:96629]"
372,"JPT1","ENSG00000189159","372.1.1","Jpt1","ENSMUSG00000020737","Jupiter microtubule associated homolog 1 [Source:MGI Symbol;Acc:MGI:1096361]"
373,"JUN","ENSG00000177606","373.1.1","Jun","ENSMUSG00000052684","jun proto-oncogene [Source:MGI Symbol;Acc:MGI:96646]"
374,"JUNB","ENSG00000171223","374.1.1","Junb","ENSMUSG00000052837","jun B proto-oncogene [Source:MGI Symbol;Acc:MGI:96647]"
375,"KAT5","ENSG00000172977","375.1.1","Kat5","ENSMUSG00000024926","K(lysine) acetyltransferase 5 [Source:MGI Symbol;Acc:MGI:1932051]"
376,"KCNA1","ENSG00000111262","376.1.1","Kcna1","ENSMUSG00000047976","potassium voltage-gated channel, shaker-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96654]"
377,"KCNJ12","ENSG00000184185","377.1.1","Kcnj12","ENSMUSG00000042529","potassium inwardly-rectifying channel, subfamily J, member 12 [Source:MGI Symbol;Acc:MGI:108495]"
378,"KDM1A","ENSG00000004487","378.1.1","Kdm1a","ENSMUSG00000036940","lysine (K)-specific demethylase 1A [Source:MGI Symbol;Acc:MGI:1196256]"
379,"KDM2B","ENSG00000089094","379.1.1","Kdm2b","ENSMUSG00000029475","lysine (K)-specific demethylase 2B [Source:MGI Symbol;Acc:MGI:1354737]"
380,"KDM4A","ENSG00000066135","380.1.1","Kdm4a","ENSMUSG00000033326","lysine (K)-specific demethylase 4A [Source:MGI Symbol;Acc:MGI:2446210]"
381,"KDM4C","ENSG00000107077","381.1.1","Kdm4c","ENSMUSG00000028397","lysine (K)-specific demethylase 4C [Source:MGI Symbol;Acc:MGI:1924054]"
382,"KDM5B","ENSG00000117139","382.1.1","Kdm5b","ENSMUSG00000042207","lysine demethylase 5B [Source:MGI Symbol;Acc:MGI:1922855]"
383,"KDM6B","ENSG00000132510","383.1.1","Kdm6b","ENSMUSG00000018476","KDM1 lysine (K)-specific demethylase 6B [Source:MGI Symbol;Acc:MGI:2448492]"
384,"KDR","ENSG00000128052","384.1.1","Kdr","ENSMUSG00000062960","kinase insert domain protein receptor [Source:MGI Symbol;Acc:MGI:96683]"
385,"KEAP1","ENSG00000079999","385.1.1","Keap1","ENSMUSG00000003308","kelch-like ECH-associated protein 1 [Source:MGI Symbol;Acc:MGI:1858732]"
386,"KIF11","ENSG00000138160","386.1.1","Kif11","ENSMUSG00000012443","kinesin family member 11 [Source:MGI Symbol;Acc:MGI:1098231]"
387,"KIF20A","ENSG00000112984","387.1.1","Kif20a","ENSMUSG00000003779","kinesin family member 20A [Source:MGI Symbol;Acc:MGI:1201682]"
388,"KIF2C","ENSG00000142945","388.1.1","Kif2c","ENSMUSG00000028678","kinesin family member 2C [Source:MGI Symbol;Acc:MGI:1921054]"
389,"KIFC1","ENSG00000237649","389.1.1","Kifc5b","ENSMUSG00000024301","kinesin family member C5B [Source:MGI Symbol;Acc:MGI:2137414]"
389,"KIFC1","ENSG00000237649","389.1.2","Kifc1","ENSMUSG00000079553","kinesin family member C1 [Source:MGI Symbol;Acc:MGI:109596]"
390,"KL","ENSG00000133116","390.1.1","Kl","ENSMUSG00000058488","klotho [Source:MGI Symbol;Acc:MGI:1101771]"
391,"KLF4","ENSG00000136826","391.1.1","Klf4","ENSMUSG00000003032","Kruppel-like transcription factor 4 (gut) [Source:MGI Symbol;Acc:MGI:1342287]"
392,"KNDC1","ENSG00000171798","392.1.1","Kndc1","ENSMUSG00000066129","kinase non-catalytic C-lobe domain (KIND) containing 1 [Source:MGI Symbol;Acc:MGI:1923734]"
393,"KRT19","ENSG00000171345","393.1.1","Krt19","ENSMUSG00000020911","keratin 19 [Source:MGI Symbol;Acc:MGI:96693]"
394,"KSR2","ENSG00000171435","394.1.1","Ksr2","ENSMUSG00000061578","kinase suppressor of ras 2 [Source:MGI Symbol;Acc:MGI:3610315]"
395,"LAMP2","ENSG00000005893","395.1.1","Lamp2","ENSMUSG00000016534","lysosomal-associated membrane protein 2 [Source:MGI Symbol;Acc:MGI:96748]"
396,"LATS1","ENSG00000131023","396.1.1","Lats1","ENSMUSG00000040021","large tumor suppressor [Source:MGI Symbol;Acc:MGI:1333883]"
397,"LATS2","ENSG00000150457","397.1.1","Lats2","ENSMUSG00000021959","large tumor suppressor 2 [Source:MGI Symbol;Acc:MGI:1354386]"
398,"LAYN","ENSG00000204381","398.1.1","Layn","ENSMUSG00000060594","layilin [Source:MGI Symbol;Acc:MGI:2685357]"
399,"LBR","ENSG00000143815","399.1.1","Lbr","ENSMUSG00000004880","lamin B receptor [Source:MGI Symbol;Acc:MGI:2138281]"
400,"LCN2","ENSG00000148346","400.1.1","Lcn2","ENSMUSG00000026822","lipocalin 2 [Source:MGI Symbol;Acc:MGI:96757]"
401,"LEO1","ENSG00000166477","401.1.1","Leo1","ENSMUSG00000042487","Leo1, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:2685031]"
402,"LGALS3","ENSG00000131981","402.1.1","Lgals3","ENSMUSG00000050335","lectin, galactose binding, soluble 3 [Source:MGI Symbol;Acc:MGI:96778]"
403,"LIMA1","ENSG00000050405","403.1.1","Lima1","ENSMUSG00000023022","LIM domain and actin binding 1 [Source:MGI Symbol;Acc:MGI:1920992]"
404,"LIMK1","ENSG00000106683","404.1.1","Limk1","ENSMUSG00000029674","LIM domain kinase 1 [Source:MGI Symbol;Acc:MGI:104572]"
405,"LIN52","ENSG00000205659","405.1.1","Lin52","ENSMUSG00000085793","lin-52 DREAM MuvB core complex component [Source:MGI Symbol;Acc:MGI:3045391]"
406,"LIN54","ENSG00000189308","406.1.1","Lin54","ENSMUSG00000118665","lin-54 DREAM MuvB core complex component [Source:MGI Symbol;Acc:MGI:2140902]"
407,"LIN9","ENSG00000183814","407.1.1","Lin9","ENSMUSG00000058729","lin-9 DREAM MuvB core complex component [Source:MGI Symbol;Acc:MGI:1919818]"
408,"LMNA","ENSG00000160789","408.1.1","Lmna","ENSMUSG00000028063","lamin A [Source:MGI Symbol;Acc:MGI:96794]"
409,"LMNB1","ENSG00000113368","409.1.1","Lmnb1","ENSMUSG00000024590","lamin B1 [Source:MGI Symbol;Acc:MGI:96795]"
410,"LNCTAM34A","ENSG00000234546","410.1.1","N/A","N/A","N/A"
411,"LOX","ENSG00000113083","411.1.1","Lox","ENSMUSG00000024529","lysyl oxidase [Source:MGI Symbol;Acc:MGI:96817]"
412,"LOXL2","ENSG00000134013","412.1.1","Loxl2","ENSMUSG00000034205","lysyl oxidase-like 2 [Source:MGI Symbol;Acc:MGI:2137913]"
413,"LPAR1","ENSG00000198121","413.1.1","Lpar1","ENSMUSG00000038668","lysophosphatidic acid receptor 1 [Source:MGI Symbol;Acc:MGI:108429]"
414,"LPAR3","ENSG00000171517","414.1.1","Lpar3","ENSMUSG00000036832","lysophosphatidic acid receptor 3 [Source:MGI Symbol;Acc:MGI:1929469]"
415,"LRRK2","ENSG00000188906","415.1.1","Lrrk2","ENSMUSG00000036273","leucine-rich repeat kinase 2 [Source:MGI Symbol;Acc:MGI:1913975]"
416,"LY6D","ENSG00000167656","416.1.1","Ly6d","ENSMUSG00000034634","lymphocyte antigen 6 family member D [Source:MGI Symbol;Acc:MGI:96881]"
417,"MAD1L1","ENSG00000002822","417.1.1","Mad1l1","ENSMUSG00000029554","MAD1 mitotic arrest deficient 1-like 1 [Source:MGI Symbol;Acc:MGI:1341857]"
418,"MAD2L1","ENSG00000164109","418.1.1","Mad2l1","ENSMUSG00000029910","MAD2 mitotic arrest deficient-like 1 [Source:MGI Symbol;Acc:MGI:1860374]"
419,"MAEL","ENSG00000143194","419.1.1","Mael","ENSMUSG00000040629","maelstrom spermatogenic transposon silencer [Source:MGI Symbol;Acc:MGI:2138453]"
420,"MAF","ENSG00000178573","420.1.1","Maf","ENSMUSG00000055435","MAF bZIP transcription factor [Source:MGI Symbol;Acc:MGI:96909]"
421,"MAGEA2","ENSG00000183305","421.1.1","Magea13","ENSMUSG00000046180","MAGE family member A13 [Source:MGI Symbol;Acc:MGI:1922602]"
421,"MAGEA2","ENSG00000268606","421.2.1","Magea13","ENSMUSG00000046180","MAGE family member A13 [Source:MGI Symbol;Acc:MGI:1922602]"
422,"MAGOHB","ENSG00000111196","422.1.1","N/A","N/A","N/A"
423,"MAP2K1","ENSG00000169032","423.1.1","Map2k1","ENSMUSG00000004936","mitogen-activated protein kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346866]"
424,"MAP2K2","ENSG00000126934","424.1.1","Map2k2","ENSMUSG00000035027","mitogen-activated protein kinase kinase 2 [Source:MGI Symbol;Acc:MGI:1346867]"
425,"MAP2K3","ENSG00000034152","425.1.1","Map2k3","ENSMUSG00000018932","mitogen-activated protein kinase kinase 3 [Source:MGI Symbol;Acc:MGI:1346868]"
426,"MAP2K6","ENSG00000108984","426.1.1","Map2k6","ENSMUSG00000020623","mitogen-activated protein kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1346870]"
427,"MAP2K7","ENSG00000076984","427.1.1","Map2k7","ENSMUSG00000002948","mitogen-activated protein kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346871]"
428,"MAP3K14","ENSG00000006062","428.1.1","Map3k14","ENSMUSG00000020941","mitogen-activated protein kinase kinase kinase 14 [Source:MGI Symbol;Acc:MGI:1858204]"
429,"MAP3K5","ENSG00000197442","429.1.1","Map3k5","ENSMUSG00000071369","mitogen-activated protein kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346876]"
430,"MAP3K6","ENSG00000142733","430.1.1","Map3k6","ENSMUSG00000028862","mitogen-activated protein kinase kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1855691]"
431,"MAP3K7","ENSG00000135341","431.1.1","Map3k7","ENSMUSG00000028284","mitogen-activated protein kinase kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346877]"
432,"MAP4K1","ENSG00000104814","432.1.1","Map4k1","ENSMUSG00000037337","mitogen-activated protein kinase kinase kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346882]"
433,"MAPK1","ENSG00000100030","433.1.1","Mapk1","ENSMUSG00000063358","mitogen-activated protein kinase 1 [Source:MGI Symbol;Acc:MGI:1346858]"
434,"MAPK12","ENSG00000188130","434.1.1","Mapk12","ENSMUSG00000022610","mitogen-activated protein kinase 12 [Source:MGI Symbol;Acc:MGI:1353438]"
435,"MAPK14","ENSG00000112062","435.1.1","Mapk14","ENSMUSG00000053436","mitogen-activated protein kinase 14 [Source:MGI Symbol;Acc:MGI:1346865]"
436,"MAPK9","ENSG00000050748","436.1.1","Mapk9","ENSMUSG00000020366","mitogen-activated protein kinase 9 [Source:MGI Symbol;Acc:MGI:1346862]"
437,"MAPKAPK5","ENSG00000089022","437.1.1","Mapkapk5","ENSMUSG00000029454","MAP kinase-activated protein kinase 5 [Source:MGI Symbol;Acc:MGI:1333110]"
438,"MARCHF5","ENSG00000198060","438.1.1","Marchf5","ENSMUSG00000023307","membrane associated ring-CH-type finger 5 [Source:MGI Symbol;Acc:MGI:1915207]"
439,"MARCKS","ENSG00000277443","439.1.1","Marcks","ENSMUSG00000069662","myristoylated alanine rich protein kinase C substrate [Source:MGI Symbol;Acc:MGI:96907]"
440,"MAST1","ENSG00000105613","440.1.1","Mast1","ENSMUSG00000053693","microtubule associated serine/threonine kinase 1 [Source:MGI Symbol;Acc:MGI:1861901]"
441,"MATK","ENSG00000007264","441.1.1","Matk","ENSMUSG00000004933","megakaryocyte-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:99259]"
442,"MAVS","ENSG00000088888","442.1.1","Mavs","ENSMUSG00000037523","mitochondrial antiviral signaling protein [Source:MGI Symbol;Acc:MGI:2444773]"
443,"MCAM","ENSG00000076706","443.1.1","Mcam","ENSMUSG00000032135","melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966]"
444,"MCL1","ENSG00000143384","444.1.1","Mcl1","ENSMUSG00000038612","myeloid cell leukemia sequence 1 [Source:MGI Symbol;Acc:MGI:101769]"
445,"MCM3AP","ENSG00000160294","445.1.1","Mcm3ap","ENSMUSG00000001150","minichromosome maintenance complex component 3 associated protein [Source:MGI Symbol;Acc:MGI:1930089]"
446,"MCM7","ENSG00000166508","446.1.1","Mcm7","ENSMUSG00000029730","minichromosome maintenance complex component 7 [Source:MGI Symbol;Acc:MGI:1298398]"
447,"MCRS1","ENSG00000187778","447.1.1","Mcrs1","ENSMUSG00000037570","microspherule protein 1 [Source:MGI Symbol;Acc:MGI:1858420]"
448,"MCU","ENSG00000156026","448.1.1","Mcu","ENSMUSG00000009647","mitochondrial calcium uniporter [Source:MGI Symbol;Acc:MGI:3026965]"
449,"MDC1","ENSG00000137337","449.1.1","Mdc1","ENSMUSG00000061607","mediator of DNA damage checkpoint 1 [Source:MGI Symbol;Acc:MGI:3525201]"
450,"MDH1","ENSG00000014641","450.1.1","Mdh1","ENSMUSG00000020321","malate dehydrogenase 1, NAD (soluble) [Source:MGI Symbol;Acc:MGI:97051]"
451,"MDK","ENSG00000110492","451.1.1","Mdk","ENSMUSG00000027239","midkine [Source:MGI Symbol;Acc:MGI:96949]"
452,"MDM2","ENSG00000135679","452.1.1","Mdm2","ENSMUSG00000020184","transformed mouse 3T3 cell double minute 2 [Source:MGI Symbol;Acc:MGI:96952]"
453,"MDP1","ENSG00000213920","453.1.1","N/A","N/A","N/A"
454,"ME1","ENSG00000065833","454.1.1","Me1","ENSMUSG00000032418","malic enzyme 1, NADP(+)-dependent, cytosolic [Source:MGI Symbol;Acc:MGI:97043]"
455,"ME2","ENSG00000082212","455.1.1","Me2","ENSMUSG00000024556","malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:2147351]"
456,"MECP2","ENSG00000169057","456.1.1","Mecp2","ENSMUSG00000031393","methyl CpG binding protein 2 [Source:MGI Symbol;Acc:MGI:99918]"
457,"MED12","ENSG00000184634","457.1.1","Med12","ENSMUSG00000079487","mediator complex subunit 12 [Source:MGI Symbol;Acc:MGI:1926212]"
458,"MEF2A","ENSG00000068305","458.1.1","Mef2a","ENSMUSG00000030557","myocyte enhancer factor 2A [Source:MGI Symbol;Acc:MGI:99532]"
459,"MEIS2","ENSG00000134138","459.1.1","Meis2","ENSMUSG00000027210","Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564]"
460,"MEN1","ENSG00000133895","460.1.1","Men1","ENSMUSG00000024947","multiple endocrine neoplasia 1 [Source:MGI Symbol;Acc:MGI:1316736]"
461,"MEOX1","ENSG00000005102","461.1.1","Meox1","ENSMUSG00000001493","mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]"
462,"MET","ENSG00000105976","462.1.1","Met","ENSMUSG00000009376","met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]"
463,"METTL14","ENSG00000145388","463.1.1","Mettl14","ENSMUSG00000028114","methyltransferase 14, N6-adenosine-methyltransferase subunit [Source:MGI Symbol;Acc:MGI:2442926]"
464,"MIF","ENSG00000240972","464.1.1","Mif","ENSMUSG00000033307","macrophage migration inhibitory factor (glycosylation-inhibiting factor) [Source:MGI Symbol;Acc:MGI:96982]"
465,"MINK1","ENSG00000141503","465.1.1","Mink1","ENSMUSG00000020827","misshapen-like kinase 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:1355329]"
466,"MITF","ENSG00000187098","466.1.1","Mitf","ENSMUSG00000035158","melanogenesis associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]"
467,"MKRN1","ENSG00000133606","467.1.1","Mkrn1","ENSMUSG00000029922","makorin, ring finger protein, 1 [Source:MGI Symbol;Acc:MGI:1859353]"
468,"MME","ENSG00000196549","468.1.1","Mme","ENSMUSG00000027820","membrane metallo endopeptidase [Source:MGI Symbol;Acc:MGI:97004]"
469,"MMP7","ENSG00000137673","469.1.1","Mmp7","ENSMUSG00000018623","matrix metallopeptidase 7 [Source:MGI Symbol;Acc:MGI:103189]"
470,"MMP9","ENSG00000100985","470.1.1","Mmp9","ENSMUSG00000017737","matrix metallopeptidase 9 [Source:MGI Symbol;Acc:MGI:97011]"
471,"MNX1","ENSG00000130675","471.1.1","Mnx1","ENSMUSG00000001566","motor neuron and pancreas homeobox 1 [Source:MGI Symbol;Acc:MGI:109160]"
472,"MOB3A","ENSG00000172081","472.1.1","Mob3a","ENSMUSG00000003348","MOB kinase activator 3A [Source:MGI Symbol;Acc:MGI:3050117]"
473,"MORC3","ENSG00000159256","473.1.1","Morc3","ENSMUSG00000039456","microrchidia 3 [Source:MGI Symbol;Acc:MGI:2136841]"
474,"MORF4L1","ENSG00000185787","474.1.1","Morf4l1","ENSMUSG00000062270","mortality factor 4 like 1 [Source:MGI Symbol;Acc:MGI:1096551]"
475,"MOS","ENSG00000172680","475.1.1","Mos","ENSMUSG00000078365","Moloney sarcoma oncogene [Source:MGI Symbol;Acc:MGI:97052]"
476,"MRTFA","ENSG00000196588","476.1.1","Mrtfa","ENSMUSG00000042292","myocardin related transcription factor A [Source:MGI Symbol;Acc:MGI:2384495]"
477,"MRTFB","ENSG00000186260","477.1.1","Mrtfb","ENSMUSG00000009569","myocardin related transcription factor B [Source:MGI Symbol;Acc:MGI:3050795]"
478,"MSN","ENSG00000147065","478.1.1","Msn","ENSMUSG00000031207","moesin [Source:MGI Symbol;Acc:MGI:97167]"
479,"MST1","ENSG00000173531","479.1.1","Mst1","ENSMUSG00000032591","macrophage stimulating 1 (hepatocyte growth factor-like) [Source:MGI Symbol;Acc:MGI:96080]"
480,"MT1G","ENSG00000125144","480.1.1","N/A","N/A","N/A"
481,"MTDH","ENSG00000147649","481.1.1","Mtdh","ENSMUSG00000022255","metadherin [Source:MGI Symbol;Acc:MGI:1914404]"
482,"MTHFD2","ENSG00000065911","482.1.1","Mthfd2","ENSMUSG00000005667","methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]"
483,"MTOR","ENSG00000198793","483.1.1","Mtor","ENSMUSG00000028991","mechanistic target of rapamycin kinase [Source:MGI Symbol;Acc:MGI:1928394]"
484,"MUC4","ENSG00000145113","484.1.1","Muc4","ENSMUSG00000118672","mucin 4 [Source:MGI Symbol;Acc:MGI:2153525]"
485,"MUS81","ENSG00000172732","485.1.1","Mus81","ENSMUSG00000024906","MUS81 structure-specific endonuclease subunit [Source:MGI Symbol;Acc:MGI:1918961]"
486,"MVK","ENSG00000110921","486.1.1","Mvk","ENSMUSG00000041939","mevalonate kinase [Source:MGI Symbol;Acc:MGI:107624]"
487,"MVP","ENSG00000013364","487.1.1","Mvp","ENSMUSG00000030681","major vault protein [Source:MGI Symbol;Acc:MGI:1925638]"
488,"MXD4","ENSG00000123933","488.1.1","Mxd4","ENSMUSG00000037235","Max dimerization protein 4 [Source:MGI Symbol;Acc:MGI:104991]"
489,"MYBBP1A","ENSG00000132382","489.1.1","Mybbp1a","ENSMUSG00000040463","MYB binding protein (P160) 1a [Source:MGI Symbol;Acc:MGI:106181]"
490,"MYBL2","ENSG00000101057","490.1.1","Mybl2","ENSMUSG00000017861","myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]"
491,"MYC","ENSG00000136997","491.1.1","Myc","ENSMUSG00000022346","myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]"
492,"MYCN","ENSG00000134323","492.1.1","Mycn","ENSMUSG00000037169","v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]"
493,"MYD88","ENSG00000172936","493.1.1","Myd88","ENSMUSG00000032508","myeloid differentiation primary response gene 88 [Source:MGI Symbol;Acc:MGI:108005]"
494,"MYLK","ENSG00000065534","494.1.1","Mylk","ENSMUSG00000022836","myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]"
495,"NACC1","ENSG00000160877","495.1.1","Nacc1","ENSMUSG00000001910","nucleus accumbens associated 1, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1914080]"
