"ortholog_name","input","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_human_orthologs","n_mouse_inputs"
"LHX2","Lhx2",1271,"ENSMUSG00000000247","1271.1.1","ENSG00000106689","LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]",1,1
"N/A","Lilrb4a",410,"ENSMUSG00000062593","410.1.1","N/A","N/A",1,75
"N/A","Lilrb4b",564,"ENSMUSG00000112023","564.1.1","N/A","N/A",1,75
"LIMA1","Lima1",948,"ENSMUSG00000023022","948.1.1","ENSG00000050405","LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]",1,1
"LIN28A","Lin28a",424,"ENSMUSG00000050966","424.1.1","ENSG00000131914","lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]",1,1
"LINGO3","Lingo3",1327,"ENSMUSG00000051067","1327.1.1","ENSG00000220008","leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21206]",1,1
"LIPA","Lipa",169,"ENSMUSG00000024781","169.1.1","ENSG00000107798","lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]",1,1
"LIPE","Lipe",1342,"ENSMUSG00000003123","1342.1.1","ENSG00000079435","lipase E, hormone sensitive type [Source:HGNC Symbol;Acc:HGNC:6621]",1,1
"LIX1L","Lix1l",273,"ENSMUSG00000049288","273.1.1","ENSG00000271601","limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]",1,1
"LMNA","Lmna",62,"ENSMUSG00000028063","62.1.1","ENSG00000160789","lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]",1,1
"LMOD3","Lmod3",455,"ENSMUSG00000044086","455.1.1","ENSG00000163380","leiomodin 3 [Source:HGNC Symbol;Acc:HGNC:6649]",1,1
"LMX1B","Lmx1b",500,"ENSMUSG00000038765","500.1.1","ENSG00000136944","LIM homeobox transcription factor 1 beta [Source:HGNC Symbol;Acc:HGNC:6654]",1,1
"LOXL1","Loxl1",510,"ENSMUSG00000032334","510.1.1","ENSG00000129038","lysyl oxidase like 1 [Source:HGNC Symbol;Acc:HGNC:6665]",1,1
"LOXL2","Loxl2",240,"ENSMUSG00000034205","240.1.1","ENSG00000134013","lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]",1,1
"LOXL3","Loxl3",97,"ENSMUSG00000000693","97.1.1","ENSG00000115318","lysyl oxidase like 3 [Source:HGNC Symbol;Acc:HGNC:13869]",1,1
"LPAR1","Lpar1",365,"ENSMUSG00000038668","365.1.1","ENSG00000198121","lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]",1,1
"LPAR3","Lpar3",879,"ENSMUSG00000036832","879.1.1","ENSG00000171517","lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]",1,1
"LPCAT2","Lpcat2",203,"ENSMUSG00000033192","203.1.1","ENSG00000087253","lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]",1,1
"LPL","Lpl",694,"ENSMUSG00000015568","694.1.1","ENSG00000175445","lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]",1,1
"LRFN1","Lrfn1",709,"ENSMUSG00000030600","709.1.1","ENSG00000128011","leucine rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29290]",1,1
"LRFN4","Lrfn4",428,"ENSMUSG00000045045","428.1.1","ENSG00000173621","leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28456]",1,1
"LRIG3","Lrig3",539,"ENSMUSG00000020105","539.1.1","ENSG00000139263","leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]",1,1
"LRP1","Lrp1",916,"ENSMUSG00000040249","916.1.1","ENSG00000123384","LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]",1,1
"LRP8","Lrp8",1259,"ENSMUSG00000028613","1259.1.1","ENSG00000157193","LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]",1,1
"LRRC14B","Lrrc14b",1046,"ENSMUSG00000021579","1046.1.1","ENSG00000185028","leucine rich repeat containing 14B [Source:HGNC Symbol;Acc:HGNC:37268]",1,1
"LRRC15","Lrrc15",974,"ENSMUSG00000052316","974.1.1","ENSG00000172061","leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]",1,1
"LRRC17","Lrrc17",1323,"ENSMUSG00000039883","1323.1.1","ENSG00000128606","leucine rich repeat containing 17 [Source:HGNC Symbol;Acc:HGNC:16895]",1,1
"LRRC18","Lrrc18",186,"ENSMUSG00000041673","186.1.1","ENSG00000165383","leucine rich repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:23199]",1,1
"LRRC2","Lrrc2",106,"ENSMUSG00000032495","106.1.1","ENSG00000163827","leucine rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14676]",1,1
"LRRC23","Lrrc23",1396,"ENSMUSG00000030125","1396.1.1","ENSG00000010626","leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]",1,1
"LRRC30","Lrrc30",1024,"ENSMUSG00000073375","1024.1.1","ENSG00000206422","leucine rich repeat containing 30 [Source:HGNC Symbol;Acc:HGNC:30219]",1,1
"LRRC32","Lrrc32",1290,"ENSMUSG00000090958","1290.1.1","ENSG00000137507","leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]",1,1
"LRRC39","Lrrc39",1165,"ENSMUSG00000027961","1165.1.1","ENSG00000122477","leucine rich repeat containing 39 [Source:HGNC Symbol;Acc:HGNC:28228]",1,1
"LRRC73","Lrrc73",648,"ENSMUSG00000071073","648.1.1","ENSG00000204052","leucine rich repeat containing 73 [Source:HGNC Symbol;Acc:HGNC:21375]",1,1
"LRRC74B","Lrrc74b",1086,"ENSMUSG00000022759","1086.1.1","ENSG00000187905","leucine rich repeat containing 74B [Source:HGNC Symbol;Acc:HGNC:34301]",1,1
"LRRC75B","Lrrc75b",621,"ENSMUSG00000046807","621.1.1","ENSG00000178026","leucine rich repeat containing 75B [Source:HGNC Symbol;Acc:HGNC:33155]",1,1
"LRRC8E","Lrrc8e",368,"ENSMUSG00000046589","368.1.1","ENSG00000171017","leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]",1,1
"LSAMP","Lsamp",310,"ENSMUSG00000061080","310.1.1","ENSG00000185565","limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705]",2,1
"N/A","Lsamp",310,"ENSMUSG00000121926","310.2.1","N/A","N/A",2,75
"LSMEM1","Lsmem1",300,"ENSMUSG00000071342","300.1.1","ENSG00000181016","leucine rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:22036]",1,1
"LTB4R2","Ltb4r2",508,"ENSMUSG00000040432","508.1.1","ENSG00000213906","leukotriene B4 receptor 2 [Source:HGNC Symbol;Acc:HGNC:19260]",1,1
"LTBP1","Ltbp1",625,"ENSMUSG00000001870","625.1.1","ENSG00000049323","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]",1,1
"LTBP2","Ltbp2",27,"ENSMUSG00000002020","27.1.1","ENSG00000119681","latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]",1,1
"LTBP3","Ltbp3",67,"ENSMUSG00000024940","67.1.1","ENSG00000168056","latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]",1,1
"LUM","Lum",118,"ENSMUSG00000036446","118.1.1","ENSG00000139329","lumican [Source:HGNC Symbol;Acc:HGNC:6724]",1,1
"LY9","Ly9",185,"ENSMUSG00000004707","185.1.1","ENSG00000122224","lymphocyte antigen 9 [Source:HGNC Symbol;Acc:HGNC:6730]",1,1
"LYZ","Lyz2",728,"ENSMUSG00000069516","728.1.1","ENSG00000090382","lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]",1,1
"MAB21L2","Mab21l2",1040,"ENSMUSG00000057777","1040.1.1","ENSG00000181541","mab-21 like 2 [Source:HGNC Symbol;Acc:HGNC:6758]",1,1
"MAFB","Mafb",1355,"ENSMUSG00000074622","1355.1.1","ENSG00000204103","MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]",1,1
"MAN1C1","Man1c1",396,"ENSMUSG00000037306","396.1.1","ENSG00000117643","mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]",1,1
"MAN2A1","Man2a1",734,"ENSMUSG00000024085","734.1.1","ENSG00000112893","mannosidase alpha class 2A member 1 [Source:HGNC Symbol;Acc:HGNC:6824]",1,1
"MAN2B2","Man2b2",198,"ENSMUSG00000029119","198.1.1","ENSG00000013288","mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]",1,1
"MANBA","Manba",815,"ENSMUSG00000028164","815.1.1","ENSG00000109323","mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831]",1,1
"MARCKSL1","Marcksl1",30,"ENSMUSG00000047945","30.1.1","ENSG00000175130","MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142]",1,1
"MASP1","Masp1",50,"ENSMUSG00000022887","50.1.1","ENSG00000127241","MBL associated serine protease 1 [Source:HGNC Symbol;Acc:HGNC:6901]",1,1
"MATN2","Matn2",59,"ENSMUSG00000022324","59.1.1","ENSG00000132561","matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]",1,1
"MATN4","Matn4",1252,"ENSMUSG00000016995","1252.1.1","ENSG00000124159","matrilin 4 [Source:HGNC Symbol;Acc:HGNC:6910]",1,1
"MC2R","Mc2r",1193,"ENSMUSG00000045569","1193.1.1","ENSG00000185231","melanocortin 2 receptor [Source:HGNC Symbol;Acc:HGNC:6930]",1,1
"MCRIP2","Mcrip2",1217,"ENSMUSG00000025732","1217.1.1","ENSG00000172366","MAPK regulated corepressor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:14142]",1,1
"MCUB","Mcub",374,"ENSMUSG00000027994","374.1.1","ENSG00000005059","mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]",1,1
"MDFI","Mdfi",1341,"ENSMUSG00000032717","1341.1.1","ENSG00000112559","MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]",1,1
"MDFIC2","Mdfic2",853,"ENSMUSG00000090667","853.1.1","ENSG00000242120","MyoD family inhibitor domain containing 2 [Source:HGNC Symbol;Acc:HGNC:53442]",1,1
"MDK","Mdk",546,"ENSMUSG00000027239","546.1.1","ENSG00000110492","midkine [Source:HGNC Symbol;Acc:HGNC:6972]",1,1
"ME1","Me1",526,"ENSMUSG00000032418","526.1.1","ENSG00000065833","malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]",1,1
"MEDAG","Medag",450,"ENSMUSG00000029659","450.1.1","ENSG00000102802","mesenteric estrogen dependent adipogenesis [Source:HGNC Symbol;Acc:HGNC:25926]",1,1
"MEGF10","Megf10",256,"ENSMUSG00000024593","256.1.1","ENSG00000145794","multiple EGF like domains 10 [Source:HGNC Symbol;Acc:HGNC:29634]",1,1
"MEGF6","Megf6",1303,"ENSMUSG00000057751","1303.1.1","ENSG00000162591","multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]",1,1
"MEIS3","Meis3",384,"ENSMUSG00000041420","384.1.1","ENSG00000105419","Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537]",2,1
"MEIS3P2","Meis3",384,"ENSMUSG00000041420","384.1.2","ENSG00000188013","Meis homeobox 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17638]",2,1
"MEST","Mest",3,"ENSMUSG00000051855","3.1.1","ENSG00000106484","mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]",1,1
"METRNL","Metrnl",189,"ENSMUSG00000039208","189.1.1","ENSG00000176845","meteorin like, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:27584]",1,1
"METTL21C","Mettl21c",594,"ENSMUSG00000047343","594.1.1","ENSG00000139780","methyltransferase 21C, AARS1 lysine [Source:HGNC Symbol;Acc:HGNC:33717]",1,1
"METTL21EP","Mettl21e",91,"ENSMUSG00000046828","91.1.1","ENSG00000250878","methyltransferase like 21E, pseudogene [Source:HGNC Symbol;Acc:HGNC:41948]",1,1
"METTL22","Mettl22",507,"ENSMUSG00000039345","507.1.1","ENSG00000067365","methyltransferase 22, Kin17 lysine [Source:HGNC Symbol;Acc:HGNC:28368]",1,1
"MEX3A","Mex3a",168,"ENSMUSG00000074480","168.1.1","ENSG00000254726","mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]",1,1
"MEX3B","Mex3b",39,"ENSMUSG00000057706","39.1.1","ENSG00000183496","mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]",1,1
"MFAP2","Mfap2",1320,"ENSMUSG00000060572","1320.1.1","ENSG00000117122","microfibril associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]",1,1
"MFAP4","Mfap4",768,"ENSMUSG00000042436","768.1.1","ENSG00000166482","microfibril associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]",1,1
"MFAP5","Mfap5",704,"ENSMUSG00000030116","704.1.1","ENSG00000197614","microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]",1,1
"MFRP","Mfrp",202,"ENSMUSG00000034739","202.1.1","ENSG00000235718","membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121]",1,1
"MFSD4B","Mfsd4b1",741,"ENSMUSG00000038522","741.1.1","ENSG00000173214","major facilitator superfamily domain containing 4B [Source:HGNC Symbol;Acc:HGNC:21053]",1,1
"MGAT5","Mgat5",799,"ENSMUSG00000036155","799.1.1","ENSG00000152127","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]",1,1
"MGP","Mgp",803,"ENSMUSG00000030218","803.1.1","ENSG00000111341","matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]",1,1
"MGST3","Mgst3",892,"ENSMUSG00000026688","892.1.1","ENSG00000143198","microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]",1,1
"MISP3","Misp3",588,"ENSMUSG00000074217","588.1.1","ENSG00000141854","MISP family member 3 [Source:HGNC Symbol;Acc:HGNC:26963]",1,1
"MLIP","Mlip",1101,"ENSMUSG00000032355","1101.1.1","ENSG00000146147","muscular LMNA interacting protein [Source:HGNC Symbol;Acc:HGNC:21355]",1,1
"MMD","Mmd",615,"ENSMUSG00000003948","615.1.1","ENSG00000108960","monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]",1,1
"MMP11","Mmp11",671,"ENSMUSG00000000901","671.1.1","ENSG00000099953","matrix metallopeptidase 11 [Source:HGNC Symbol;Acc:HGNC:7157]",1,1
"MMP12","Mmp12",493,"ENSMUSG00000049723","493.1.1","ENSG00000262406","matrix metallopeptidase 12 [Source:HGNC Symbol;Acc:HGNC:7158]",1,1
"MMP13","Mmp13",676,"ENSMUSG00000050578","676.1.1","ENSG00000137745","matrix metallopeptidase 13 [Source:HGNC Symbol;Acc:HGNC:7159]",1,1
"MMP14","Mmp14",276,"ENSMUSG00000000957","276.1.1","ENSG00000157227","matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]",1,1
"MMP16","Mmp16",385,"ENSMUSG00000028226","385.1.1","ENSG00000156103","matrix metallopeptidase 16 [Source:HGNC Symbol;Acc:HGNC:7162]",1,1
"MMP17","Mmp17",463,"ENSMUSG00000029436","463.1.1","ENSG00000198598","matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163]",1,1
"MMP19","Mmp19",759,"ENSMUSG00000025355","759.1.1","ENSG00000123342","matrix metallopeptidase 19 [Source:HGNC Symbol;Acc:HGNC:7165]",1,1
"MMP2","Mmp2",611,"ENSMUSG00000031740","611.1.1","ENSG00000087245","matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]",1,1
"MMP23B","Mmp23",1081,"ENSMUSG00000029061","1081.1.1","ENSG00000189409","matrix metallopeptidase 23B [Source:HGNC Symbol;Acc:HGNC:7171]",1,1
"MMP3","Mmp3",1278,"ENSMUSG00000043613","1278.1.1","ENSG00000149968","matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173]",1,1
"MOGAT1","Mogat1",190,"ENSMUSG00000012187","190.1.1","ENSG00000124003","monoacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:18210]",1,1
"MOXD1","Moxd1",886,"ENSMUSG00000020000","886.1.1","ENSG00000079931","monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]",1,1
"MPEG1","Mpeg1",1080,"ENSMUSG00000046805","1080.1.1","ENSG00000197629","macrophage expressed 1 [Source:HGNC Symbol;Acc:HGNC:29619]",1,1
"MPZL2","Mpzl2",650,"ENSMUSG00000032092","650.1.1","ENSG00000149573","myelin protein zero like 2 [Source:HGNC Symbol;Acc:HGNC:3496]",1,1
"MRAP","Mrap",614,"ENSMUSG00000039956","614.1.1","ENSG00000170262","melanocortin 2 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:1304]",1,1
"MRC2","Mrc2",653,"ENSMUSG00000020695","653.1.1","ENSG00000011028","mannose receptor C-type 2 [Source:HGNC Symbol;Acc:HGNC:16875]",1,1
"MRGPRE","Mrgpre",998,"ENSMUSG00000048965","998.1.1","ENSG00000184350","MAS related GPR family member E [Source:HGNC Symbol;Acc:HGNC:30694]",1,1
"MRGPRF","Mrgprf",747,"ENSMUSG00000031070","747.1.1","ENSG00000172935","MAS related GPR family member F [Source:HGNC Symbol;Acc:HGNC:24828]",1,1
"N/A","Mrln",1254,"ENSMUSG00000019933","1254.1.1","N/A","N/A",1,75
"MS4A14","Ms4a14",449,"ENSMUSG00000099398","449.1.1","ENSG00000166928","membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706]",1,1
"MS4A6A","Ms4a6d",733,"ENSMUSG00000024679","733.1.1","ENSG00000110077","membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]",2,1
"MS4A6E","Ms4a6d",733,"ENSMUSG00000024679","733.1.2","ENSG00000166926","membrane spanning 4-domains A6E [Source:HGNC Symbol;Acc:HGNC:14285]",2,1
"MS4A7","Ms4a7",1102,"ENSMUSG00000024672","1102.1.1","ENSG00000166927","membrane spanning 4-domains A7 [Source:HGNC Symbol;Acc:HGNC:13378]",1,1
"MSI1","Msi1",1270,"ENSMUSG00000054256","1270.1.1","ENSG00000135097","musashi RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7330]",1,1
"MSN","Msn",226,"ENSMUSG00000031207","226.1.1","ENSG00000147065","moesin [Source:HGNC Symbol;Acc:HGNC:7373]",1,1
"MSR1","Msr1",139,"ENSMUSG00000025044","139.1.1","ENSG00000038945","macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]",1,1
"MSTN","Mstn",875,"ENSMUSG00000026100","875.1.1","ENSG00000138379","myostatin [Source:HGNC Symbol;Acc:HGNC:4223]",1,1
"MTHFD1L","Mthfd1l",94,"ENSMUSG00000040675","94.1.1","ENSG00000120254","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:HGNC Symbol;Acc:HGNC:21055]",1,1
"MTMR7","Mtmr7",123,"ENSMUSG00000039431","123.1.1","ENSG00000003987","myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]",1,1
"N/A","Mtrnr2l7",781,"ENSMUSG00000096887","781.1.1","N/A","N/A",1,75
"MUC1","Muc1",801,"ENSMUSG00000042784","801.1.1","ENSG00000185499","mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]",1,1
"N/A","Mup10",556,"ENSMUSG00000078680","556.1.1","N/A","N/A",1,75
"N/A","Mup16",5,"ENSMUSG00000078675","5.1.1","N/A","N/A",1,75
"N/A","Mup2",492,"ENSMUSG00000078688","492.1.1","N/A","N/A",1,75
"N/A","Mup22",783,"ENSMUSG00000110439","783.1.1","N/A","N/A",1,75
"N/A","Mup9",264,"ENSMUSG00000078686","264.1.1","N/A","N/A",1,75
"MXD3","Mxd3",302,"ENSMUSG00000021485","302.1.1","ENSG00000213347","MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]",1,1
"N/A","Mxra7",1151,"ENSMUSG00000020814","1151.1.1","N/A","N/A",1,75
"MXRA8","Mxra8",520,"ENSMUSG00000029070","520.1.1","ENSG00000162576","matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]",1,1
"MYADM","Myadm",1307,"ENSMUSG00000068566","1307.1.1","ENSG00000179820","myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]",1,1
"MYADML2","Myadml2",350,"ENSMUSG00000025141","350.1.1","ENSG00000185105","myeloid associated differentiation marker like 2 [Source:HGNC Symbol;Acc:HGNC:34548]",1,1
"MYF5","Myf5",269,"ENSMUSG00000000435","269.1.1","ENSG00000111049","myogenic factor 5 [Source:HGNC Symbol;Acc:HGNC:7565]",1,1
"MYF6","Myf6",1340,"ENSMUSG00000035923","1340.1.1","ENSG00000111046","myogenic factor 6 [Source:HGNC Symbol;Acc:HGNC:7566]",1,1
"MYL1","Myl1",942,"ENSMUSG00000061816","942.1.1","ENSG00000168530","myosin light chain 1 [Source:HGNC Symbol;Acc:HGNC:7582]",1,1
"MYL11","Mylpf",128,"ENSMUSG00000030672","128.1.1","ENSG00000180209","myosin light chain 11 [Source:HGNC Symbol;Acc:HGNC:29824]",1,1
"MYO16","Myo16",1362,"ENSMUSG00000039057","1362.1.1","ENSG00000041515","myosin XVI [Source:HGNC Symbol;Acc:HGNC:29822]",1,1
"MYO1D","Myo1d",208,"ENSMUSG00000035441","208.1.1","ENSG00000176658","myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]",1,1
"MYO1E","Myo1e",586,"ENSMUSG00000032220","586.1.1","ENSG00000157483","myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]",1,1
"MYO1F","Myo1f",647,"ENSMUSG00000024300","647.1.1","ENSG00000142347","myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]",1,1
"MYO5C","Myo5c",1382,"ENSMUSG00000033590","1382.1.1","ENSG00000128833","myosin VC [Source:HGNC Symbol;Acc:HGNC:7604]",1,1
"MYO9B","Myo9b",371,"ENSMUSG00000004677","371.1.1","ENSG00000099331","myosin IXB [Source:HGNC Symbol;Acc:HGNC:7609]",1,1
"MYOF","Myof",394,"ENSMUSG00000048612","394.1.1","ENSG00000138119","myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]",1,1
"MYOM3","Myom3",88,"ENSMUSG00000037139","88.1.1","ENSG00000142661","myomesin 3 [Source:HGNC Symbol;Acc:HGNC:26679]",1,1
"MYOT","Myot",398,"ENSMUSG00000024471","398.1.1","ENSG00000120729","myotilin [Source:HGNC Symbol;Acc:HGNC:12399]",1,1
"MYOZ1","Myoz1",841,"ENSMUSG00000068697","841.1.1","ENSG00000177791","myozenin 1 [Source:HGNC Symbol;Acc:HGNC:13752]",1,1
"NAALADL2","Naaladl2",626,"ENSMUSG00000102758","626.1.1","ENSG00000177694","N-acetylated alpha-linked acidic dipeptidase like 2 [Source:HGNC Symbol;Acc:HGNC:23219]",1,1
"NAGLU","Naglu",160,"ENSMUSG00000001751","160.1.1","ENSG00000108784","N-acetyl-alpha-glucosaminidase [Source:HGNC Symbol;Acc:HGNC:7632]",1,1
"NAP1L5","Nap1l5",35,"ENSMUSG00000055430","35.1.1","ENSG00000177432","nucleosome assembly protein 1 like 5 [Source:HGNC Symbol;Acc:HGNC:19968]",1,1
"NAT1","Nat1",10,"ENSMUSG00000025588","10.1.2","ENSG00000171428","N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645]",2,1
"NAT2","Nat1",10,"ENSMUSG00000025588","10.1.1","ENSG00000156006","N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7646]",2,1
"NAT8","Nat8",1309,"ENSMUSG00000030004","1309.1.1","ENSG00000144035","N-acetyltransferase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:18069]",2,3
"NAT8B","Nat8",1309,"ENSMUSG00000030004","1309.1.2","ENSG00000204872","N-acetyltransferase 8B (putative, gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:30235]",2,3
"NAT8","Nat8f3",98,"ENSMUSG00000051262","98.1.1","ENSG00000144035","N-acetyltransferase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:18069]",2,3
"NAT8B","Nat8f3",98,"ENSMUSG00000051262","98.1.2","ENSG00000204872","N-acetyltransferase 8B (putative, gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:30235]",2,3
"NAT8","Nat8f7",470,"ENSMUSG00000089694","470.1.1","ENSG00000144035","N-acetyltransferase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:18069]",2,3
"NAT8B","Nat8f7",470,"ENSMUSG00000089694","470.1.2","ENSG00000204872","N-acetyltransferase 8B (putative, gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:30235]",2,3
"NAT8L","Nat8l",421,"ENSMUSG00000048142","421.1.1","ENSG00000185818","N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742]",1,1
"NBL1","Nbl1",182,"ENSMUSG00000041120","182.1.1","ENSG00000158747","NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]",1,1
"NCAPG","Ncapg",1338,"ENSMUSG00000015880","1338.1.1","ENSG00000109805","non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]",1,1
"NCKAP5L","Nckap5l",629,"ENSMUSG00000023009","629.1.1","ENSG00000167566","NCK associated protein 5 like [Source:HGNC Symbol;Acc:HGNC:29321]",1,1
"NDC80","Ndc80",1138,"ENSMUSG00000024056","1138.1.1","ENSG00000080986","NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]",1,1
"NDNF","Ndnf",434,"ENSMUSG00000049001","434.1.1","ENSG00000173376","neuron derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:26256]",1,1
"NDRG4","Ndrg4",12,"ENSMUSG00000036564","12.1.1","ENSG00000103034","NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]",1,1
"NDST3","Ndst3",1334,"ENSMUSG00000027977","1334.1.1","ENSG00000164100","N-deacetylase and N-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:7682]",1,1
"NDUFA12","Ndufa12",823,"ENSMUSG00000020022","823.1.1","ENSG00000184752","NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]",1,1
"NDUFA4","Ndufa4",36,"ENSMUSG00000029632","36.1.1","ENSG00000189043","NDUFA4 mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]",1,1
"NDUFS4","Ndufs4",1043,"ENSMUSG00000021764","1043.1.1","ENSG00000164258","NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]",1,1
"NECAB1","Necab1",445,"ENSMUSG00000040536","445.1.1","ENSG00000123119","N-terminal EF-hand calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20983]",1,1
"NECTIN1","Nectin1",1281,"ENSMUSG00000032012","1281.1.1","ENSG00000110400","nectin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:9706]",1,1
