"input","ortholog_name","input_ensg","ortholog_ensg"
"Ndufa4","NDUFA4","ENSMUSG00000029632","ENSG00000189043"
"Ndufs4","NDUFS4","ENSMUSG00000021764","ENSG00000164258"
"Necab1","NECAB1","ENSMUSG00000040536","ENSG00000123119"
"Nectin1","NECTIN1","ENSMUSG00000032012","ENSG00000110400"
"Nectin3","NECTIN3","ENSMUSG00000022656","ENSG00000177707"
"Nectin4","NECTIN4","ENSMUSG00000006411","ENSG00000143217"
"Negr1","NEGR1","ENSMUSG00000040037","ENSG00000172260"
"Nek2","NEK2","ENSMUSG00000026622","ENSG00000117650"
"Neto2","NETO2","ENSMUSG00000036902","ENSG00000171208"
"Nfasc","NFASC","ENSMUSG00000026442","ENSG00000163531"
"Nfatc4","NFATC4","ENSMUSG00000023411","ENSG00000100968"
"Nfkbie","NFKBIE","ENSMUSG00000023947","ENSG00000146232"
"Nfkbiz","NFKBIZ","ENSMUSG00000035356","ENSG00000144802"
"Nherf4","NHERF4","ENSMUSG00000032105","ENSG00000172367"
"Niban2","NIBAN2","ENSMUSG00000026796","ENSG00000136830"
"Nicol1","NICOL1","ENSMUSG00000070858","ENSG00000243449"
"Nkd2","NKD2","ENSMUSG00000021567","ENSG00000145506"
"Nkx3-2","NKX3-2","ENSMUSG00000049691","ENSG00000109705"
"Nlgn2","NLGN2","ENSMUSG00000051790","ENSG00000169992"
"Nlgn3","NLGN3","ENSMUSG00000031302","ENSG00000196338"
"Nlrp3","NLRP3","ENSMUSG00000032691","ENSG00000162711"
"Nmbr","NMBR","ENSMUSG00000019865","ENSG00000135577"
"Nmnat2","NMNAT2","ENSMUSG00000042751","ENSG00000157064"
"Nmrk2","NMRK2","ENSMUSG00000004939","ENSG00000077009"
"Nos1","NOS1","ENSMUSG00000029361","ENSG00000089250"
"Nox4","NOX4","ENSMUSG00000030562","ENSG00000086991"
"Npas2","NPAS2","ENSMUSG00000026077","ENSG00000170485"
"Npas4","NPAS4","ENSMUSG00000045903","ENSG00000174576"
"Nphp4","NPHP4","ENSMUSG00000039577","ENSG00000131697"
"Npr3","NPR3","ENSMUSG00000022206","ENSG00000113389"
"Npy2r","NPY2R","ENSMUSG00000028004","ENSG00000185149"
"Nr4a2","NR4A2","ENSMUSG00000026826","ENSG00000153234"
"Nrg4","NRG4","ENSMUSG00000032311","ENSG00000169752"
"Nrp2","NRP2","ENSMUSG00000025969","ENSG00000118257"
"Nsg1","NSG1","ENSMUSG00000029126","ENSG00000168824"
"Nt5c1a","NT5C1A","ENSMUSG00000054958","ENSG00000116981"
"Nt5dc2","NT5DC2","ENSMUSG00000071547","ENSG00000168268"
"Nt5e","NT5E","ENSMUSG00000032420","ENSG00000135318"
"Ntsr2","NTSR2","ENSMUSG00000020591","ENSG00000169006"
"Nudt12","NUDT12","ENSMUSG00000024228","ENSG00000112874"
"Nuf2","NUF2","ENSMUSG00000026683","ENSG00000143228"
"Numbl","NUMBL","ENSMUSG00000063160","ENSG00000105245"
"Nxnl1","NXNL1","ENSMUSG00000034829","ENSG00000171773"
"Nxph4","NXPH4","ENSMUSG00000040258","ENSG00000182379"
"Nyap1","NYAP1","ENSMUSG00000045348","ENSG00000166924"
"Nynrin","NYNRIN","ENSMUSG00000075592","ENSG00000205978"
"Olfml2b","OLFML2B","ENSMUSG00000038463","ENSG00000162745"
"Olr1","OLR1","ENSMUSG00000030162","ENSG00000173391"
"Opn3","OPN3","ENSMUSG00000026525","ENSG00000054277"
"Orai2","ORAI2","ENSMUSG00000039747","ENSG00000160991"
"Osbpl3","OSBPL3","ENSMUSG00000029822","ENSG00000070882"
"Osm","OSM","ENSMUSG00000058755","ENSG00000099985"
"Osr2","OSR2","ENSMUSG00000022330","ENSG00000164920"
"Ostn","OSTN","ENSMUSG00000052276","ENSG00000188729"
"Otop1","OTOP1","ENSMUSG00000051596","ENSG00000163982"
"Otulinl","OTULINL","ENSMUSG00000056069","ENSG00000145569"
"P2rx7","P2RX7","ENSMUSG00000029468","ENSG00000089041"
"P3h1","P3H1","ENSMUSG00000028641","ENSG00000117385"
"P3h3","P3H3","ENSMUSG00000023191","ENSG00000110811"
"P3h4","P3H4","ENSMUSG00000006931","ENSG00000141696"
"P4ha3","P4HA3","ENSMUSG00000051048","ENSG00000149380"
"Padi2","PADI2","ENSMUSG00000028927","ENSG00000117115"
"Pamr1","PAMR1","ENSMUSG00000027188","ENSG00000149090"
"Paqr9","PAQR9","ENSMUSG00000064225","ENSG00000188582"
"Parpbp","PARPBP","ENSMUSG00000035365","ENSG00000185480"
"Pax1","PAX1","ENSMUSG00000037034","ENSG00000125813"
"Pax9","PAX9","ENSMUSG00000001497","ENSG00000198807"
"Pbk","PBK","ENSMUSG00000022033","ENSG00000168078"
"Pcdhac2","PCDHAC2","ENSMUSG00000102697","ENSG00000243232"
"Pcdhb13","PCDHB6","ENSMUSG00000047307","ENSG00000113211"
"Pcdhb16","PCDHB13","ENSMUSG00000047910","ENSG00000187372"
"Pcdhb17","PCDHB16","ENSMUSG00000046387","ENSG00000272674"
"Pcdhb3","PCDHB3","ENSMUSG00000045498","ENSG00000113205"
"Pcdhga3","PCDHGA3","ENSMUSG00000104346","ENSG00000254245"
"Pcdhgb1","PCDHGB1","ENSMUSG00000103037","ENSG00000254221"
"Pcdhgc3","PCDHGC3","ENSMUSG00000102918","ENSG00000240184"
"Pcdhgc5","PCDHGC5","ENSMUSG00000102543","ENSG00000240764"
"Pck1","PCK1","ENSMUSG00000027513","ENSG00000124253"
"Pcolce","PCOLCE","ENSMUSG00000029718","ENSG00000106333"
"Pcsk5","PCSK5","ENSMUSG00000024713","ENSG00000099139"
"Pcx","PC","ENSMUSG00000024892","ENSG00000173599"
"Pde3b","PDE3B","ENSMUSG00000030671","ENSG00000152270"
"Pde4d","PDE4D","ENSMUSG00000021699","ENSG00000113448"
"Pdgfc","PDGFC","ENSMUSG00000028019","ENSG00000145431"
"Pdgfra","PDGFRA","ENSMUSG00000029231","ENSG00000134853"
"Pdgfrb","PDGFRB","ENSMUSG00000024620","ENSG00000113721"
"Pdgfrl","PDGFRL","ENSMUSG00000031595","ENSG00000104213"
"Pdia5","PDIA5","ENSMUSG00000022844","ENSG00000065485"
"Pdk3","PDK3","ENSMUSG00000035232","ENSG00000067992"
"Pdpn","PDPN","ENSMUSG00000028583","ENSG00000162493"
"Pdzd4","PDZD4","ENSMUSG00000002006","ENSG00000067840"
"Pex11a","PEX11A","ENSMUSG00000030545","ENSG00000166821"
"Pfkfb1","PFKFB1","ENSMUSG00000025271","ENSG00000158571"
"Pfkfb3","PFKFB3","ENSMUSG00000026773","ENSG00000170525"
"Pgam2","PGAM2","ENSMUSG00000020475","ENSG00000164708"
"Pgm1","PGM1","ENSMUSG00000025791","ENSG00000079739"
"Pgm2","PGM2","ENSMUSG00000029171","ENSG00000169299"
"Pheta2","PHETA2","ENSMUSG00000049687","ENSG00000177096"
"Phkb","PHKB","ENSMUSG00000036879","ENSG00000102893"
"Phyhipl","PHYHIPL","ENSMUSG00000037747","ENSG00000165443"
"Pif1","PIF1","ENSMUSG00000041064","ENSG00000140451"
"Pik3ap1","PIK3AP1","ENSMUSG00000025017","ENSG00000155629"
"Pik3r5","PIK3R5","ENSMUSG00000020901","ENSG00000141506"
"Pimreg","PIMREG","ENSMUSG00000020808","ENSG00000129195"
"Pitx1","PITX1","ENSMUSG00000021506","ENSG00000069011"
"Pitx2","PITX2","ENSMUSG00000028023","ENSG00000164093"
"Pkd2","PKD2","ENSMUSG00000034462","ENSG00000118762"
"Pkd2l2","PKD2L2","ENSMUSG00000014503","ENSG00000078795"
"Pkia","PKIA","ENSMUSG00000027499","ENSG00000171033"
"Pkib","PKIB","ENSMUSG00000019876","ENSG00000135549"
"Pkp2","PKP2","ENSMUSG00000041957","ENSG00000057294"
"Pla2g2e","PLA2G2E","ENSMUSG00000028751","ENSG00000188784"
"Pla2g5","PLA2G5","ENSMUSG00000041193","ENSG00000127472"
"Plaat1","PLAAT1","ENSMUSG00000022525","ENSG00000127252"
"Plaat3","PLAAT3","ENSMUSG00000060675","ENSG00000176485"
"Plcd4","PLCD4","ENSMUSG00000026173","ENSG00000115556"
"Pld3","PLD3","ENSMUSG00000003363","ENSG00000105223"
"Pld5","PLD5","ENSMUSG00000055214","ENSG00000180287"
"Plekhb1","PLEKHB1","ENSMUSG00000030701","ENSG00000021300"
"Plekhg2","PLEKHG2","ENSMUSG00000037552","ENSG00000090924"
"Plekhg4","PLEKHG4","ENSMUSG00000014782","ENSG00000196155"
"Plekhh2","PLEKHH2","ENSMUSG00000040852","ENSG00000152527"
"Plin1","PLIN1","ENSMUSG00000030546","ENSG00000166819"
"Plin5","PLIN5","ENSMUSG00000011305","ENSG00000214456"
"Plk1","PLK1","ENSMUSG00000030867","ENSG00000166851"
"Plk3","PLK3","ENSMUSG00000028680","ENSG00000173846"
"Plod2","PLOD2","ENSMUSG00000032374","ENSG00000152952"
"Plpp2","PLPP2","ENSMUSG00000052151","ENSG00000141934"
"Plppr4","PLPPR4","ENSMUSG00000044667","ENSG00000117600"
"Plxnb2","PLXNB2","ENSMUSG00000036606","ENSG00000196576"
"Pnpla2","PNPLA2","ENSMUSG00000025509","ENSG00000177666"
"Pnpla3","PNPLA3","ENSMUSG00000041653","ENSG00000100344"
"Podnl1","PODNL1","ENSMUSG00000012889","ENSG00000132000"
"Poglut3","POGLUT3","ENSMUSG00000034487","ENSG00000178202"
"Pon1","PON1","ENSMUSG00000002588","ENSG00000005421"
"Popdc2","POPDC2","ENSMUSG00000022803","ENSG00000121577"
"Popdc3","POPDC3","ENSMUSG00000019848","ENSG00000132429"
"Postn","POSTN","ENSMUSG00000027750","ENSG00000133110"
"Ppara","PPARA","ENSMUSG00000022383","ENSG00000186951"
"Pparg","PPARG","ENSMUSG00000000440","ENSG00000132170"
"Ppargc1a","PPARGC1A","ENSMUSG00000029167","ENSG00000109819"
"Ppic","PPIC","ENSMUSG00000024538","ENSG00000168938"
"Ppp1r1a","PPP1R1A","ENSMUSG00000022490","ENSG00000135447"
"Ppp1r27","PPP1R27","ENSMUSG00000025129","ENSG00000182676"
"Ppp1r3a","PPP1R3A","ENSMUSG00000042717","ENSG00000154415"
"Ppp1r3c","PPP1R3C","ENSMUSG00000067279","ENSG00000119938"
"Praf2","PRAF2","ENSMUSG00000031149","ENSG00000243279"
"Prc1","PRC1","ENSMUSG00000038943","ENSG00000198901"
"Prdm6","PRDM6","ENSMUSG00000069378","ENSG00000061455"
"Prex1","PREX1","ENSMUSG00000039621","ENSG00000124126"
"Prg4","PRG4","ENSMUSG00000006014","ENSG00000116690"
"Prickle2","PRICKLE2","ENSMUSG00000030020","ENSG00000163637"
"Prkaa2","PRKAA2","ENSMUSG00000028518","ENSG00000162409"
"Prkar2b","PRKAR2B","ENSMUSG00000002997","ENSG00000005249"
"Prkcq","PRKCQ","ENSMUSG00000026778","ENSG00000065675"
"Prkg2","PRKG2","ENSMUSG00000029334","ENSG00000138669"
"Prnd","PRND","ENSMUSG00000027338","ENSG00000171864"
"Proca1","PROCA1","ENSMUSG00000044122","ENSG00000167525"
"Prodh","PRODH","ENSMUSG00000003526","ENSG00000100033"
"Prph","PRPH","ENSMUSG00000023484","ENSG00000135406"
"Prr29","PRR29","ENSMUSG00000009210","ENSG00000224383"
"Prr32","PRR32","ENSMUSG00000037086","ENSG00000183631"
"Prr7","PRR7","ENSMUSG00000034686","ENSG00000131188"
"Prrt2","PRRT2","ENSMUSG00000045114","ENSG00000167371"
"Prrx2","PRRX2","ENSMUSG00000039476","ENSG00000167157"
"Prss55","PRSS55","ENSMUSG00000034623","ENSG00000184647"
"Prtn3","PRTN3","ENSMUSG00000057729","ENSG00000196415"
"Prune2","PRUNE2","ENSMUSG00000039126","ENSG00000106772"
"Prxl2a","PRXL2A","ENSMUSG00000021792","ENSG00000122378"
"Prxl2b","PRXL2B","ENSMUSG00000029059","ENSG00000157870"
"Psd2","PSD2","ENSMUSG00000024347","ENSG00000146005"
"Psd4","PSD4","ENSMUSG00000026979","ENSG00000125637"
"Psrc1","PSRC1","ENSMUSG00000068744","ENSG00000134222"
"Ptger4","PTGER4","ENSMUSG00000039942","ENSG00000171522"
"Ptges3l","PTGES3L","ENSMUSG00000097487","ENSG00000267060"
"Ptgfrn","PTGFRN","ENSMUSG00000027864","ENSG00000134247"
"Ptgr1","PTGR1","ENSMUSG00000028378","ENSG00000106853"
"Ptk7","PTK7","ENSMUSG00000023972","ENSG00000112655"
"Ptn","PTN","ENSMUSG00000029838","ENSG00000105894"
"Ptpn13","PTPN13","ENSMUSG00000034573","ENSG00000163629"
"Ptprf","PTPRF","ENSMUSG00000033295","ENSG00000142949"
"Pvalb","PVALB","ENSMUSG00000005716","ENSG00000100362"
"Pxmp2","PXMP2","ENSMUSG00000029499","ENSG00000176894"
"Pxylp1","PXYLP1","ENSMUSG00000043587","ENSG00000155893"
"Pyroxd2","PYROXD2","ENSMUSG00000060224","ENSG00000119943"
"Qsox1","QSOX1","ENSMUSG00000033684","ENSG00000116260"
"Rab15","RAB15","ENSMUSG00000021062","ENSG00000139998"
"Rab31","RAB31","ENSMUSG00000056515","ENSG00000168461"
"Rab36","RAB36","ENSMUSG00000020175","ENSG00000100228"
"Racgap1","RACGAP1","ENSMUSG00000023015","ENSG00000161800"
"Raet1d","RAET1E","ENSMUSG00000078452","ENSG00000164520"
"Rapgefl1","RAPGEFL1","ENSMUSG00000038020","ENSG00000108352"
"Rasd1","RASD1","ENSMUSG00000049892","ENSG00000108551"
"Rasgef1b","RASGEF1B","ENSMUSG00000089809","ENSG00000138670"
"Rasl10a","RASL10A","ENSMUSG00000034209","ENSG00000100276"
"Rasl10b","RASL10B","ENSMUSG00000020684","ENSG00000270885"
"Rassf5","RASSF5","ENSMUSG00000026430","ENSG00000266094"
"Rassf6","RASSF6","ENSMUSG00000029370","ENSG00000169435"
"Rbp4","RBP4","ENSMUSG00000024990","ENSG00000138207"
"Rbp7","RBP7","ENSMUSG00000028996","ENSG00000162444"
"Rcn3","RCN3","ENSMUSG00000019539","ENSG00000142552"
"Renbp","RENBP","ENSMUSG00000031387","ENSG00000102032"
"Retn","RETN","ENSMUSG00000012705","ENSG00000104918"
"Retnla","RETNLB","ENSMUSG00000061100","ENSG00000163515"
"Rftn2","RFTN2","ENSMUSG00000025978","ENSG00000162944"
"Rgs1","RGS1","ENSMUSG00000026358","ENSG00000090104"
"Rgs16","RGS16","ENSMUSG00000026475","ENSG00000143333"
"Rhbdl2","RHBDL2","ENSMUSG00000043333","ENSG00000158315"
"Rhod","RHOD","ENSMUSG00000041845","ENSG00000173156"
"Rin2","RIN2","ENSMUSG00000001768","ENSG00000132669"
"Ripk3","RIPK3","ENSMUSG00000022221","ENSG00000129465"
"Ripor3","RIPOR3","ENSMUSG00000074577","ENSG00000042062"
"Rnf112","RNF112","ENSMUSG00000010086","ENSG00000128482"
"Rnf180","RNF180","ENSMUSG00000021720","ENSG00000164197"
"Robo1","ROBO1","ENSMUSG00000022883","ENSG00000169855"
"Ror2","ROR2","ENSMUSG00000021464","ENSG00000169071"
"Rorc","RORC","ENSMUSG00000028150","ENSG00000143365"
"Ros1","ROS1","ENSMUSG00000019893","ENSG00000047936"
"Rprm","RPRM","ENSMUSG00000075334","ENSG00000177519"
"Rprml","RPRML","ENSMUSG00000046215","ENSG00000179673"
"Rrbp1","RRBP1","ENSMUSG00000027422","ENSG00000125844"
"Rspo1","RSPO1","ENSMUSG00000028871","ENSG00000169218"
"Rspo2","RSPO2","ENSMUSG00000051920","ENSG00000147655"
"Rtn2","RTN2","ENSMUSG00000030401","ENSG00000125744"
"Rtn4r","RTN4R","ENSMUSG00000043811","ENSG00000040608"
"Rubcnl","RUBCNL","ENSMUSG00000034959","ENSG00000102445"
"Runx1","RUNX1","ENSMUSG00000022952","ENSG00000159216"
"Runx1t1","RUNX1T1","ENSMUSG00000006586","ENSG00000079102"
"Runx2","RUNX2","ENSMUSG00000039153","ENSG00000124813"
"Runx3","RUNX3","ENSMUSG00000070691","ENSG00000020633"
"Rxrg","RXRG","ENSMUSG00000015843","ENSG00000143171"
"S1pr2","S1PR2","ENSMUSG00000043895","ENSG00000267534"
"Sall2","SALL2","ENSMUSG00000049532","ENSG00000165821"
"Sall4","SALL4","ENSMUSG00000027547","ENSG00000101115"
"Samd14","SAMD14","ENSMUSG00000047181","ENSG00000167100"
"Sapcd2","SAPCD2","ENSMUSG00000026955","ENSG00000186193"
"Sar1b","SAR1B","ENSMUSG00000020386","ENSG00000152700"
"Sbk2","SBK2","ENSMUSG00000030433","ENSG00000187550"
"Sbno2","SBNO2","ENSMUSG00000035673","ENSG00000064932"
"Scara3","SCARA3","ENSMUSG00000034463","ENSG00000168077"
"Scarf2","SCARF2","ENSMUSG00000012017","ENSG00000244486"
"Scml4","SCML4","ENSMUSG00000044770","ENSG00000146285"
"Scpep1","SCPEP1","ENSMUSG00000000278","ENSG00000121064"
"Scrn1","SCRN1","ENSMUSG00000019124","ENSG00000136193"
"Scube2","SCUBE2","ENSMUSG00000007279","ENSG00000175356"
"Sdc1","SDC1","ENSMUSG00000020592","ENSG00000115884"
"Sdc2","SDC2","ENSMUSG00000022261","ENSG00000169439"
"Sdc3","SDC3","ENSMUSG00000025743","ENSG00000162512"
"Sdk1","SDK1","ENSMUSG00000039683","ENSG00000146555"
"Sdk2","SDK2","ENSMUSG00000041592","ENSG00000069188"
"Sec16b","SEC16B","ENSMUSG00000026589","ENSG00000120341"
"Sec24d","SEC24D","ENSMUSG00000039234","ENSG00000150961"
"Sec61a1","SEC61A1","ENSMUSG00000030082","ENSG00000058262"
"Selenon","SELENON","ENSMUSG00000050989","ENSG00000162430"
"Sema4f","SEMA4F","ENSMUSG00000000627","ENSG00000135622"
"Sema4g","SEMA4G","ENSMUSG00000025207","ENSG00000095539"
"Serinc5","SERINC5","ENSMUSG00000021703","ENSG00000164300"
"Serpina3c","SERPINA3","ENSMUSG00000066361","ENSG00000196136"
"Serpine1","SERPINE1","ENSMUSG00000037411","ENSG00000106366"
"Serpinh1","SERPINH1","ENSMUSG00000070436","ENSG00000149257"
"Sertad4","SERTAD4","ENSMUSG00000016262","ENSG00000082497"
"Sfrp1","SFRP1","ENSMUSG00000031548","ENSG00000104332"
"Sh2d5","SH2D5","ENSMUSG00000045349","ENSG00000189410"
"Sh2d7","SH2D7","ENSMUSG00000046460","ENSG00000183476"
"Sh3bgr","SH3BGR","ENSMUSG00000040666","ENSG00000185437"
"Sh3gl1","SH3GL1","ENSMUSG00000003200","ENSG00000141985"
"Sh3gl2","SH3GL2","ENSMUSG00000028488","ENSG00000107295"
"Sh3pxd2b","SH3PXD2B","ENSMUSG00000040711","ENSG00000174705"
"Sh3rf3","SH3RF3","ENSMUSG00000037990","ENSG00000172985"
"Shank1","SHANK1","ENSMUSG00000038738","ENSG00000161681"
"Slc11a1","SLC11A1","ENSMUSG00000026177","ENSG00000018280"
"Slc15a3","SLC15A3","ENSMUSG00000024737","ENSG00000110446"
"Slc16a2","SLC16A2","ENSMUSG00000033965","ENSG00000147100"
"Slc16a4","SLC16A4","ENSMUSG00000027896","ENSG00000168679"
"Slc1a4","SLC1A4","ENSMUSG00000020142","ENSG00000115902"
"Slc22a3","SLC22A3","ENSMUSG00000023828","ENSG00000146477"
"Slc25a10","SLC25A10","ENSMUSG00000025792","ENSG00000183048"
"Slc25a34","SLC25A34","ENSMUSG00000040740","ENSG00000162461"
"Slc27a3","SLC27A3","ENSMUSG00000027932","ENSG00000143554"
"Slc2a10","SLC2A10","ENSMUSG00000027661","ENSG00000197496"
"Slc2a4","SLC2A4","ENSMUSG00000018566","ENSG00000181856"
"Slc2a6","SLC2A6","ENSMUSG00000036067","ENSG00000160326"
"Slc36a2","SLC36A2","ENSMUSG00000020264","ENSG00000186335"
"Slc37a2","SLC37A2","ENSMUSG00000032122","ENSG00000134955"
"Slc38a1","SLC38A1","ENSMUSG00000023169","ENSG00000111371"
"Slc38a4","SLC38A4","ENSMUSG00000022464","ENSG00000139209"
"Slc39a14","SLC39A14","ENSMUSG00000022094","ENSG00000104635"
"Slc39a6","SLC39A6","ENSMUSG00000024270","ENSG00000141424"
"Slc41a2","SLC41A2","ENSMUSG00000034591","ENSG00000136052"
"Slc44a3","SLC44A3","ENSMUSG00000039865","ENSG00000143036"
"Slc47a1","SLC47A1","ENSMUSG00000010122","ENSG00000142494"
"Slc6a13","SLC6A13","ENSMUSG00000030108","ENSG00000010379"
"Slc6a2","SLC6A2","ENSMUSG00000055368","ENSG00000103546"
"Slc6a7","SLC6A7","ENSMUSG00000052026","ENSG00000011083"
"Slc7a10","SLC7A10","ENSMUSG00000030495","ENSG00000130876"
"Slc7a4","SLC7A4","ENSMUSG00000022756","ENSG00000099960"
"Slc7a7","SLC7A7","ENSMUSG00000000958","ENSG00000155465"
"Slc9a2","SLC9A2","ENSMUSG00000026062","ENSG00000115616"
"Slc9a9","SLC9A9","ENSMUSG00000031129","ENSG00000181804"
"Slitrk1","SLITRK1","ENSMUSG00000075478","ENSG00000178235"
"Slitrk6","SLITRK6","ENSMUSG00000045871","ENSG00000184564"
"Slpi","SLPI","ENSMUSG00000017002","ENSG00000124107"
"Smco1","SMCO1","ENSMUSG00000046345","ENSG00000214097"
"Smim24","SMIM24","ENSMUSG00000078439","ENSG00000095932"
"Smim3","SMIM3","ENSMUSG00000038059","ENSG00000256235"
"Smox","SMOX","ENSMUSG00000027333","ENSG00000088826"
"Smpx","SMPX","ENSMUSG00000041476","ENSG00000091482"
"Sms","SMS","ENSMUSG00000071708","ENSG00000102172"
"Smtnl1","SMTNL1","ENSMUSG00000027077","ENSG00000214872"
"Smtnl2","SMTNL2","ENSMUSG00000045667","ENSG00000188176"
"Snai1","SNAI1","ENSMUSG00000042821","ENSG00000124216"
"Snai2","SNAI2","ENSMUSG00000022676","ENSG00000019549"
"Snca","SNCA","ENSMUSG00000025889","ENSG00000145335"
"Sncg","SNCG","ENSMUSG00000023064","ENSG00000173267"
"Sned1","SNED1","ENSMUSG00000047793","ENSG00000162804"
"Snrpn","SNRPN","ENSMUSG00000102252","ENSG00000128739"
"Soat1","SOAT1","ENSMUSG00000026600","ENSG00000057252"
"Socs1","SOCS1","ENSMUSG00000038037","ENSG00000185338"
"Socs3","SOCS3","ENSMUSG00000053113","ENSG00000184557"
"Sorcs2","SORCS2","ENSMUSG00000029093","ENSG00000184985"
"Sorl1","SORL1","ENSMUSG00000049313","ENSG00000137642"
"Sox4","SOX4","ENSMUSG00000076431","ENSG00000124766"
"Sox9","SOX9","ENSMUSG00000000567","ENSG00000125398"
"Sparc","SPARC","ENSMUSG00000018593","ENSG00000113140"
"Spata22","SPATA22","ENSMUSG00000112920","ENSG00000141255"
"Spata9","SPATA9","ENSMUSG00000021590","ENSG00000145757"
"Spdl1","SPDL1","ENSMUSG00000069910","ENSG00000040275"
"Sphk1","SPHK1","ENSMUSG00000061878","ENSG00000176170"
"Sphkap","SPHKAP","ENSMUSG00000026163","ENSG00000153820"
"Spink2","SPINK2","ENSMUSG00000053030","ENSG00000128040"
"Spp1","SPP1","ENSMUSG00000029304","ENSG00000118785"
"Spsb4","SPSB4","ENSMUSG00000046997","ENSG00000175093"
"Src","SRC","ENSMUSG00000027646","ENSG00000197122"
"Srd5a1","SRD5A1","ENSMUSG00000021594","ENSG00000145545"
"Srgap1","SRGAP1","ENSMUSG00000020121","ENSG00000196935"
"Srgap3","SRGAP3","ENSMUSG00000030257","ENSG00000196220"
"Srpx2","SRPX2","ENSMUSG00000031253","ENSG00000102359"
"Ssc5d","SSC5D","ENSMUSG00000035279","ENSG00000179954"
"Ssh3","SSH3","ENSMUSG00000034616","ENSG00000172830"
"St3gal6","ST3GAL6","ENSMUSG00000022747","ENSG00000064225"
"St8sia5","ST8SIA5","ENSMUSG00000025425","ENSG00000101638"
"Stab1","STAB1","ENSMUSG00000042286","ENSG00000010327"
"Stab2","STAB2","ENSMUSG00000035459","ENSG00000136011"
"Stac2","STAC2","ENSMUSG00000017400","ENSG00000141750"
"Stag3","STAG3","ENSMUSG00000036928","ENSG00000066923"
"Steap2","STEAP2","ENSMUSG00000015653","ENSG00000157214"
"Stil","STIL","ENSMUSG00000028718","ENSG00000123473"
"Stk32c","STK32C","ENSMUSG00000015981","ENSG00000165752"
"Stk36","STK36","ENSMUSG00000033276","ENSG00000163482"
"Sucnr1","SUCNR1","ENSMUSG00000027762","ENSG00000198829"
"Sulf1","SULF1","ENSMUSG00000016918","ENSG00000137573"
"Sulf2","SULF2","ENSMUSG00000006800","ENSG00000196562"
"Sv2c","SV2C","ENSMUSG00000051111","ENSG00000122012"
"Svip","SVIP","ENSMUSG00000074093","ENSG00000198168"
"Syn1","SYN1","ENSMUSG00000037217","ENSG00000008056"
"Syngap1","SYNGAP1","ENSMUSG00000067629","ENSG00000197283"
"Syt17","SYT17","ENSMUSG00000058420","ENSG00000103528"
"Tacr1","TACR1","ENSMUSG00000030043","ENSG00000115353"
"Tagap","TAGAP","ENSMUSG00000033450","ENSG00000164691"
"Tagln2","TAGLN2","ENSMUSG00000026547","ENSG00000158710"
"Tasl","TASL","ENSMUSG00000025058","ENSG00000120280"
"Tbc1d2b","TBC1D2B","ENSMUSG00000037410","ENSG00000167202"
"Tbx18","TBX18","ENSMUSG00000032419","ENSG00000112837"
"Tbxas1","TBXAS1","ENSMUSG00000029925","ENSG00000059377"
"Tcap","TCAP","ENSMUSG00000007877","ENSG00000173991"
"Tcfl5","TCFL5","ENSMUSG00000038932","ENSG00000101190"
"Tdrd9","TDRD9","ENSMUSG00000054003","ENSG00000156414"
"Tdrp","TDRP","ENSMUSG00000050052","ENSG00000180190"
"Tead2","TEAD2","ENSMUSG00000030796","ENSG00000074219"
"Tedc1","TEDC1","ENSMUSG00000037466","ENSG00000185347"
"Tekt1","TEKT1","ENSMUSG00000020799","ENSG00000167858"
"Tex38","TEX38","ENSMUSG00000044556","ENSG00000186118"
"Tfcp2l1","TFCP2L1","ENSMUSG00000026380","ENSG00000115112"
"Tfec","TFEC","ENSMUSG00000029553","ENSG00000105967"
"Tfpi2","TFPI2","ENSMUSG00000029664","ENSG00000105825"
"Tfrc","TFRC","ENSMUSG00000022797","ENSG00000072274"
"Tgfb1","TGFB1","ENSMUSG00000002603","ENSG00000105329"
"Tgfb1i1","TGFB1I1","ENSMUSG00000030782","ENSG00000140682"
"Tgfbr2","TGFBR2","ENSMUSG00000032440","ENSG00000163513"
"Thbs1","THBS1","ENSMUSG00000040152","ENSG00000137801"
"Thbs2","THBS2","ENSMUSG00000023885","ENSG00000186340"
"Thbs3","THBS3","ENSMUSG00000028047","ENSG00000169231"
"Thrsp","THRSP","ENSMUSG00000035686","ENSG00000151365"
"Thy1","THY1","ENSMUSG00000032011","ENSG00000154096"
"Ticrr","TICRR","ENSMUSG00000046591","ENSG00000140534"
"Timp1","TIMP1","ENSMUSG00000001131","ENSG00000102265"
"Timp2","TIMP2","ENSMUSG00000017466","ENSG00000035862"
"Timp4","TIMP4","ENSMUSG00000030317","ENSG00000157150"
"Tlcd4","TLCD4","ENSMUSG00000028132","ENSG00000152078"
"Tlr2","TLR2","ENSMUSG00000027995","ENSG00000137462"
"Tlr7","TLR7","ENSMUSG00000044583","ENSG00000196664"
"Tlr9","TLR9","ENSMUSG00000045322","ENSG00000239732"
"Tmc6","TMC6","ENSMUSG00000025572","ENSG00000141524"
"Tmem108","TMEM108","ENSMUSG00000042757","ENSG00000144868"
"Tmem116","TMEM116","ENSMUSG00000029452","ENSG00000198270"
"Tmem119","TMEM119","ENSMUSG00000054675","ENSG00000183160"
"Tmem132e","TMEM132E","ENSMUSG00000020701","ENSG00000181291"
