"gene_id","ENTREZID_1W","SYMBOL_1W","logFC_1W","FDR_1W","direction_1W","ENTREZID_4W","SYMBOL_4W","logFC_4W","FDR_4W","direction_4W","in_1W","in_4W","direction_relation","category","ENTREZID","SYMBOL"
"G10090_27800","100503386","Tpbgl",-1.36454581575929,9.14128230879963e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","100503386","Tpbgl"
"G10090_27803","16467","Atcay",-1.84059426116493,1.54483290196288e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","16467","Atcay"
"G10090_27804","170441","Slc2a10",1.37121298998405,5.91456899560886e-07,"Up","170441","Slc2a10",1.20545127988545,9.86362862066659e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","170441","Slc2a10"
"G10090_27810","23845","Clec5a",1.7201612062294,7.4024480270016e-07,"Up","23845","Clec5a",1.22072562538114,2.01694198548272e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","23845","Clec5a"
"G10090_27815","110173","Manba",1.06438916548771,1.56271692789427e-08,"Up","110173","Manba",1.09167609951701,9.31586935535236e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","110173","Manba"
"G10090_27825","14960","H2-Aa",1.42505526218633,5.36480762632007e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14960","H2-Aa"
"G10090_27827","239556","Cacna1i",-1.85927582149845,0.000132653433155718,"Down","239556","Cacna1i",-1.45378562577631,0.000800694555992568,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","239556","Cacna1i"
"G10090_27834","53857","Tuba8",-1.80024793756854,3.00654143748614e-06,"Down","53857","Tuba8",-1.15235215759554,0.000120586213465469,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","53857","Tuba8"
"G10090_27861","243300","Nyap1",1.30140758840013,0.000325940090025463,"Up","243300","Nyap1",1.00093000967603,0.00246388281174906,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","243300","Nyap1"
"G10090_27870","223254","Farp1",1.27827819334811,1.46227053718042e-08,"Up","223254","Farp1",1.10872332217261,2.09467827574293e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","223254","Farp1"
"G10090_27873","66111","Tmed3",1.32646610452907,5.49941836076975e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","66111","Tmed3"
"G10090_2789","18441","P2ry1",-1.18988424469682,1.08185183987974e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","18441","P2ry1"
"G10090_279","327655","Ppip5k1",-1.24815317846866,1.66863852546064e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","327655","Ppip5k1"
"G10090_27900","14063","F2rl1",1.19813617089871,3.82288820194064e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14063","F2rl1"
"G10090_27905","20292","Ccl11",-1.09337847772304,2.47771933928673e-07,"Down","20292","Ccl11",-1.01726287706166,6.34944893164168e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","20292","Ccl11"
"G10090_27922","11722","Amy1",-1.78141684053296,5.3935242427679e-09,"Down","11722","Amy1",-1.45900743534276,1.54017955733362e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","11722","Amy1"
"G10090_27928","54670","Atp8b1",1.17073267146806,9.94497393744869e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","54670","Atp8b1"
"G10090_27940","72155","Cenpn",1.37261533902587,1.41418834833251e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","72155","Cenpn"
"G10090_27941","214240","Disp2",3.35332355068698,5.02284949914883e-08,"Up","214240","Disp2",2.83125033230881,0.000536953018846436,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","214240","Disp2"
"G10090_2795","22634","Plagl1",2.66577853686837,8.27611428900954e-10,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","22634","Plagl1"
"G10090_27964","66414","Ndufa12",-1.4446530103819,1.31987190163804e-06,"Down","66414","Ndufa12",-1.00034667154531,0.00013367453951135,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","66414","Ndufa12"
"G10090_27969","68304","Poglut3",1.08174123055252,3.0745552745561e-07,"Up","68304","Poglut3",1.11934132781446,7.17189093691354e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","68304","Poglut3"
"G10090_2799","58187","Cldn10",1.51981122564418,3.37438217992373e-06,"Up","58187","Cldn10",1.023027582567,0.00193456615672254,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","58187","Cldn10"
"G10090_28","72607","Usp13",-1.4924529996172,0.000113050589389105,"Down","72607","Usp13",-1.00013363350781,0.00165610189063273,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","72607","Usp13"
"G10090_2801","14797","Tle5",-1.19679394399243,2.63946202271011e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14797","Tle5"
"G10090_28012","14194","Fh1",-1.43763888475788,3.0243220436376e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14194","Fh1"
"G10090_28017","13107","Cyp2f2",-1.27335468341843,0.00251446350348981,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","13107","Cyp2f2"
"G10090_28029","26568","Slc27a3",1.48181068148991,8.88110567256188e-08,"Up","26568","Slc27a3",1.06112860292368,0.000155870739617605,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","26568","Slc27a3"
"G10090_28034","67141","Fbxo5",1.22484515893513,2.08335683131013e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","67141","Fbxo5"
"G10090_28035","54601","Foxo4",-1.03624816066006,8.47725833778469e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","54601","Foxo4"
"G10090_2805","14268","Fn1",2.12619371141358,1.25009284067602e-06,"Up","14268","Fn1",3.1114096585538,4.44823186753004e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","14268","Fn1"
"G10090_28052","12217","Bsn",1.26233420222594,0.000250944916244818,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12217","Bsn"
"G10090_28063","11468","Actg2",2.4170603383658,3.89412370178167e-07,"Up","11468","Actg2",1.85072027385597,0.000975408290777253,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","11468","Actg2"
"G10090_28064","67968","Ooep",2.20967964938031,3.43019194084261e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","67968","Ooep"
"G10090_28092","70081","Zfp995",1.16472477868063,3.73067691294912e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","70081","Zfp995"
"G10090_28111","76261","Pgcka1",-1.15233053030705,3.05269678484882e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","76261","Pgcka1"
"G10090_28117",NA,NA,NA,NA,NA,"71932","Ephx3",1.07960021056374,0.000796998058773265,"Up",FALSE,TRUE,NA,"4W_only","71932","Ephx3"
"G10090_28120","268481","Krt222",-1.29425753677247,2.15137396903005e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","268481","Krt222"
"G10090_28131","140494","Atp6v0a4",1.35194942470045,0.00224562408339264,"Up","140494","Atp6v0a4",1.12388842733911,0.000550882550002469,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","140494","Atp6v0a4"
"G10090_28155","14570","Arhgdig",1.56684087853415,5.98180140660247e-07,"Up","14570","Arhgdig",1.41552739049339,0.00123643810513818,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","14570","Arhgdig"
"G10090_28178","12834","Col6a2",2.39282997856371,2.7901357987512e-09,"Up","12834","Col6a2",1.66249215382411,1.33831253155285e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","12834","Col6a2"
"G10090_28179","20345","Selplg",1.30848790060622,7.27942495843756e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20345","Selplg"
"G10090_28186","14129","Fcgr1",2.1870994255021,4.24151598010633e-10,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14129","Fcgr1"
"G10090_28191",NA,NA,NA,NA,NA,"12404","Cbln1",2.02014792478556,0.00172456409764409,"Up",FALSE,TRUE,NA,"4W_only","12404","Cbln1"
"G10090_28193","11668","Aldh1a1",-1.22691653846852,7.0764357060694e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","11668","Aldh1a1"
"G10090_2822","80884","Maged2",1.45180380598263,8.41321205093056e-11,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","80884","Maged2"
"G10090_28225","66570","Cenpm",2.53801812196262,6.24805677479729e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","66570","Cenpm"
"G10090_28232",NA,NA,NA,NA,NA,"13732","Emp3",1.18817306669993,6.80757557141439e-05,"Up",FALSE,TRUE,NA,"4W_only","13732","Emp3"
"G10090_28245","234404","Nxnl1",-1.75520498371385,0.00257451100122915,"Down","234404","Nxnl1",-1.43948936971868,0.0101525375316697,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","234404","Nxnl1"
"G10090_28247","217305","Cd300ld",1.73632673018053,4.49292500655486e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","217305","Cd300ld"
"G10090_28262","78354","Lypd8l",-4.65548457911763,6.2599885466664e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","78354","Lypd8l"
"G10090_28266","12516","Cd7",2.2106005264566,0.000105090444408698,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12516","Cd7"
"G10090_28269","66694","Uqcrfs1",-1.57094223485556,8.73732019760563e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","66694","Uqcrfs1"
"G10090_28271","17906","Myl2",-3.62976107539154,0.00634595558700046,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17906","Myl2"
"G10090_28275","65972","Ifi30",1.71466900729856,8.21691233240009e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","65972","Ifi30"
"G10090_2828","223433","Otulinl",2.04676300030563,8.00848977793701e-10,"Up","223433","Otulinl",1.24362006239372,1.87645879583537e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","223433","Otulinl"
"G10090_28287",NA,NA,NA,NA,NA,"13346","Des",-1.03580355183319,0.000324207149475396,"Down",FALSE,TRUE,NA,"4W_only","13346","Des"
"G10090_28290","17879","Myh1",-1.22616099961734,0.00369220006537816,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17879","Myh1"
"G10090_28306","21953","Tnni2",-1.82819862546135,2.46330589017909e-05,"Down","21953","Tnni2",-1.13541784469066,0.000340609093250701,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","21953","Tnni2"
"G10090_28333","14999","H2-DMb1",1.22662061530177,1.71237735717432e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14999","H2-DMb1"
"G10090_28338","66197","Cks2",2.72584748633044,3.38645629792787e-08,"Up","66197","Cks2",1.15731439419204,0.00223888847077967,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","66197","Cks2"
"G10090_28380","20555","Slfn1",1.23946285099878,0.00174940176744028,"Up","20555","Slfn1",-1.08855065133956,0.0020585959821363,"Down",TRUE,TRUE,"opposite_direction","shared_direction_discordant","20555","Slfn1"
"G10090_2839","74107","Cep55",3.63560691043636,3.11495459857037e-09,"Up","74107","Cep55",1.30187669339661,0.00163976316437444,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","74107","Cep55"
"G10090_28392","103466","Nt5dc3",-1.23481516533812,4.06174154812184e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","103466","Nt5dc3"
"G10090_28401",NA,NA,NA,NA,NA,"67815","Sec14l2",1.09730842080503,0.00209559226897454,"Up",FALSE,TRUE,NA,"4W_only","67815","Sec14l2"
"G10090_28427","243912","Hspb6",-1.07756220321598,0.00177095624966494,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","243912","Hspb6"
"G10090_28430","70021","Nt5dc2",3.96484156995703,3.12812585441073e-11,"Up","70021","Nt5dc2",3.69057489398773,2.4465006239506e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","70021","Nt5dc2"
"G10090_28436","66839","Dele1",-1.18445663194046,4.77449141439291e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","66839","Dele1"
"G10090_28452","68917","Hint2",-1.08369091755952,1.97394018364094e-09,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68917","Hint2"
"G10090_2846","71660","Rarres2",-1.00387114478739,0.00021721800168215,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","71660","Rarres2"
"G10090_28472",NA,NA,NA,NA,NA,"15898","Icam5",1.4194502458633,0.00165610189063273,"Up",FALSE,TRUE,NA,"4W_only","15898","Icam5"
"G10090_28475","55990","Fmo2",-1.29249531796701,1.30272914520414e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","55990","Fmo2"
"G10090_28480",NA,NA,NA,NA,NA,"93885","Pcdhb14",1.16131221336009,3.17010595851043e-05,"Up",FALSE,TRUE,NA,"4W_only","93885","Pcdhb14"
"G10090_28484","381823","Apold1",1.07004182652333,0.000649684948937495,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","381823","Apold1"
"G10090_2849","245350","AA414768",1.50236164575042,1.26088803257304e-08,"Up","245350","AA414768",1.39981825046738,2.93000709907795e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","245350","AA414768"
"G10090_28497","14221","Fjx1",1.50668267860237,6.71296239910927e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14221","Fjx1"
"G10090_28500","20603","Sms",-1.16810399750489,0.00108162150364887,"Down","20603","Sms",-1.20126830800039,0.000218239572655765,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","20603","Sms"
"G10090_28509","18442","P2ry2",-1.35130330168545,1.08447168005107e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","18442","P2ry2"
"G10090_28510","59011","Myoz1",-1.58096008396552,0.000129074503184005,"Down","59011","Myoz1",-1.09110307735371,0.000423668111020619,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","59011","Myoz1"
"G10090_28530","12766","Cxcr3",1.39216453659669,0.000105918472808316,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12766","Cxcr3"
"G10090_28532","319622","Itpripl2",1.1466562044598,1.98702254079767e-08,"Up","319622","Itpripl2",1.06712844421385,2.8069905731064e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","319622","Itpripl2"
"G10090_28549","216148","Shc2",1.04306354014704,3.48649554022559e-07,"Up","216148","Shc2",1.31237723638078,1.06606218689673e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","216148","Shc2"
"G10090_28557","15162","Hck",2.10700996073966,4.00440453619406e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","15162","Hck"
"G10090_2856","63953","Dusp10",-1.06781100491318,4.76294764391592e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","63953","Dusp10"
"G10090_2857","76872","Ccdc116",2.55368258694107,4.94706443268976e-06,"Up","76872","Ccdc116",1.15738287286824,0.000442336106658713,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","76872","Ccdc116"
"G10090_2858","21957","Tnnt3",-1.67800108791353,6.87140265398054e-05,"Down","21957","Tnnt3",-1.07029876640897,0.00050604939059177,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","21957","Tnnt3"
"G10090_2860","245450","Slitrk2",1.22428132430264,2.40881000784641e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","245450","Slitrk2"
"G10090_28607","55963","Slc1a4",2.48966713325446,1.04499553695253e-08,"Up","55963","Slc1a4",2.20890031703826,1.49516262082602e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","55963","Slc1a4"
"G10090_28609","78826","P2ry10",1.36182510801768,0.000934459434995263,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","78826","P2ry10"
"G10090_28623","14154","Fem1a",-1.40473833790049,1.41716587117907e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14154","Fem1a"
"G10090_28641","382571","Kcnf1",-2.60883414474031,7.31032550015644e-05,"Down","382571","Kcnf1",-1.51927287087042,0.00668179672500361,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","382571","Kcnf1"
"G10090_2869","67445","C1qtnf4",-1.27709450053309,6.2780836348136e-05,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","67445","C1qtnf4"
"G10090_28690","66824","Pycard",1.50844902173018,4.19975652797882e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","66824","Pycard"
"G10090_28699","70059","Degs2",1.24189744616147,2.85048665022766e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","70059","Degs2"
"G10090_28706","14712","Gnpat",-1.00389565538562,2.84872800037532e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14712","Gnpat"
"G10090_28734","93706","Pcdhgc3",1.03567851013936,2.40735856163779e-05,"Up","93706","Pcdhgc3",1.13051867597257,0.000105920215697697,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","93706","Pcdhgc3"
"G10090_28737","17427","Mns1",1.65460680949321,4.7630435988591e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","17427","Mns1"
"G10090_2875","66148","Dnajc15",-1.15488041405624,3.48348440510489e-07,"Down","66148","Dnajc15",-1.07498309709321,2.19250322710708e-06,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","66148","Dnajc15"
"G10090_28753",NA,NA,NA,NA,NA,"56222","Cited4",-1.10827122202041,0.00406924311065686,"Down",FALSE,TRUE,NA,"4W_only","56222","Cited4"
"G10090_28754",NA,NA,NA,NA,NA,"15200","Hbegf",1.62247644383265,1.10017374395046e-05,"Up",FALSE,TRUE,NA,"4W_only","15200","Hbegf"
"G10090_28775","12794","Cnih2",1.68351927196162,5.50004693562718e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12794","Cnih2"
"G10090_28783","52064","Coq5",-1.39504969068185,6.65280418907752e-08,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","52064","Coq5"
"G10090_28795","100504346","Ccl21f",1.29039969489949,0.000121744500649632,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","100504346","Ccl21f"
"G10090_2880","22029","Traf1",1.35348333249884,6.97683081754366e-06,"Up","22029","Traf1",1.37266153562471,4.05109230178522e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","22029","Traf1"
"G10090_28836","108672","Zdhhc15",1.77649609972348,1.84885865215078e-07,"Up","108672","Zdhhc15",1.28198042564984,1.49516262082602e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","108672","Zdhhc15"
"G10090_28861","20916","Sucla2",-1.42724415719802,2.38664904381273e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20916","Sucla2"
"G10090_28877","20419","Shcbp1",2.61710533984959,3.39457980002425e-09,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20419","Shcbp1"
"G10090_2888","233979","Tpcn2",1.57022915530178,3.83466880561545e-08,"Up","233979","Tpcn2",1.12920584254632,4.82363555211384e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","233979","Tpcn2"
"G10090_28887","330390","Mdfic2",1.19184325567697,0.00583199635726017,"Up","330390","Mdfic2",1.0578633528592,0.00177778038420103,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","330390","Mdfic2"
"G10090_28935","71679","Atp5pd",-1.01299777335331,4.39251404242597e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","71679","Atp5pd"
"G10090_28937","68943","Pink1",-1.32078862797414,7.8493741153517e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","68943","Pink1"
"G10090_28952","54612","Sfrp5",-1.21675299760217,0.000111395581548967,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","54612","Sfrp5"
"G10090_28957","105246904","Gm42102",-1.40781473168367,1.58798579500361e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","105246904","Gm42102"
"G10090_28968","80901","Cxcr6",2.39401762392081,1.00060176787587e-06,"Up","80901","Cxcr6",1.47786438024374,0.000178822433799535,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","80901","Cxcr6"
"G10090_28973","210719","Mkx",1.930055987931,4.04216929838089e-06,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","210719","Mkx"
"G10090_2898","212937","Tifab",1.60325713274791,1.2362331005295e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","212937","Tifab"
"G10090_28981","100504239","Ccl21e",1.08394607301331,0.000173568843647014,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","100504239","Ccl21e"
"G10090_29005","18476","Pafah1b3",1.67089610614092,3.82304256944939e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","18476","Pafah1b3"
"G10090_29007","225845","Plaat3",-1.64332164493508,4.05410191740255e-09,"Down","225845","Plaat3",-1.38649717353213,2.01327870171073e-06,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","225845","Plaat3"
"G10090_29018","110826","Etfb",-1.207297459038,2.7028575848261e-09,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","110826","Etfb"
"G10090_29020","20510","Slc1a1",-1.47601090952684,2.91042811427492e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","20510","Slc1a1"
"G10090_29031","67856","Echdc3",-1.42374645343187,2.00058209048194e-10,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","67856","Echdc3"
"G10090_29044","24053","Sgcg",-1.14372634517534,0.000170993831138459,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","24053","Sgcg"
"G10090_29050","12835","Col6a3",2.49398642270258,1.92949873752561e-09,"Up","12835","Col6a3",1.70882618476035,1.92062728345938e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","12835","Col6a3"
"G10090_29071","71452","Ankrd40",-1.05069266411835,4.48724404551429e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","71452","Ankrd40"
"G10090_29077","16551","Kif11",2.45523768051161,1.88557333927901e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","16551","Kif11"
"G10090_2911","319179","H2bc6",-1.8637338230638,4.09198337338291e-10,"Down","319179","H2bc6",-1.2112401326741,3.58610415237843e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","319179","H2bc6"
"G10090_29116","19249","Ptpn13",1.19122326650717,4.78461110276955e-07,"Up","19249","Ptpn13",1.11492810600288,4.69781683380482e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","19249","Ptpn13"
"G10090_29125","16411","Itgax",1.93858679637773,9.55986785355271e-07,"Up","16411","Itgax",1.15896696409126,0.000340278382645838,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","16411","Itgax"
"G10090_2913","234356","Csgalnact1",2.22311336473832,2.93243325525024e-10,"Up","234356","Csgalnact1",1.7275634030188,1.55378304083331e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","234356","Csgalnact1"
"G10090_29149","12123","Hrk",-2.24882252647798,5.99336708253533e-06,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","12123","Hrk"
"G10090_29151","100043125","Cd300ld5",2.01501043806377,5.55126170266164e-06,"Up","100043125","Cd300ld5",1.19967364939468,0.00169072853126719,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","100043125","Cd300ld5"
"G10090_29159","18817","Plk1",2.50571445180965,6.60000381204688e-08,"Up","18817","Plk1",1.0431569584136,0.00238331703741574,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","18817","Plk1"
"G10090_2916","26457","Slc27a1",-1.54131755067541,1.81298520143678e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","26457","Slc27a1"
"G10090_2918","14402","Gabrb3",3.97557529605182,8.88110567256188e-08,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","14402","Gabrb3"
"G10090_29190","209966","Pgbd5",-1.32614974556149,0.0017346538566812,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","209966","Pgbd5"
"G10090_29194","225638","Alpk2",-2.14082648039145,1.08296351450294e-05,"Down","225638","Alpk2",-1.21140793986023,0.00116348500689976,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","225638","Alpk2"
"G10090_2921","27007","Klrk1",1.62972674984456,1.53197786675724e-05,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","27007","Klrk1"
"G10090_29217","20568","Slpi",5.40599382121547,1.84208816989036e-06,"Up","20568","Slpi",3.65445553324323,3.84714157601646e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","20568","Slpi"
"G10090_29218","11854","Rhod",2.22456859920829,1.47997488138219e-08,"Up","11854","Rhod",1.36120029904806,0.000227465543614745,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","11854","Rhod"
"G10090_29256","68797","Pdgfrl",2.28372110892534,8.03430847493604e-08,"Up","68797","Pdgfrl",1.55759843063618,2.70165638143999e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent","68797","Pdgfrl"
"G10090_2926","14120","Fbp2",-2.11501555343365,5.14341194256123e-07,"Down","14120","Fbp2",-1.22525132063906,0.00186884956616037,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","14120","Fbp2"
"G10090_29273",NA,NA,NA,NA,NA,"26941","Nherf1",1.07924691629072,3.21544121420169e-05,"Up",FALSE,TRUE,NA,"4W_only","26941","Nherf1"
"G10090_29297","108167806","Gm46221",1.92702825157133,3.35237696078292e-07,"Up",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","108167806","Gm46221"
"G10090_29302","11946","Atp5f1a",-1.34276514229395,2.77859183347323e-07,"Down",NA,NA,NA,NA,NA,TRUE,FALSE,NA,"1W_only","11946","Atp5f1a"
"G10090_29304","18534","Pck1",-2.58030560468634,5.6014042085096e-06,"Down","18534","Pck1",-1.69016831082517,0.00011332519714099,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent","18534","Pck1"
"G10090_29343",NA,NA,NA,NA,NA,"58176","Rhbg",-2.28055581568771,0.00050368357474118,"Down",FALSE,TRUE,NA,"4W_only","58176","Rhbg"
