"gene_id","GSM7140486_CON1_synovium","GSM7140491_CON2_synovium","GSM7140495_CON3_synovium","GSM7140500_CON4_synovium","GSM7140502_CON5_synovium","GSM7140507_CON6_synovium","GSM7140511_CON7_synovium","GSM7140516_CON8_synovium","GSM7140518_CON9_synovium","GSM7140523_CON10_synovium","GSM7140527_CON11_synovium","GSM7140532_CON12_synovium","GSM7140487_ACLT1_synovium","GSM7140488_ACLT2_synovium","GSM7140489_ACLT3_synovium","GSM7140490_ACLT4_synovium","GSM7140492_ACLT5_synovium","GSM7140493_ACLT6_synovium","GSM7140494_ACLT7_synovium","GSM7140496_ACLT8_synovium","GSM7140497_ACLT9_synovium","GSM7140498_ACLT10_synovium","GSM7140499_ACLT11_synovium","GSM7140501_ACLT12_synovium","GSM7140503_RECON1_synovium","GSM7140504_RECON2_synovium","GSM7140505_RECON3_synovium","GSM7140506_RECON4_synovium","GSM7140508_RECON5_synovium","GSM7140509_RECON6_synovium","GSM7140510_RECON7_synovium","GSM7140512_RECON8_synovium","GSM7140513_RECON9_synovium","GSM7140514_RECON10_synovium","GSM7140515_RECON11_synovium","GSM7140517_RECON12_synovium","GSM7140519_REPAIR1_synovium","GSM7140520_REPAIR2_synovium","GSM7140521_REPAIR3_synovium","GSM7140522_REPAIR4_synovium","GSM7140524_REPAIR5_synovium","GSM7140525_REPAIR6_synovium","GSM7140526_REPAIR7_synovium","GSM7140528_REPAIR8_synovium","GSM7140529_REPAIR9_synovium","GSM7140530_REPAIR10_synovium","GSM7140531_REPAIR11_synovium","GSM7140533_REPAIR12_synovium"
"ENSSSCG00000030269",2.530827,0.573962,0.439078,0.306527,0.722527,1.081381,1.119294,1.604561,0.626048,2.402789,0.402139,1.536204,1.299166,0.69309,0.988014,0.325457,0.422609,0.767308,1.345604,1.409296,0.512116,2.496753,0.629993,2.048202,0.436799,0.603107,0.576637,0.35952,0.584739,0.281963,0.40057,0.290122,1.057774,1.490966,1.664114,1.776504,0.721289,0.1363,0.529538,1.097167,0.588484,1.766364,0.694362,0.351227,0.695622,0.507924,1.135186,1.049992
"ENSSSCG00000030271",0.798511,1.535135,0,0.252638,0.072724,0.135595,0.105579,0.13232,0.10228,0.046727,0.19356,0.027481,0.191227,0,1.016436,0.10226,0,0.090642,1.125915,0.147123,0.086726,1.39444,0.687091,0.298404,0,0.100906,0.172509,0.021103,0.035152,1.570628,0.157612,0.945039,1.101124,0.021092,0.216728,0.025648,0.07541,0.961104,0.080068,0.112287,0.132333,0,0.089323,0.045117,1.028541,0,0.127668,1.719644
"ENSSSCG00000030274",24.090949,21.038619,29.279792,34.206253,25.395894,35.676525,33.747517,38.298475,40.774286,45.799002,8.156899,43.562159,7.8236,19.357501,15.370833,14.691967,17.341066,27.290222,3.692842,21.971028,16.280341,25.693658,4.7854,13.050593,5.763748,18.105307,4.502184,12.674458,10.20796,15.951957,10.682788,7.71902,30.75187,27.847698,29.00021,3.755967,20.061583,9.6594,23.276968,11.697475,12.334702,5.809552,40.810675,8.484446,14.141088,30.192733,18.292964,35.998988
"ENSSSCG00000030277",12.882078,13.110528,15.491806,16.858604,9.097911,12.224818,16.182799,15.909734,9.893125,15.789972,6.760023,15.151661,10.884212,13.700072,6.332922,8.265003,10.597086,7.759668,14.188939,13.641054,14.465158,16.929122,5.956135,12.350698,16.912817,13.709527,14.935532,14.012709,6.472039,12.226365,6.466041,12.663946,13.012458,9.748374,12.50898,11.210378,12.175284,14.173985,9.38628,9.314058,19.462784,8.287812,16.416748,9.021773,10.064534,8.305617,9.251407,11.910262
"ENSSSCG00000030278",10.099113,7.411873,11.47535,8.989973,12.050458,9.758632,5.625433,8.277351,8.910013,7.736144,15.453833,7.818858,10.302132,5.31416,19.710361,11.377168,12.001104,12.052994,10.816298,12.17746,19.147395,16.819389,16.198298,12.795283,10.183866,11.850296,11.294532,11.50671,21.399679,10.888621,9.331037,15.605794,13.891864,9.89289,14.527681,11.912996,10.690222,12.504461,12.343597,13.740255,9.894861,15.148708,8.465701,18.517111,9.137251,22.107848,9.935093,8.128846
"ENSSSCG00000030283",5.698989,4.449938,5.458647,7.882928,3.52821,5.702647,7.776739,5.727154,3.666323,6.090198,5.335711,3.778605,5.287574,7.167221,6.565262,6.01354,5.88217,6.771175,5.766503,6.599098,9.825208,7.829985,5.42257,3.462496,6.71019,8.962978,7.074858,9.876166,7.878808,6.883918,6.320636,4.945011,8.773535,6.760227,5.657012,6.412557,4.726543,7.964146,9.186081,7.030724,6.666747,6.15403,5.89235,6.698723,5.904744,8.23129,4.528338,7.571766
"ENSSSCG00000030284",22.651359,27.648754,23.326599,18.860965,22.352287,25.198962,25.198101,16.042992,31.266662,28.424252,29.03826,21.940101,18.81623,25.732569,25.426759,28.13863,23.810759,17.827101,18.66877,15.343467,24.032894,24.113645,17.31427,19.682629,24.089962,21.409326,20.147634,32.010333,22.996659,27.072567,23.590384,22.431189,29.552596,24.17442,20.4114,32.179841,25.289624,30.307172,29.817245,30.241664,23.282423,20.836106,33.748401,24.301368,26.618756,23.183899,25.740428,17.799246
"ENSSSCG00000030289",72.599629,70.522672,64.562314,72.597956,61.560188,84.3579,64.486002,69.293066,64.172316,53.157779,87.75934,56.384477,75.520225,76.704626,102.285053,79.39108,79.100156,77.034339,100.595489,68.863241,92.686457,64.251286,97.322374,61.395103,95.991885,91.185162,93.267327,88.301478,105.583072,88.594335,84.789325,75.76048,86.767927,89.817214,91.757342,97.669506,79.542651,82.04405,73.237477,71.868322,93.189313,93.983544,68.458584,88.857907,81.518179,82.747242,75.011485,64.32085
"ENSSSCG00000030291",49.733371,39.976676,36.733482,34.852657,30.780645,38.67428,37.469072,35.869445,39.392742,36.508715,21.887539,36.471002,27.587765,32.380927,24.82234,26.706766,29.085138,26.237861,38.737397,28.678594,31.097161,37.98404,26.95925,26.588253,32.504363,31.722955,31.591045,35.83356,19.962846,30.745525,36.648907,27.697917,34.53383,25.438634,32.883485,30.366899,31.787676,31.470644,32.280609,25.727335,40.457079,25.816285,35.714646,23.660123,27.683101,28.902667,30.745057,32.751106
"ENSSSCG00000030294",12.971801,9.008778,10.859632,9.041187,8.337833,11.090714,10.75402,8.95196,10.31666,10.951622,8.491623,10.177957,8.765543,12.354728,8.723132,7.554704,10.575043,7.532703,13.948876,8.297123,10.563269,10.037979,8.124183,5.891497,12.312172,11.469498,12.245643,12.401318,5.627125,9.428226,11.277952,9.589825,9.724905,7.659935,12.605677,7.875585,10.795133,12.398117,11.041905,8.009779,15.671183,8.040945,9.819652,9.18429,9.601726,7.061724,9.695552,7.026231
"ENSSSCG00000030295",49.269954,54.902027,46.584751,42.838483,45.445062,50.047917,48.753027,42.55317,44.820429,38.776661,53.964317,43.003572,49.538031,49.265288,63.323866,56.207324,58.922367,48.537257,57.191688,50.097484,61.632883,44.303503,54.492663,39.778873,61.260429,58.876687,51.862441,59.85841,57.49222,53.366119,60.821804,51.733851,55.145294,49.494408,52.025137,42.652941,52.717946,52.336011,43.742429,58.09552,47.199712,50.543727,56.380954,57.633667,54.877822,54.889458,56.43815,45.821901
"ENSSSCG00000030300",71.90532,191.45137,19.317418,314.449829,522.842473,108.661107,156.599481,537.360452,443.800414,266.756245,3100.165787,78.312911,137.134555,277.122778,510.01727,325.909226,1365.349227,665.372064,84.920099,195.910961,571.133788,146.974014,121.77992,441.051469,189.828754,992.813024,140.214745,937.445279,729.363034,311.660968,410.207362,494.074867,132.125147,914.395199,359.057424,229.753762,813.900799,219.095438,1031.568481,2555.951138,19.656476,3358.558278,205.923635,670.480792,316.218192,807.209049,1421.621351,1775.114222
"ENSSSCG00000030303",0,0,0.101978,0.210356,0.072616,0,0.237889,0.092917,0,0,0.055047,0.185763,0.26485,0.201591,0,0,0.164715,0.055699,0.072808,0.056281,0,0,0,0,0,0,0.180055,0,0.042798,0.080296,0,0.361872,0,0,0,0,0.157758,0,0,0.056996,0,0,0.131434,0.066459,0.063988,0,0.122613,0
"ENSSSCG00000030305",1.703222,0.558878,1.133669,0,0.562612,1.329383,1.145892,1.326151,0.728649,0.623573,0.359506,1.4844,7.43574,5.838946,0.427876,0,0,1.03208,0.345389,8.273048,1.165463,0.517971,0,0,0.495628,1.133151,0.851373,0.083101,1.305448,0,0.407493,7.138524,1.253104,1.517216,2.405948,0,0.352393,2.064436,0,2.309079,0,1.451994,0.625377,0.502465,0.381848,1.153841,5.491625,0
"ENSSSCG00000030309",118.453034,103.4819,95.434412,104.399625,98.41889,102.552526,115.664217,117.253746,98.925656,109.114177,51.120565,107.613016,54.844236,63.589816,60.206952,67.698317,68.362645,54.10391,94.46585,76.189094,69.238697,86.269174,65.33707,55.597325,61.657404,70.911117,56.034714,72.917014,65.387226,87.056494,78.482699,60.497075,76.126298,112.267809,73.29195,66.488867,80.671133,76.441927,87.775277,46.693142,110.81474,74.491467,113.119645,54.655635,93.966864,65.042988,84.731609,78.02168
"ENSSSCG00000030318",46.910243,49.962606,63.562355,40.767762,53.900494,49.172419,44.739105,40.065495,59.26578,44.544746,52.456693,43.000754,30.426745,30.459471,34.21201,34.855897,42.108299,36.163314,38.02607,37.993123,42.751454,42.050076,43.817929,49.434725,43.268049,34.524368,40.495952,37.051345,33.498145,47.074684,47.363676,33.285866,40.796855,46.273025,60.672435,35.485593,55.757338,44.351992,36.312391,56.841426,46.860576,58.403696,42.14692,43.08183,47.392288,50.124597,39.601306,39.311887
"ENSSSCG00000030326",20.095099,18.804251,23.854678,23.420301,22.24296,25.293579,26.047753,22.934689,21.355635,23.904972,15.712692,23.201285,16.661882,25.343197,19.805102,23.224141,21.133981,19.635646,16.380419,15.602631,23.723479,27.805086,13.870118,16.518684,17.526381,20.059044,24.545703,24.606257,19.403473,21.855772,21.28501,16.417455,28.213176,22.63466,35.162101,22.917574,18.917213,28.606623,27.149635,22.948006,21.258228,22.766022,19.818043,24.331722,19.616911,20.673286,26.114364,22.059401
"ENSSSCG00000030328",50.693677,78.305831,74.875172,54.024377,82.994309,71.861516,81.872893,56.28429,77.360506,64.845146,98.047577,71.849088,58.541298,73.97911,70.363705,91.366417,63.320685,58.62974,79.037503,61.12934,73.222263,63.634879,64.269452,77.206866,69.782799,78.06743,72.406414,82.915817,68.27642,71.327989,79.110183,71.797338,60.374511,90.203474,57.212096,81.258019,80.417814,66.502356,61.369754,92.18269,60.800291,75.065433,87.240989,75.981018,83.467528,72.676455,70.665804,79.180317
"ENSSSCG00000030335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098385,0,0
"ENSSSCG00000030337",6.600145,5.594469,7.160647,5.780522,2.637867,4.447487,5.070664,5.061198,3.762612,3.446088,2.326591,2.723443,7.044641,8.129895,4.586029,2.534143,5.08247,5.191039,9.376495,5.535894,8.122595,8.46559,3.259503,6.171647,9.048706,7.063301,11.867425,8.506384,3.811259,9.765088,2.920092,10.022158,7.932599,3.906447,8.728971,9.89003,8.887051,7.605361,6.55572,4.32428,13.780629,5.5616,6.088519,6.407225,4.473405,5.13999,4.741979,3.378533
"ENSSSCG00000030343",34.937881,37.59441,38.455303,35.190006,38.237679,47.202973,51.342396,49.838013,58.059526,61.710987,33.233142,53.508928,29.289084,27.877609,22.232402,39.143538,28.732389,27.12139,18.230996,28.62219,27.996356,42.296079,17.156956,27.929545,26.137137,27.796431,22.68333,27.753814,18.115093,27.335802,30.290384,29.431041,38.791351,33.633721,23.180074,22.771108,26.333612,27.91763,38.526917,47.315622,29.044179,23.748749,32.284154,20.58447,27.75337,46.621169,32.419727,43.336786
"ENSSSCG00000030345",0.09066,0,0.127359,0,0,0.16192,0.096266,0.229849,0.132359,0.249854,0,0.113568,0.818379,0.324286,0.06176,0,0,0,0.296034,0,0,0.681746,0.225451,0.291447,0.324112,0.035585,0.378135,0.596192,0.067881,0,0.374357,0.082238,0.516146,0,0.752112,0.281047,0.21142,0.364492,0.234135,0.19963,0.611718,0.111231,0.220804,0.280049,0,0,0.264068,0.241925
"ENSSSCG00000030350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08054,0,0,0,0,0,0,0,0
"ENSSSCG00000030351",7.498923,2.269583,4.832307,3.960457,3.03901,5.626389,4.417393,6.30147,5.005121,4.690502,2.357473,3.899576,2.863231,3.41178,2.526131,3.373455,2.377195,2.124726,2.864558,4.156646,3.79883,3.015089,1.126641,1.544772,4.918751,3.436657,3.80609,4.527335,3.191136,3.768321,0.656664,5.631643,2.575884,2.47489,2.756743,3.946746,4.020049,4.353837,2.448344,2.259294,2.554208,1.387788,4.999379,3.320697,4.424905,2.823719,3.182961,2.977918
"ENSSSCG00000030354",42.046157,40.06521,38.551308,42.095856,44.524812,42.045309,36.647049,45.896631,43.708948,41.260612,51.028814,44.730474,41.180692,35.829511,64.487012,52.408157,41.543911,47.580203,37.265452,43.752787,49.685548,48.249498,34.830278,41.685393,39.91459,48.43899,37.554464,47.371244,49.249217,44.485269,42.914824,38.9,49.238114,48.473432,40.317198,33.953947,43.68994,38.735648,43.192095,44.45608,41.369318,51.225945,37.030222,42.279252,42.260941,50.892707,38.876291,38.983934
"ENSSSCG00000030358",14.897626,12.372918,14.08282,11.57288,7.785937,11.243374,12.196441,13.018401,11.185322,16.867199,7.367294,11.521597,11.032595,15.895381,7.843859,12.851564,10.74431,9.032171,14.187052,13.285567,9.739324,16.428324,9.397424,12.458624,14.304746,13.953239,15.070477,16.925253,7.488561,15.153046,10.023098,14.012627,10.90566,13.330587,14.656275,9.701333,14.217306,12.928501,14.380323,8.287802,16.538362,8.935564,15.230707,9.560526,9.84125,14.23025,11.636129,11.916428
"ENSSSCG00000030359",41.981509,23.086021,31.415811,16.052833,16.863909,19.904068,20.918085,20.366487,27.841823,17.610219,21.154247,17.645785,24.896844,22.244276,21.556162,11.393134,18.942356,13.858972,26.883993,17.432436,18.027367,27.143073,20.603102,14.938836,25.310236,17.066925,27.963771,19.9954,14.627927,16.004767,16.772104,22.40258,15.464788,12.752166,10.197272,20.197476,16.74478,19.261518,18.616675,15.896918,23.841903,12.77696,25.557919,19.912127,18.802506,14.104684,12.691003,16.047542
"ENSSSCG00000030361",2.42853,1.868888,2.431666,2.33817,1.237845,1.669069,1.920458,1.257037,1.320437,0.985095,2.017048,0.688,3.669775,4.484098,2.293628,1.134555,1.488467,1.256158,5.024958,3.622071,2.757388,2.413734,2.407755,0.493172,4.697693,3.729381,1.457935,1.527397,1.053462,2.389242,1.360137,5.293295,1.138884,1.590173,0.239729,2.107564,1.758131,2.433987,2.473117,1.579345,2.984262,5.935784,2.227864,4.02832,1.955761,1.22252,1.883915,1.422142
"ENSSSCG00000030362",37.152316,21.463155,30.147849,32.468384,20.755881,25.583337,23.011297,29.222719,23.738622,21.527261,14.720816,22.985213,14.141732,21.499256,18.297293,22.735367,22.989478,20.655932,15.455811,24.26591,23.63232,33.347617,8.738931,20.42324,15.543711,26.652369,17.124932,22.464971,11.113045,21.972392,15.466743,13.41334,31.06815,18.279212,35.743493,8.709131,23.002589,18.956924,25.778561,19.103938,15.321236,14.687236,24.366424,13.208647,22.169403,25.252149,25.464511,14.335447
"ENSSSCG00000030368",0,0,0.662954,0.841561,0,0,0,0,0.808341,0.82106,0,0,0,0.212367,0.320849,0,0,0,0,0,0,0.565141,0,0,0,0,1.123794,0.66986,0,0,0,0.383906,0.365674,0,0,0.055372,0,0,0,0.536549,0.98243,0,0,0,0,1.102112,0,0.489694
"ENSSSCG00000030369",25.051455,27.797046,24.062267,16.05405,23.43321,26.09852,20.97548,18.139866,24.218811,23.184202,24.521707,24.69921,21.238757,22.741207,24.145037,28.491664,21.210285,21.601646,29.364208,20.514604,33.199428,20.377464,17.225292,14.339824,25.390701,27.281091,30.845072,31.987679,20.733986,17.613192,20.6303,23.397609,22.541738,20.744883,17.002453,19.580925,22.309872,23.228081,23.668606,26.895253,21.62332,21.809087,25.157806,22.191664,23.369537,22.220276,23.493859,20.527349
"ENSSSCG00000030371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000030373",70.501579,66.149848,64.200843,70.975658,56.450106,59.167388,61.144509,66.176662,62.078488,58.051574,80.602386,63.21883,61.165689,68.008249,78.293285,76.454849,71.182747,61.084677,76.218651,65.825838,68.892268,78.464703,87.927024,57.407588,81.601213,77.590228,73.43903,87.36733,96.717151,67.099204,79.590484,65.727544,69.843521,82.602782,67.873888,81.704643,73.000485,67.136579,81.92044,76.504387,83.193074,68.727984,61.165614,74.106777,78.002354,80.945833,76.031174,51.22305
"ENSSSCG00000030378",16.071931,14.382466,18.504769,21.816748,16.807569,15.286511,24.306775,18.100246,17.298359,20.755936,11.372396,21.908974,14.657772,16.110864,21.381233,19.883458,18.598986,28.144281,15.026508,21.104561,29.383833,17.445328,17.57547,15.138195,21.763362,22.352378,23.969761,24.969017,14.779168,13.19366,12.136229,20.253907,15.509679,16.915364,13.098172,12.76302,19.577614,19.364859,19.231835,20.541802,17.213544,21.184255,18.796013,17.85892,13.832932,30.286251,13.986116,15.716595
"ENSSSCG00000030386",23.582889,21.197176,19.417822,17.143004,16.102212,25.463345,16.120224,16.229232,16.844887,18.009208,18.24579,19.646521,15.388444,17.21624,21.382157,18.63272,19.970841,14.311132,21.269219,15.836,22.905498,20.597183,15.62265,12.181309,17.279609,15.702295,16.40144,20.670159,15.376618,19.217905,20.38364,17.934976,24.995979,15.600578,19.918884,12.734189,15.228587,17.108967,15.648145,19.350629,22.116485,14.172842,19.168228,15.570625,18.17163,15.183559,19.718843,18.414672
"ENSSSCG00000030388",1.185079,0.85649,0.963124,1.54496,0.581385,1.216503,0.457395,0,1.248759,0.750974,1.433454,0,1.477018,0.942074,1.159866,1.013154,1.242438,1.960936,2.464246,1.443517,1.101221,0.829251,0.943911,0,0.723482,1.118606,0.681486,2.178554,1.053754,0,0.127569,2.381449,0.730911,0,0.547342,0,1.447883,0.280919,0.147564,1.553248,1.239165,2.064201,0.976267,1.279806,1.070009,1.002123,3.167131,0.760522
"ENSSSCG00000030395",7.63495,3.918703,4.773473,4.33604,3.15404,6.509162,5.05064,4.60844,5.337475,5.784357,1.01773,6.395873,1.381196,1.017845,0.937093,2.165645,1.750908,3.660859,2.011909,1.649699,1.753225,1.79451,1.812361,2.637203,1.170893,1.637262,2.08184,0.979855,4.335719,2.110221,1.833836,0.660927,2.472593,1.227106,2.131852,1.85779,0.586405,1.899999,3.397466,1.687008,4.986149,3.144566,3.758809,0.814745,1.874473,3.883884,2.325812,3.127221
"ENSSSCG00000030396",95.468676,91.419201,82.546724,106.734714,92.92515,117.064471,94.848754,98.867719,79.308872,86.689364,81.247431,94.883477,75.54802,90.090612,89.450477,87.919015,103.457109,83.187442,85.54841,89.243404,90.155731,91.256099,73.688571,82.097131,89.879773,88.392321,79.584456,100.37149,85.090462,102.812194,101.894071,64.560794,88.956965,102.953706,103.067435,107.540649,88.451281,91.828998,93.009936,81.773101,111.117423,80.648453,85.321923,85.841699,90.736402,102.104252,90.239235,106.467918
"ENSSSCG00000030408",24.536579,17.433093,19.405691,20.834067,18.666369,27.906439,13.86305,16.239967,16.317475,19.224644,17.647035,21.361513,9.656984,11.354281,19.120619,13.750021,15.285955,21.261124,9.675678,11.708626,13.491015,11.115244,5.252763,8.277609,8.922979,9.082688,11.646062,21.301768,9.895947,13.116565,9.867675,17.524482,23.63784,11.214374,15.601008,7.220339,11.917529,12.77232,16.263633,22.316282,12.66196,10.795977,19.380452,8.840407,12.327951,18.314494,20.45785,9.190756
"ENSSSCG00000030413",40.78773,39.091195,37.561241,47.882215,33.48083,44.123617,43.01829,49.087135,34.254271,39.646889,30.795633,46.08493,34.043148,35.127318,54.793411,53.76131,48.060499,39.231897,34.44254,43.44471,46.763174,46.32625,43.553848,26.859852,37.860392,36.326736,32.203007,40.96175,48.156255,41.622528,44.154561,34.515706,53.202329,45.210328,47.184222,34.705134,32.570196,41.8922,39.398322,38.652628,43.191539,38.492695,35.433219,36.404916,39.033297,47.601882,37.957879,38.051514
"ENSSSCG00000030415",8.003231,10.459253,11.862445,7.777107,8.285879,10.535668,8.109953,8.135639,9.236991,9.777711,10.040579,9.508535,8.699622,11.615139,6.934011,9.239991,9.728459,11.669006,8.150019,11.015692,13.134703,9.981599,5.739479,6.59751,8.290049,9.929694,12.18703,11.167308,5.607434,7.818589,7.320054,11.515604,13.074758,8.492625,11.998871,7.130633,8.254847,10.540891,8.350036,16.294738,8.636265,7.560187,14.472288,10.036796,8.913874,10.608067,13.223023,13.6783
"ENSSSCG00000030420",0,18.458475,13.834963,12.910902,22.501558,20.055115,20.888876,18.119249,23.458159,13.158411,28.467865,10.074083,14.646779,13.891233,37.017377,17.428981,11.656192,7.441597,12.249406,14.350417,15.913267,0,13.306371,0,19.218399,14.896214,10.025051,14.832493,19.374529,20.931452,24.93013,12.204152,10.246159,12.433235,16.903237,21.737633,13.307848,18.456205,14.413899,23.791356,7.812223,21.400914,10.016134,19.636731,20.993675,9.930339,16.751637,13.218876
"ENSSSCG00000030421",69.227427,56.679648,77.814317,65.338583,55.373661,70.841465,66.549548,64.741929,60.494549,71.074694,60.041984,61.147008,64.62133,77.270856,60.260068,60.413916,66.831188,84.2996,72.44061,78.137867,89.309095,86.281124,39.392832,64.108385,67.513447,79.212804,79.990726,83.308007,51.042709,79.769444,58.738421,69.697964,85.927829,50.150344,94.408873,46.300216,72.173346,75.606601,71.178003,78.910107,65.526631,65.127366,77.952025,65.654999,66.577664,76.761947,75.409252,83.450136
"ENSSSCG00000030423",60.296778,56.266983,59.520384,55.379288,48.659442,54.913351,53.933354,66.792304,55.922575,60.171596,66.826623,58.26191,51.222253,52.092619,71.012116,70.924074,67.830976,67.558664,59.887063,56.335189,67.955367,70.057504,66.827576,66.454661,54.72351,60.188595,50.65492,60.078397,85.183134,72.65324,57.531854,59.726237,76.681346,68.953856,66.247565,78.526267,60.502811,57.397553,61.503589,62.985475,60.281072,78.627079,55.917633,63.420996,67.38635,75.724577,62.574228,66.913776
"ENSSSCG00000030424",5.478535,8.111206,8.672278,6.918069,4.442567,7.225534,5.723741,6.107954,5.67353,5.300754,5.947673,4.924333,8.471296,13.530037,8.679202,5.497868,8.646486,6.60793,10.12838,9.765851,11.033057,10.279154,5.312472,5.992043,10.565942,10.101602,8.942394,7.785631,6.999882,7.745704,6.175687,9.539672,11.277897,5.991063,7.453473,7.034154,6.74449,9.029773,7.36182,6.591129,8.587118,10.40428,5.841463,10.087477,6.079898,7.323906,5.933283,7.252035
"ENSSSCG00000030425",17.827974,12.913853,17.906795,14.58183,11.607472,16.559373,17.499313,14.270357,15.10265,17.718111,10.213587,15.390361,9.235397,13.654612,8.922846,15.360871,12.748059,13.788501,11.375433,13.609714,9.461497,19.967898,3.73456,14.094691,12.468397,14.390312,13.375477,12.15828,7.31413,9.136493,8.715951,11.204442,12.655955,10.455192,15.681351,8.705541,11.627409,12.666094,14.451869,14.247048,14.849289,11.220372,19.383622,11.631606,12.411806,13.769515,12.122775,15.289392
"ENSSSCG00000030426",15.698019,27.019122,26.708439,26.343071,32.001888,25.193606,31.536621,27.586003,23.925543,26.264041,26.826094,26.546991,20.354977,24.97448,28.704127,26.805508,21.24282,26.996111,25.299189,24.339234,31.275315,20.841768,22.252512,22.488504,20.149113,25.795538,22.672389,34.362233,24.361446,27.570273,20.59391,22.35851,25.488497,30.15062,23.365129,21.207983,24.548954,28.079118,31.169282,27.462641,18.927775,22.487888,31.465066,25.440724,27.012311,26.48145,28.991461,32.11828
"ENSSSCG00000030428",3.655459,5.038583,5.229991,5.305276,3.64369,5.720433,4.424634,5.612296,3.407396,6.18763,2.423378,6.192736,1.841579,4.105846,3.139912,3.503837,4.789638,2.826332,5.071033,3.378614,4.248285,4.412892,2.473687,3.05512,4.525239,4.177536,6.075674,5.213663,2.822169,5.28417,3.337917,3.608055,5.807012,4.117711,3.600893,2.522611,3.430206,5.131058,4.476394,3.206643,5.979059,3.433733,5.812223,2.481002,4.510224,4.216293,3.846662,4.764019
"ENSSSCG00000030432",21.345698,17.983368,14.317532,16.703161,12.941184,12.716017,14.609104,20.295523,17.604335,15.910287,12.236775,16.319609,11.214726,14.337865,10.185901,10.359037,12.718676,7.446928,11.359343,12.15061,13.705074,18.071063,12.934105,13.824243,11.030581,11.860488,11.422005,12.552918,6.095909,13.963883,14.139235,14.4333,17.519771,8.778633,14.419979,7.961146,14.340474,11.762708,16.364709,10.442732,16.562669,9.003854,21.504558,8.672389,14.427047,13.369858,12.995849,9.40302
"ENSSSCG00000030433",0,0.25951,2.419815,2.057911,0.531378,1.132217,1.382321,2.835486,2.355571,0.34049,1.533872,0.213676,1.516827,0.650742,0,1.748573,1.274561,1.674547,0.957635,1.111985,0.620266,0.541775,0.253121,0,0.378743,0.726556,0,0.716311,0.404668,0,0,1.582822,1.088571,0.153948,0.242681,0,1.88522,0,0,0.813287,0,0.43311,1.50901,1.148224,1.485306,0.152838,0.269467,1.024358
"ENSSSCG00000030435",29.548624,26.376036,33.189348,17.779544,19.166047,29.262978,25.04242,22.509824,24.497622,23.694526,20.098446,19.822664,19.957128,18.106065,21.763969,25.033618,23.1214,15.362674,25.259135,26.111531,30.560566,22.709988,18.623073,26.971798,24.032137,26.392117,24.448208,30.951567,18.228041,22.145426,25.347391,21.655283,22.572311,23.494091,19.613673,24.790065,22.36281,25.463126,21.738154,27.860579,21.606843,29.040101,30.226595,21.432269,24.861931,22.20365,22.666969,28.133113
"ENSSSCG00000030437",0,0,0,0,0,0,0,0,0.575133,0.271524,0,1.431929,0,0,0.793317,0.406052,0,0,0.785812,0,0,0,0,0,0,0.235896,0,0,0,0,0,0,1.434424,0,0,0,0,0.695786,0,0,0,0,0.740198,0,0.505574,0.264734,0,0.66845
"ENSSSCG00000030443",10.714254,11.594414,10.685461,10.659765,8.488259,11.088323,11.691858,10.085167,8.987422,12.331976,9.14243,13.695795,8.575986,10.021235,10.648074,10.18441,10.393576,9.573892,8.674703,9.761529,9.667484,8.491751,11.109369,10.45436,9.307968,9.135174,10.451765,10.902957,10.19604,10.196474,10.547044,8.291054,11.827837,9.708953,11.096032,13.178761,9.446536,11.060516,7.483428,12.539708,12.373513,6.980398,8.60359,10.965114,7.595923,8.306105,12.082979,13.28898
"ENSSSCG00000030451",17.162933,13.231,15.820658,13.700083,8.974978,11.123665,13.139037,14.488938,14.704389,14.869915,8.178689,16.252447,11.022049,10.521194,6.665171,11.407484,10.402176,11.574743,10.451999,16.314116,15.326775,18.036994,5.866905,5.6236,12.217332,13.060098,13.114542,12.867531,5.254532,10.414954,8.402044,14.682899,15.056786,10.41196,11.950007,9.96786,12.245154,10.043083,10.416602,9.640107,12.742017,7.15197,19.603932,10.569216,11.563092,11.3568,9.219908,10.738175
"ENSSSCG00000030460",51.843222,44.977528,52.036968,43.066692,37.781219,46.824258,43.467738,41.134297,45.328997,41.930432,42.026695,42.49595,46.983663,49.401452,42.72324,39.329823,41.551331,34.929424,57.625186,36.960379,40.803934,50.70095,42.799871,32.021225,54.954974,52.250671,54.963856,46.983694,28.573026,42.514452,43.671056,42.517805,42.647319,30.686039,38.714183,50.713121,42.416392,43.297534,47.534977,32.486956,56.297303,39.012664,44.005344,41.097113,52.355772,37.626506,39.969811,28.812676
"ENSSSCG00000030461",0,0,0,0,0,0.049942,0,0,0,0,0,0,0,0,0,0,0,0,0.042464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092699,0,0,0,0,0,0,0.056571,0,0,0,0,0,0
