"input_number","input","input_ensg","ensg_number","ortholog_name","ortholog_ensg","description"
713,"Bmper","ENSMUSG00000031963","713.1.1","BMPER","ENSG00000164619","BMP binding endothelial regulator [Source:HGNC Symbol;Acc:HGNC:24154]"
714,"Glb1","ENSMUSG00000045594","714.1.1","GLB1","ENSG00000170266","galactosidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4298]"
715,"Alb","ENSMUSG00000029368","715.1.1","ALB","ENSG00000163631","albumin [Source:HGNC Symbol;Acc:HGNC:399]"
716,"Fstl1","ENSMUSG00000022816","716.1.1","FSTL1","ENSG00000163430","follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]"
717,"Bcl2a1b","ENSMUSG00000089929","717.1.1","BCL2A1","ENSG00000140379","BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]"
718,"Aif1","ENSMUSG00000024397","718.1.1","AIF1","ENSG00000204472","allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]"
719,"Sec24d","ENSMUSG00000039234","719.1.1","SEC24D","ENSG00000150961","SEC24 homolog D, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10706]"
720,"Scrn1","ENSMUSG00000019124","720.1.1","SCRN1","ENSG00000136193","secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]"
721,"Prnd","ENSMUSG00000027338","721.1.1","PRND","ENSG00000171864","prion like protein doppel [Source:HGNC Symbol;Acc:HGNC:15748]"
722,"H4c8","ENSMUSG00000060981","722.1.1","N/A","N/A","N/A"
723,"Ptgfrn","ENSMUSG00000027864","723.1.1","PTGFRN","ENSG00000134247","prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]"
724,"Egfr","ENSMUSG00000020122","724.1.1","EGFR","ENSG00000146648","epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]"
725,"Tshz3","ENSMUSG00000021217","725.1.1","TSHZ3","ENSG00000121297","teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]"
726,"Itpka","ENSMUSG00000027296","726.1.1","ITPKA","ENSG00000137825","inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]"
727,"Nrp2","ENSMUSG00000025969","727.1.1","NRP2","ENSG00000118257","neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]"
728,"Lyz2","ENSMUSG00000069516","728.1.1","LYZ","ENSG00000090382","lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]"
729,"Samd14","ENSMUSG00000047181","729.1.1","SAMD14","ENSG00000167100","sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312]"
730,"Junb","ENSMUSG00000052837","730.1.1","JUNB","ENSG00000171223","JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]"
731,"Tnfaip8l3","ENSMUSG00000074345","731.1.1","TNFAIP8L3","ENSG00000183578","TNF alpha induced protein 8 like 3 [Source:HGNC Symbol;Acc:HGNC:20620]"
732,"Cd200r4","ENSMUSG00000062082","732.1.1","CD200R1","ENSG00000163606","CD200 receptor 1 [Source:HGNC Symbol;Acc:HGNC:24235]"
732,"Cd200r4","ENSMUSG00000062082","732.1.2","CD200R1L","ENSG00000206531","CD200 receptor 1 like [Source:HGNC Symbol;Acc:HGNC:24665]"
733,"Ms4a6d","ENSMUSG00000024679","733.1.1","MS4A6A","ENSG00000110077","membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]"
733,"Ms4a6d","ENSMUSG00000024679","733.1.2","MS4A6E","ENSG00000166926","membrane spanning 4-domains A6E [Source:HGNC Symbol;Acc:HGNC:14285]"
734,"Man2a1","ENSMUSG00000024085","734.1.1","MAN2A1","ENSG00000112893","mannosidase alpha class 2A member 1 [Source:HGNC Symbol;Acc:HGNC:6824]"
735,"Slc39a6","ENSMUSG00000024270","735.1.1","SLC39A6","ENSG00000141424","solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]"
736,"Tst","ENSMUSG00000044986","736.1.1","TST","ENSG00000128311","thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]"
737,"Fbxo32","ENSMUSG00000022358","737.1.1","FBXO32","ENSG00000156804","F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]"
738,"Cd109","ENSMUSG00000046186","738.1.1","CD109","ENSG00000156535","CD109 molecule [Source:HGNC Symbol;Acc:HGNC:21685]"
739,"Slc37a2","ENSMUSG00000032122","739.1.1","SLC37A2","ENSG00000134955","solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644]"
740,"Dlx3","ENSMUSG00000001510","740.1.1","DLX3","ENSG00000064195","distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]"
741,"Mfsd4b1","ENSMUSG00000038522","741.1.1","MFSD4B","ENSG00000173214","major facilitator superfamily domain containing 4B [Source:HGNC Symbol;Acc:HGNC:21053]"
742,"Prkar2b","ENSMUSG00000002997","742.1.1","PRKAR2B","ENSG00000005249","protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
743,"Rbp4","ENSMUSG00000024990","743.1.1","RBP4","ENSG00000138207","retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922]"
744,"Ereg","ENSMUSG00000029377","744.1.1","EREG","ENSG00000124882","epiregulin [Source:HGNC Symbol;Acc:HGNC:3443]"
745,"Sh2d5","ENSMUSG00000045349","745.1.1","SH2D5","ENSG00000189410","SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]"
746,"Klrb1b","ENSMUSG00000079298","746.1.1","KLRB1","ENSG00000111796","killer cell lectin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6373]"
747,"Mrgprf","ENSMUSG00000031070","747.1.1","MRGPRF","ENSG00000172935","MAS related GPR family member F [Source:HGNC Symbol;Acc:HGNC:24828]"
748,"Col14a1","ENSMUSG00000022371","748.1.1","COL14A1","ENSG00000187955","collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]"
749,"Tbx18","ENSMUSG00000032419","749.1.1","TBX18","ENSG00000112837","T-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11595]"
750,"Zc3hav1l","ENSMUSG00000047749","750.1.1","ZC3HAV1L","ENSG00000146858","zinc finger CCCH-type containing, antiviral 1 like [Source:HGNC Symbol;Acc:HGNC:22423]"
751,"Plaat1","ENSMUSG00000022525","751.1.1","PLAAT1","ENSG00000127252","phospholipase A and acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14922]"
752,"Tgfbr2","ENSMUSG00000032440","752.1.1","TGFBR2","ENSG00000163513","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]"
753,"Tph1","ENSMUSG00000040046","753.1.1","TPH1","ENSG00000129167","tryptophan hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:12008]"
754,"Abra","ENSMUSG00000042895","754.1.1","ABRA","ENSG00000174429","actin binding Rho activating protein [Source:HGNC Symbol;Acc:HGNC:30655]"
755,"Nek2","ENSMUSG00000026622","755.1.1","NEK2","ENSG00000117650","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]"
756,"Fzd1","ENSMUSG00000044674","756.1.1","FZD1","ENSG00000157240","frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]"
757,"Folr1","ENSMUSG00000001827","757.1.1","FOLR1","ENSG00000110195","folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]"
758,"Kng2","ENSMUSG00000060459","758.1.1","KNG1","ENSG00000113889","kininogen 1 [Source:HGNC Symbol;Acc:HGNC:6383]"
759,"Mmp19","ENSMUSG00000025355","759.1.1","MMP19","ENSG00000123342","matrix metallopeptidase 19 [Source:HGNC Symbol;Acc:HGNC:7165]"
760,"Lgals12","ENSMUSG00000024972","760.1.1","LGALS12","ENSG00000133317","galectin 12 [Source:HGNC Symbol;Acc:HGNC:15788]"
761,"Actn1","ENSMUSG00000015143","761.1.1","ACTN1","ENSG00000072110","actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
762,"Xk","ENSMUSG00000015342","762.1.1","XK","ENSG00000047597","X-linked Kx blood group antigen, Kell and VPS13A binding protein [Source:HGNC Symbol;Acc:HGNC:12811]"
763,"Ccr5","ENSMUSG00000079227","763.1.1","CCR5","ENSG00000160791","C-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1606]"
764,"Prrx2","ENSMUSG00000039476","764.1.1","PRRX2","ENSG00000167157","paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]"
765,"Tnfrsf1a","ENSMUSG00000030341","765.1.1","TNFRSF1A","ENSG00000067182","TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]"
766,"Col1a2","ENSMUSG00000029661","766.1.1","COL1A2","ENSG00000164692","collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]"
767,"Il13ra1","ENSMUSG00000017057","767.1.1","IL13RA1","ENSG00000131724","interleukin 13 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:5974]"
768,"Mfap4","ENSMUSG00000042436","768.1.1","MFAP4","ENSG00000166482","microfibril associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]"
769,"Prrt2","ENSMUSG00000045114","769.1.1","PRRT2","ENSG00000167371","proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]"
770,"Pcdhb5","ENSMUSG00000063687","770.1.1","PCDHB4","ENSG00000081818","protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689]"
771,"Pcdhgb1","ENSMUSG00000103037","771.1.1","PCDHGB1","ENSG00000254221","protocadherin gamma subfamily B, 1 [Source:HGNC Symbol;Acc:HGNC:8708]"
772,"Smco1","ENSMUSG00000046345","772.1.1","SMCO1","ENSG00000214097","single-pass membrane protein with coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:27407]"
773,"Tyro3","ENSMUSG00000027298","773.1.1","TYRO3","ENSG00000092445","TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]"
774,"Popdc3","ENSMUSG00000019848","774.1.1","POPDC3","ENSG00000132429","popeye domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17649]"
775,"Gpr183","ENSMUSG00000051212","775.1.1","GPR183","ENSG00000169508","G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]"
776,"Gipc2","ENSMUSG00000039131","776.1.1","GIPC2","ENSG00000137960","GIPC PDZ domain containing family member 2 [Source:HGNC Symbol;Acc:HGNC:18177]"
777,"Thbs2","ENSMUSG00000023885","777.1.1","THBS2","ENSG00000186340","thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]"
778,"Agtr2","ENSMUSG00000068122","778.1.1","AGTR2","ENSG00000180772","angiotensin II receptor type 2 [Source:HGNC Symbol;Acc:HGNC:338]"
779,"Ckap4","ENSMUSG00000046841","779.1.1","CKAP4","ENSG00000136026","cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]"
780,"Hba-a1","ENSMUSG00000069917","780.1.1","HBA2","ENSG00000188536","hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]"
780,"Hba-a1","ENSMUSG00000069917","780.1.2","HBA1","ENSG00000206172","hemoglobin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823]"
780,"Hba-a1","ENSMUSG00000069919","780.2.1","HBA2","ENSG00000188536","hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]"
780,"Hba-a1","ENSMUSG00000069919","780.2.2","HBA1","ENSG00000206172","hemoglobin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823]"
781,"Mtrnr2l7","ENSMUSG00000096887","781.1.1","N/A","N/A","N/A"
782,"Pcdhb19","ENSMUSG00000043313","782.1.1","PCDHB12","ENSG00000120328","protocadherin beta 12 [Source:HGNC Symbol;Acc:HGNC:8683]"
782,"Pcdhb19","ENSMUSG00000043313","782.1.2","PCDHB11","ENSG00000197479","protocadherin beta 11 [Source:HGNC Symbol;Acc:HGNC:8682]"
783,"Mup22","ENSMUSG00000110439","783.1.1","N/A","N/A","N/A"
784,"1190005I06Rik","ENSMUSG00000043687","784.1.1","C16orf74","ENSG00000154102","chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:23362]"
785,"Snca","ENSMUSG00000025889","785.1.1","SNCA","ENSG00000145335","synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]"
786,"Fndc5","ENSMUSG00000001334","786.1.1","FNDC5","ENSG00000160097","fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]"
787,"Fxyd5","ENSMUSG00000009687","787.1.1","N/A","N/A","N/A"
788,"Ahnak2","ENSMUSG00000118667","788.1.1","AHNAK2","ENSG00000185567","AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]"
789,"Cycs","ENSMUSG00000058927","789.1.1","CYCS","ENSG00000172115","cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]"
789,"Cycs","ENSMUSG00000063694","789.2.1","CYCS","ENSG00000172115","cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]"
790,"Tmem154","ENSMUSG00000056498","790.1.1","TMEM154","ENSG00000170006","transmembrane protein 154 [Source:HGNC Symbol;Acc:HGNC:26489]"
791,"Col27a1","ENSMUSG00000045672","791.1.1","COL27A1","ENSG00000196739","collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]"
792,"Nuf2","ENSMUSG00000026683","792.1.1","NUF2","ENSG00000143228","NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621]"
793,"Prxl2b","ENSMUSG00000029059","793.1.1","PRXL2B","ENSG00000157870","peroxiredoxin like 2B [Source:HGNC Symbol;Acc:HGNC:28390]"
794,"Clec7a","ENSMUSG00000079293","794.1.1","CLEC7A","ENSG00000172243","C-type lectin domain containing 7A [Source:HGNC Symbol;Acc:HGNC:14558]"
795,"Entpd7","ENSMUSG00000025192","795.1.1","ENTPD7","ENSG00000198018","ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]"
796,"H3c4","ENSMUSG00000099583","796.1.1","N/A","N/A","N/A"
797,"Aldh1a2","ENSMUSG00000013584","797.1.1","ALDH1A2","ENSG00000128918","aldehyde dehydrogenase 1 family member A2 [Source:HGNC Symbol;Acc:HGNC:15472]"
798,"Itga2b","ENSMUSG00000034664","798.1.1","ITGA2B","ENSG00000005961","integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]"
799,"Mgat5","ENSMUSG00000036155","799.1.1","MGAT5","ENSG00000152127","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]"
800,"Gpx7","ENSMUSG00000028597","800.1.1","GPX7","ENSG00000116157","glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]"
801,"Muc1","ENSMUSG00000042784","801.1.1","MUC1","ENSG00000185499","mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]"
802,"Kcns1","ENSMUSG00000040164","802.1.1","KCNS1","ENSG00000124134","potassium voltage-gated channel modifier subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:6300]"
803,"Mgp","ENSMUSG00000030218","803.1.1","MGP","ENSG00000111341","matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]"
804,"Adra1a","ENSMUSG00000045875","804.1.1","ADRA1A","ENSG00000120907","adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]"
805,"Flywch2","ENSMUSG00000023911","805.1.1","FLYWCH2","ENSG00000162076","FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178]"
806,"Cfap69","ENSMUSG00000040473","806.1.1","CFAP69","ENSG00000105792","cilia and flagella associated protein 69 [Source:HGNC Symbol;Acc:HGNC:26107]"
807,"Slc7a4","ENSMUSG00000022756","807.1.1","SLC7A4","ENSG00000099960","solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]"
808,"Cdnf","ENSMUSG00000039496","808.1.1","CDNF","ENSG00000185267","cerebral dopamine neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:24913]"
809,"Kctd11","ENSMUSG00000046731","809.1.1","KCTD11","ENSG00000213859","potassium channel tetramerization domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21302]"
810,"Ccn4","ENSMUSG00000005124","810.1.1","CCN4","ENSG00000104415","cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769]"
811,"Gramd2a","ENSMUSG00000074259","811.1.1","GRAMD2A","ENSG00000175318","GRAM domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27287]"
812,"Prr32","ENSMUSG00000037086","812.1.1","PRR32","ENSG00000183631","proline rich 32 [Source:HGNC Symbol;Acc:HGNC:34498]"
813,"Slc2a10","ENSMUSG00000027661","813.1.1","SLC2A10","ENSG00000197496","solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]"
814,"Clec5a","ENSMUSG00000029915","814.1.1","CLEC5A","ENSG00000258227","C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054]"
815,"Manba","ENSMUSG00000028164","815.1.1","MANBA","ENSG00000109323","mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831]"
816,"Cacna1i","ENSMUSG00000022416","816.1.1","CACNA1I","ENSG00000100346","calcium voltage-gated channel subunit alpha1 I [Source:HGNC Symbol;Acc:HGNC:1396]"
817,"Tuba8","ENSMUSG00000030137","817.1.1","TUBA8","ENSG00000183785","tubulin alpha 8 [Source:HGNC Symbol;Acc:HGNC:12410]"
818,"Nyap1","ENSMUSG00000045348","818.1.1","NYAP1","ENSG00000166924","neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1 [Source:HGNC Symbol;Acc:HGNC:22009]"
819,"Farp1","ENSMUSG00000025555","819.1.1","FARP1","ENSG00000152767","FERM, ARH/RhoGEF and pleckstrin domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3591]"
820,"Ccl11","ENSMUSG00000020676","820.1.1","CCL11","ENSG00000172156","C-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10610]"
821,"Amy1","ENSMUSG00000074264","821.1.1","N/A","N/A","N/A"
822,"Disp2","ENSMUSG00000040035","822.1.1","DISP2","ENSG00000140323","dispatched RND transporter family member 2 [Source:HGNC Symbol;Acc:HGNC:19712]"
823,"Ndufa12","ENSMUSG00000020022","823.1.1","NDUFA12","ENSG00000184752","NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]"
824,"Poglut3","ENSMUSG00000034487","824.1.1","POGLUT3","ENSG00000178202","protein O-glucosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28496]"
825,"Cldn10","ENSMUSG00000022132","825.1.1","CLDN10","ENSG00000134873","claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033]"
826,"Usp13","ENSMUSG00000056900","826.1.1","USP13","ENSG00000058056","ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611]"
827,"Slc27a3","ENSMUSG00000027932","827.1.1","SLC27A3","ENSG00000143554","solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997]"
828,"Fn1","ENSMUSG00000026193","828.1.1","FN1","ENSG00000115414","fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
829,"Actg2","ENSMUSG00000059430","829.1.1","ACTG2","ENSG00000163017","actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]"
830,"Atp6v0a4","ENSMUSG00000038600","830.1.1","ATP6V0A4","ENSG00000105929","ATPase H+ transporting V0 subunit a4 [Source:HGNC Symbol;Acc:HGNC:866]"
831,"Arhgdig","ENSMUSG00000073433","831.1.1","ARHGDIG","ENSG00000242173","Rho GDP dissociation inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:680]"
832,"Col6a2","ENSMUSG00000020241","832.1.1","COL6A2","ENSG00000142173","collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]"
833,"Nxnl1","ENSMUSG00000034829","833.1.1","NXNL1","ENSG00000171773","nucleoredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:25179]"
834,"Otulinl","ENSMUSG00000056069","834.1.1","OTULINL","ENSG00000145569","OTU deubiquitinase with linear linkage specificity like [Source:HGNC Symbol;Acc:HGNC:25629]"
835,"Tnni2","ENSMUSG00000031097","835.1.1","TNNI2","ENSG00000130598","troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]"
836,"Cks2","ENSMUSG00000062248","836.1.1","CKS2","ENSG00000123975","CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]"
837,"Cep55","ENSMUSG00000024989","837.1.1","CEP55","ENSG00000138180","centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]"
838,"Nt5dc2","ENSMUSG00000071547","838.1.1","NT5DC2","ENSG00000168268","5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]"
839,"AA414768","ENSMUSG00000083307","839.1.1","N/A","N/A","N/A"
840,"Sms","ENSMUSG00000071708","840.1.1","SMS","ENSG00000102172","spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123]"
841,"Myoz1","ENSMUSG00000068697","841.1.1","MYOZ1","ENSG00000177791","myozenin 1 [Source:HGNC Symbol;Acc:HGNC:13752]"
842,"Itpripl2","ENSMUSG00000095115","842.1.1","ITPRIPL2","ENSG00000205730","ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]"
843,"Shc2","ENSMUSG00000020312","843.1.1","N/A","N/A","N/A"
844,"Ccdc116","ENSMUSG00000022768","844.1.1","CCDC116","ENSG00000161180","coiled-coil domain containing 116 [Source:HGNC Symbol;Acc:HGNC:26688]"
845,"Tnnt3","ENSMUSG00000061723","845.1.1","TNNT3","ENSG00000130595","troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]"
846,"Slc1a4","ENSMUSG00000020142","846.1.1","SLC1A4","ENSG00000115902","solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942]"
847,"Kcnf1","ENSMUSG00000051726","847.1.1","KCNF1","ENSG00000162975","potassium voltage-gated channel modifier subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:6246]"
848,"Pcdhgc3","ENSMUSG00000102918","848.1.1","PCDHGC3","ENSG00000240184","protocadherin gamma subfamily C, 3 [Source:HGNC Symbol;Acc:HGNC:8716]"
849,"Dnajc15","ENSMUSG00000022013","849.1.1","DNAJC15","ENSG00000120675","DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325]"
850,"Traf1","ENSMUSG00000026875","850.1.1","TRAF1","ENSG00000056558","TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]"
851,"Zdhhc15","ENSMUSG00000033906","851.1.1","ZDHHC15","ENSG00000102383","zinc finger DHHC-type palmitoyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:20342]"
852,"Tpcn2","ENSMUSG00000048677","852.1.1","TPCN2","ENSG00000162341","two pore segment channel 2 [Source:HGNC Symbol;Acc:HGNC:20820]"
853,"Mdfic2","ENSMUSG00000090667","853.1.1","MDFIC2","ENSG00000242120","MyoD family inhibitor domain containing 2 [Source:HGNC Symbol;Acc:HGNC:53442]"
854,"Cxcr6","ENSMUSG00000048521","854.1.1","CXCR6","ENSG00000172215","C-X-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:16647]"
855,"Plaat3","ENSMUSG00000060675","855.1.1","PLAAT3","ENSG00000176485","phospholipase A and acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17825]"
856,"Col6a3","ENSMUSG00000048126","856.1.1","COL6A3","ENSG00000163359","collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]"
857,"H2bc6","ENSMUSG00000047246","857.1.1","N/A","N/A","N/A"
858,"Ptpn13","ENSMUSG00000034573","858.1.1","PTPN13","ENSG00000163629","protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]"
859,"Itgax","ENSMUSG00000030789","859.1.1","ITGAX","ENSG00000140678","integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]"
860,"Csgalnact1","ENSMUSG00000036356","860.1.1","CSGALNACT1","ENSG00000147408","chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24290]"
861,"Cd300ld5","ENSMUSG00000089722","861.1.1","CD300LF","ENSG00000186074","CD300 molecule like family member f [Source:HGNC Symbol;Acc:HGNC:29883]"
862,"Plk1","ENSMUSG00000030867","862.1.1","PLK1","ENSG00000166851","polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]"
863,"Alpk2","ENSMUSG00000032845","863.1.1","ALPK2","ENSG00000198796","alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565]"
864,"Slpi","ENSMUSG00000017002","864.1.1","SLPI","ENSG00000124107","secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]"
865,"Rhod","ENSMUSG00000041845","865.1.1","RHOD","ENSG00000173156","ras homolog family member D [Source:HGNC Symbol;Acc:HGNC:670]"
866,"Pdgfrl","ENSMUSG00000031595","866.1.1","PDGFRL","ENSG00000104213","platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]"
867,"Fbp2","ENSMUSG00000021456","867.1.1","FBP2","ENSG00000130957","fructose-bisphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3607]"
868,"Pck1","ENSMUSG00000027513","868.1.1","PCK1","ENSG00000124253","phosphoenolpyruvate carboxykinase 1 [Source:HGNC Symbol;Acc:HGNC:8724]"
869,"Anpep","ENSMUSG00000039062","869.1.1","ANPEP","ENSG00000166825","alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]"
870,"Slc9a9","ENSMUSG00000031129","870.1.1","SLC9A9","ENSG00000181804","solute carrier family 9 member A9 [Source:HGNC Symbol;Acc:HGNC:20653]"
871,"Fasn","ENSMUSG00000025153","871.1.1","FASN","ENSG00000169710","fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]"
872,"Ppp1r3c","ENSMUSG00000067279","872.1.1","PPP1R3C","ENSG00000119938","protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]"
873,"Fkbp10","ENSMUSG00000001555","873.1.1","FKBP10","ENSG00000141756","FKBP prolyl isomerase 10 [Source:HGNC Symbol;Acc:HGNC:18169]"
874,"Def6","ENSMUSG00000002257","874.1.1","DEF6","ENSG00000023892","DEF6 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]"
875,"Mstn","ENSMUSG00000026100","875.1.1","MSTN","ENSG00000138379","myostatin [Source:HGNC Symbol;Acc:HGNC:4223]"
876,"Hsd11b2","ENSMUSG00000031891","876.1.1","HSD11B2","ENSG00000176387","hydroxysteroid 11-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5209]"
877,"Car3","ENSMUSG00000027559","877.1.1","CA3","ENSG00000164879","carbonic anhydrase 3 [Source:HGNC Symbol;Acc:HGNC:1374]"
