"gene_id","GSM7140486_CON1_synovium","GSM7140487_ACLT1_synovium","GSM7140488_ACLT2_synovium","GSM7140489_ACLT3_synovium","GSM7140490_ACLT4_synovium","GSM7140491_CON2_synovium","GSM7140492_ACLT5_synovium","GSM7140493_ACLT6_synovium","GSM7140494_ACLT7_synovium","GSM7140495_CON3_synovium","GSM7140496_ACLT8_synovium","GSM7140497_ACLT9_synovium","GSM7140498_ACLT10_synovium","GSM7140499_ACLT11_synovium","GSM7140500_CON4_synovium","GSM7140501_ACLT12_synovium","GSM7140502_CON5_synovium","GSM7140503_RECON1_synovium","GSM7140504_RECON2_synovium","GSM7140505_RECON3_synovium","GSM7140506_RECON4_synovium","GSM7140507_CON6_synovium","GSM7140508_RECON5_synovium","GSM7140509_RECON6_synovium","GSM7140510_RECON7_synovium","GSM7140511_CON7_synovium","GSM7140512_RECON8_synovium","GSM7140513_RECON9_synovium","GSM7140514_RECON10_synovium","GSM7140515_RECON11_synovium","GSM7140516_CON8_synovium","GSM7140517_RECON12_synovium","GSM7140518_CON9_synovium","GSM7140519_REPAIR1_synovium","GSM7140520_REPAIR2_synovium","GSM7140521_REPAIR3_synovium","GSM7140522_REPAIR4_synovium","GSM7140523_CON10_synovium","GSM7140524_REPAIR5_synovium","GSM7140525_REPAIR6_synovium","GSM7140526_REPAIR7_synovium","GSM7140527_CON11_synovium","GSM7140528_REPAIR8_synovium","GSM7140529_REPAIR9_synovium","GSM7140530_REPAIR10_synovium","GSM7140531_REPAIR11_synovium","GSM7140532_CON12_synovium","GSM7140533_REPAIR12_synovium"
"ENSSSCG00000024268",0,0,0,0,0,0,0,0,0,0,0,0.159188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097589,0,0,0,0,0.261072,0,0,0,0,0,0,0.084964,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75016,0,0,0,0,0,0.720486,0,0,0,0
"ENSSSCG00000024279",10.501316,11.564107,14.076754,11.410739,11.429466,12.077523,15.426331,8.872744,16.860067,12.717156,8.316228,12.487565,13.227164,16.661323,13.709735,14.187152,10.20474,11.96761,10.607049,10.284489,14.911765,14.257504,15.161294,16.650885,14.159781,13.090261,12.393153,10.389127,14.938895,19.537539,10.498689,16.919333,4.812802,12.883837,12.765008,8.157782,14.284646,12.464404,11.23836,9.347098,16.966436,13.910481,12.557173,11.979968,16.19995,13.872663,9.792052,10.524083
"ENSSSCG00000024281",0.559709,0.510696,0,0,0,0.669243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499144,0,0,0,0,0,0,0,0,0,0,0,0.337402,0,0
"ENSSSCG00000024285",16.107828,12.518666,14.418737,11.431484,15.418108,11.406155,11.467227,11.143245,10.710468,18.345426,12.742005,10.193592,17.169235,5.126407,14.151357,13.019265,7.428266,14.957854,13.346937,14.704731,11.953499,13.556811,6.052019,10.17468,6.076947,14.499221,11.622374,13.80351,8.117181,12.076347,13.857143,10.197854,12.320661,10.984583,9.775408,8.822877,12.033393,18.08226,14.185365,12.328558,14.571728,6.710417,10.75711,8.792673,11.396686,11.036869,15.755454,12.667498
"ENSSSCG00000024288",2.368124,0.778799,1.318563,0.883599,0.245646,1.136033,0.548276,0.518769,1.207847,3.023888,1.116774,1.204082,0.697452,0.870552,1.368302,0.534281,0.673981,1.07272,0.905239,0.937739,0.402467,1.289885,0.091238,0.767498,0.397719,0.630473,1.314901,0.93321,0.141522,0.876251,0.36807,0.46847,1.698479,0.697877,1.044866,0.593259,0.609505,0.201729,2.281344,1.353451,0.874812,0.678405,0.757398,0.633763,0.669374,0.59451,0.924857,0.734004
"ENSSSCG00000024290",5.29603,2.875337,3.407525,3.249625,5.874257,4.195552,4.408394,6.797644,4.384667,3.570174,3.145595,3.641445,5.623616,3.809207,4.698868,3.54617,4.121393,5.438002,2.808531,3.823096,4.239064,3.834918,4.190533,6.454488,4.440104,4.048076,2.675392,6.265048,4.133012,5.178812,3.824021,9.754443,3.404055,3.469084,3.92751,5.886958,4.702479,4.794423,4.927671,4.566034,3.203835,3.555502,3.558232,5.513189,5.15004,5.393429,5.000757,3.644726
"ENSSSCG00000024293",1.070368,1.04937,2.074572,1.793608,0.569952,2.406615,2.187449,0.657548,2.611803,3.230665,0.956246,1.170725,1.124806,1.868167,1.41546,2.109954,4.502271,1.497012,1.344305,3.913323,1.503555,1.907578,0.100417,0.884502,2.595504,1.729991,1.223268,0.893121,1.22741,1.17443,2.652713,1.248097,3.217696,1.52908,1.582286,2.08624,1.487387,3.880386,1.947325,1.936254,2.173027,1.375562,1.664667,1.642856,1.328128,1.891339,0.761552,0.802886
"ENSSSCG00000024296",10.440312,5.518759,9.636585,10.497232,6.626435,7.556409,10.483481,14.259452,8.415021,7.744658,8.473473,7.702703,8.175944,6.420886,16.955679,7.729565,7.918879,8.089798,6.286853,6.900663,9.046404,15.772477,5.787498,7.033983,9.935057,10.675366,5.801329,12.744238,9.120158,9.945204,9.759994,10.476438,9.188633,6.856233,11.476441,6.676773,8.458604,7.760409,14.651182,8.094244,9.258616,4.122693,8.169113,7.68944,5.836274,12.995283,8.961972,6.178543
"ENSSSCG00000024300",26.034003,20.421574,16.116369,19.377278,20.725882,23.587976,19.986569,20.253976,20.46884,27.457908,24.837395,28.939013,24.908086,13.00828,29.0249,22.617593,13.594003,16.825419,16.238562,22.476856,22.950016,25.697161,11.06659,17.598608,19.691344,27.397939,21.300776,25.248273,16.444446,22.594287,23.602121,19.646406,23.83569,20.03094,22.069321,23.60221,21.641177,28.308638,21.514929,21.310479,21.107386,20.929621,24.337232,11.361574,21.471396,24.592141,31.57976,30.948233
"ENSSSCG00000024302",0,1.495998,0,0,0,0,0,0.641693,0,0,0,0,0,0,0,0,0.669164,0,0,0,0,0,0,0,0,0,0,0,0.645152,0,0,0,0.615276,0,0,0,0.509679,0,0.729058,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024305",6.947716,1.966644,17.513317,133.0128,6.57989,0.963772,16.956428,7.002959,14.483018,0,11.020194,33.466108,10.746811,0,12.329698,9.372854,25.388539,1.950122,71.160152,1.836399,9.942103,1.224019,8.348638,29.792273,22.839831,3.42421,12.176756,9.096593,25.841856,19.48605,8.893276,3.663245,2.667088,12.426431,2.149031,12.960441,10.262277,1.671403,0,2.783263,3.705467,14.297335,5.038843,37.86944,26.310414,40.018837,0,7.37046
"ENSSSCG00000024307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024310",105.630238,34.585004,67.941719,47.360892,47.252121,103.919333,116.058158,49.624679,131.732531,110.444549,60.880762,60.641434,97.199089,50.583481,107.920426,44.124946,139.420003,57.809416,83.428607,68.629713,110.459751,159.950716,96.863253,44.827293,83.007617,108.732708,36.47063,73.956929,196.114372,41.793224,195.599016,88.433856,64.571298,59.15398,80.856064,107.60639,44.361546,98.473276,108.304859,33.173474,136.698448,68.375933,54.169205,69.533984,55.335799,42.253251,81.068576,97.952928
"ENSSSCG00000024311",0,0.340607,0,0,0.535844,1.319968,0.18527,0,0.529545,1.639872,0.5174,0,0.662927,0,0.380899,0,0.248824,0,0,0,0,1.106439,0.182503,0,0,0.27793,0,0,0.106986,0,0.519092,0,1.200877,0,0,0,0.900775,1.468285,0,0,0,0.102558,0,0.102092,0.469173,0,0.984708,0
"ENSSSCG00000024312",6.789333,1.197585,7.238211,1.713446,3.703982,6.225424,3.842955,0.587107,9.546992,7.920093,6.673702,5.769903,5.69907,4.112588,11.952711,3.319018,0,4.927665,4.340727,0.934425,1.973413,6.973155,6.014105,2.001849,2.978297,4.963926,7.55453,3.327034,1.509672,5.151743,0,3.27043,3.518845,4.939324,6.083305,3.969423,3.849623,3.520442,10.840106,1.196666,5.937561,1.407824,12.228644,3.839744,1.097664,8.534028,0,0.698852
"ENSSSCG00000024313",122.546186,110.76363,136.410703,159.306628,230.475864,183.049445,152.476178,118.992704,121.444942,122.985452,119.90353,126.034111,108.194538,183.19954,141.710259,113.186798,148.438255,125.156526,138.836542,129.43582,134.52115,189.253786,191.168714,96.480328,164.757286,177.708249,102.69168,137.046126,173.664279,139.023502,128.421937,88.68051,142.358132,108.324703,144.902635,120.954507,191.683081,128.611617,166.990882,136.928838,145.558554,151.696608,121.96821,152.122166,117.916209,152.144126,135.565831,140.176035
"ENSSSCG00000024314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024316",103.434092,90.710881,111.626127,91.720764,114.490387,107.687298,113.08838,97.067173,111.300206,91.893736,118.060571,97.739077,73.714272,72.187904,78.84264,76.704285,86.08483,90.903183,105.706179,114.54125,104.974848,130.335014,118.897912,91.679117,114.318133,105.862095,83.157114,87.53556,87.538837,124.299772,77.617095,88.460098,98.00739,94.44292,110.878966,91.987561,118.145852,86.436578,106.379562,110.362576,95.376144,120.516164,106.685651,80.823658,87.720265,121.729786,101.170312,91.914407
"ENSSSCG00000024320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024325",15.382847,3.019184,3.64251,2.329542,2.270657,12.130493,2.304815,2.994506,9.534414,5.467024,3.081379,3.419676,3.903325,2.417562,7.486389,3.607437,2.218713,2.325999,2.365715,2.778254,2.46066,42.291508,1.058978,2.950193,3.81724,7.824191,2.804958,4.096045,1.606863,4.446731,4.218614,3.811605,6.855981,2.979152,2.426911,2.741837,2.353177,4.526339,39.473736,1.846764,9.085063,2.947277,2.235066,3.116139,1.934772,2.469104,6.28017,3.386413
"ENSSSCG00000024329",9.871719,6.854278,9.272575,7.738647,7.330427,10.093554,11.174916,6.852933,9.632981,11.342724,7.326609,12.691012,8.134964,6.211252,10.814816,8.973892,8.279065,10.344335,8.173418,10.546885,10.95232,10.699532,8.527898,11.296951,7.780235,10.875869,8.905835,12.650746,10.383044,12.286306,11.232817,7.720605,10.547809,8.669337,9.310721,11.017904,7.260076,9.818319,8.75338,8.192945,11.962045,6.599307,8.42436,9.333532,9.221454,9.77099,10.456324,8.69927
"ENSSSCG00000024330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024341",19.452861,14.768077,14.477472,7.18975,10.093985,14.5596,13.965594,10.707799,13.325789,19.298497,11.421563,12.176316,18.248636,7.167871,13.607576,9.326187,9.291368,14.549249,12.387691,18.137949,12.729539,12.027101,6.631625,13.334167,9.090621,16.304195,14.462035,13.554751,8.330525,14.357159,17.348177,11.075089,13.861066,12.528088,13.453072,14.685183,9.578438,17.075346,18.663935,8.394943,17.965364,6.649394,11.28185,10.231788,11.050603,11.778521,16.938254,14.154996
"ENSSSCG00000024344",35.307064,15.404816,15.996353,17.50055,36.683085,32.180128,18.375923,27.045191,10.552979,23.777439,20.147807,21.491102,24.074713,5.433916,14.901996,19.792993,33.735408,7.963641,13.70837,9.518011,23.578099,33.291049,11.742915,10.037394,9.177577,45.131646,15.646916,19.489543,24.201108,15.117638,45.001167,8.718628,42.57246,16.065147,18.410894,15.644409,35.266499,60.283798,14.857087,16.973894,28.111064,23.272589,14.127882,14.789371,39.367633,33.625058,45.310297,34.725097
"ENSSSCG00000024346",0,0,0,0,0,0.11909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124394,0,0,0,0,0.158064,0,0.071758,0,0.312133,0,0,0,0,0.260091,0.063709,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024351",8.12871,6.294206,6.484818,6.689194,1.390892,3.153069,4.059387,2.920772,8.568046,4.544484,3.407124,5.704582,4.719896,5.764522,2.999213,4.96189,1.193682,9.245216,6.874184,10.962379,6.859633,4.402836,3.69101,7.102886,6.900336,2.431632,6.565099,4.884301,3.380936,5.774586,1.601406,6.71056,3.145411,4.40914,4.229232,3.097956,3.558244,0.987068,6.891253,3.566644,3.957586,4.834997,8.50941,10.451923,1.824881,3.477959,1.031534,2.041974
"ENSSSCG00000024357",0.117362,0.6092,0.684795,0.601176,0.296286,0.211323,0.183228,0.257309,0.189473,0.44226,0.276978,0.073938,0.392104,0.682379,0.121308,0.18658,0.201242,1.032499,1.156223,1.625123,0.235331,0.066039,0.189737,0.418444,0.109892,0.291712,0.547561,0.75253,0.190496,0.28259,0.24402,0.218241,0.377039,0.259991,0.488714,0.196846,0.252372,0.396723,0.421972,0.17634,0.350246,0.393225,0.443529,0.612486,0.336867,0.125693,0.15514,0.043538
"ENSSSCG00000024359",9.84192,4.987854,7.969627,5.688586,7.444787,7.476448,6.008034,7.724229,7.052126,7.439196,5.533938,7.761915,7.259849,7.031317,6.901165,4.785428,4.983543,8.047472,5.788504,7.205911,8.401935,8.221168,5.430263,7.984977,5.750164,8.338738,5.386072,7.573978,5.470367,7.656905,9.741299,7.896344,6.484691,4.017919,7.76942,6.282276,6.669361,9.053899,11.184472,4.015213,6.395674,5.42234,5.045831,7.309138,6.640267,6.316009,5.338656,6.095161
"ENSSSCG00000024361",15.162624,8.769097,15.625175,9.233462,12.545078,17.093367,11.366565,14.313638,17.248532,12.514786,10.987138,14.090205,20.534237,13.093961,10.85741,14.888957,17.948717,13.429573,11.513205,14.460984,17.739995,18.344018,12.036464,11.582385,16.41828,14.798965,8.423214,14.01773,14.494592,14.846539,16.225112,13.268488,14.514944,12.931096,12.242243,12.215159,12.608762,14.47405,17.329936,13.166533,14.706498,14.699122,8.369221,14.91445,12.744822,14.392373,19.2536,14.68291
"ENSSSCG00000024373",86.994117,71.900311,77.218446,77.692438,86.120781,80.458158,79.187033,73.653804,78.168576,86.358516,76.5378,83.353144,98.157542,57.111138,77.021304,60.280201,77.872122,74.828685,83.446838,75.681973,91.368935,90.682622,58.331164,68.433241,76.314767,86.938349,73.505275,96.923867,74.901132,81.849887,88.37467,73.107106,86.339661,79.917901,80.989058,87.059005,76.972287,92.402252,83.160278,77.782323,83.00384,77.848791,74.382577,78.973335,84.86563,82.185019,93.40909,77.669983
"ENSSSCG00000024377",13.664545,8.421909,8.618615,4.279568,5.97457,8.253927,6.473795,5.515045,7.922963,12.40332,6.102262,5.824876,9.447867,4.468592,7.210888,4.212342,7.175668,4.515355,6.11733,4.75716,6.400382,10.179427,5.300057,6.619926,6.743511,12.120158,5.360854,7.660318,5.890293,5.825714,9.211068,3.943087,11.196424,7.517404,7.701203,8.617795,6.405689,11.93601,7.319765,6.2557,9.197168,5.782305,4.995563,7.533659,6.58806,6.077806,6.872446,6.417827
"ENSSSCG00000024379",0.294702,0,0.256113,0.154631,0.15803,0.080433,0,0,0,0.442503,0.11446,0,0.563126,0.232737,0,0.22859,0.073842,0.331966,0.088807,0,0,0.058355,0,0.327241,0.274483,0.120333,0.136807,0.203948,0.132146,0.207865,0.357188,0,0,0.354235,0.088355,0.07886,0.126129,0,0,0.243707,0.190805,0.113616,0,0.182789,0.047587,0.092945,0.284339,0
"ENSSSCG00000024384",41.283115,42.292471,42.375225,46.171268,46.784479,40.997211,46.884971,44.167984,44.12591,39.853498,39.90615,47.223465,49.515338,31.722417,38.94493,35.994346,41.473756,39.446314,46.788352,42.408837,49.116349,46.345466,38.945018,40.50552,44.430848,38.838585,39.155729,46.451565,43.841288,45.110421,42.926645,35.43564,37.960557,41.327952,44.758043,50.442407,43.730369,46.703862,42.619544,44.982416,39.321811,53.742033,41.61876,45.933874,52.406052,47.568641,45.724238,40.715623
"ENSSSCG00000024385",20.296229,18.754096,25.442535,18.302846,17.624534,10.378289,23.63069,12.829802,24.110492,14.216786,13.129994,21.254121,26.491796,12.031861,16.071486,12.620277,16.421053,25.705645,18.358074,28.204104,22.165008,27.336808,18.528099,12.97051,13.888812,22.543226,12.172159,17.490269,19.572655,23.166411,21.294029,24.242003,17.828192,24.251098,21.405715,12.270146,19.269108,16.094798,23.470173,17.428646,24.298292,13.073896,25.646514,28.683772,17.700629,16.757791,28.786582,11.732573
"ENSSSCG00000024388",64.620737,51.728063,74.652895,69.659094,76.694404,79.73543,97.08526,62.928323,99.252504,68.418979,78.004724,73.376424,71.211937,63.925554,81.176482,78.68098,98.807825,103.104254,77.566362,98.367736,115.134689,114.683732,95.953991,66.852805,93.325656,82.093636,68.503553,85.43277,73.858236,88.266634,88.340298,84.130105,67.646195,81.703064,65.614133,75.376573,66.671305,77.321418,87.910571,72.305359,83.637321,74.367464,75.361276,63.377232,72.956761,79.073015,73.638582,88.721197
"ENSSSCG00000024389",11.789685,8.491473,8.344841,11.980886,8.398003,8.306103,9.771607,8.290478,15.013518,12.274728,8.381294,12.482461,6.074435,9.070533,4.643526,6.476067,9.017473,9.303574,11.957275,11.297575,9.412949,4.755766,8.238877,5.49509,11.56808,4.942317,15.192146,9.881901,7.034275,8.227751,6.782728,6.348938,7.872681,11.896796,10.994386,12.120516,10.861538,5.838218,8.569557,11.317606,11.553054,9.309532,14.739013,8.703046,10.385564,6.01457,8.444937,11.257529
"ENSSSCG00000024392",0.625743,0.537541,0.826273,0,0.109116,0,0.113202,0,0.342809,0.35147,0.238477,0.430758,0,0,0.117791,0,0,0,0.134619,0,0,0.129292,0.111291,0,0,0,0.375141,0.106792,0.067755,0.243216,0.10974,0.183504,0.176252,0.086789,0.093478,0,0.185203,0.311152,0.256587,0,0.196617,0.336731,0.529664,0,0.076625,0.424236,0.08625,0.185947
"ENSSSCG00000024393",1.009086,3.927916,1.733381,1.422496,1.565136,0.890628,1.638743,1.132351,3.438889,1.026853,1.758509,1.695678,2.421976,1.306025,0.820249,1.044154,1.071147,2.971369,2.035368,1.611746,1.869842,1.295364,1.556853,3.334025,2.915771,0.954008,1.666017,1.62064,1.29878,0.454459,1.054205,4.562978,0.905889,1.488251,1.441977,1.958992,2.030137,0.606301,3.544721,3.423991,0.52976,1.376197,2.769147,2.145009,1.592794,1.959414,2.507683,1.690943
"ENSSSCG00000024396",101.448844,41.205999,51.223966,43.617897,39.387188,67.181161,47.137099,39.204633,85.523461,111.933258,46.351694,42.543754,85.515444,46.357276,69.750657,36.031987,55.95112,60.851327,44.130281,41.843739,68.454086,77.516626,41.142528,63.721662,66.493573,100.77731,49.464155,71.921914,30.147465,49.218875,104.900853,52.910183,83.837077,45.408416,54.222353,43.786293,31.441286,70.098074,89.916697,31.541593,99.150723,42.879002,53.647566,48.040267,36.70046,26.721871,75.734125,46.433391
"ENSSSCG00000024399",11.856976,9.489234,11.27078,10.824806,8.870514,11.315074,9.562187,9.43036,12.088708,10.839096,10.921676,10.120599,17.997352,7.973759,10.992338,9.19493,8.053609,12.731437,12.640146,12.679691,14.638054,12.201474,10.311842,11.44559,8.927205,11.416545,11.474003,11.735511,8.08791,15.053341,12.324051,11.4628,9.687565,12.338207,11.621534,13.103449,8.372709,11.286719,13.005074,9.173634,12.465012,8.360968,11.200571,11.327816,10.045594,11.202871,11.784499,11.360857
"ENSSSCG00000024402",0.124982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024403",7.228889,7.03729,8.941017,2.752257,3.414199,6.072952,2.732049,1.817876,9.459691,9.662037,5.120271,2.999212,5.23751,5.507434,3.152227,2.785833,2.244619,5.601219,7.180199,5.686469,7.872613,3.389199,2.902362,6.470162,5.470953,4.395918,3.005993,4.719826,4.294468,3.371916,3.098748,6.438521,3.100603,6.646308,6.294514,4.629938,3.06028,4.534751,7.063265,2.606005,6.034785,2.651765,3.18371,5.957236,2.365134,4.309887,2.958571,5.280677
"ENSSSCG00000024411",5.459794,2.42788,3.680076,5.496152,3.832681,4.854464,2.854199,2.108017,4.131052,3.985116,3.963032,4.313654,4.065933,5.22143,6.174078,6.416808,3.399441,4.785865,4.060298,5.123379,4.699953,6.5595,3.509051,4.844615,5.139258,6.07614,4.579161,7.744629,5.188343,3.405892,5.499484,3.5123,6.81963,4.092578,4.813897,4.129145,4.875985,4.74849,6.534941,3.282477,5.512124,4.091766,2.552195,5.496531,6.320811,7.0415,4.590831,5.621051
"ENSSSCG00000024412",37.444085,30.462399,30.751356,37.970525,33.671471,36.34068,35.300657,28.354514,39.349155,39.097413,32.723294,40.836224,40.490945,40.273915,36.960896,32.653424,28.597013,36.056841,35.623194,33.44059,35.597812,38.30364,31.509577,35.825294,34.229337,34.681222,33.814536,44.846131,29.977456,38.322281,38.354655,32.587858,33.741068,31.460127,34.472535,32.273622,32.079404,36.805856,39.099942,32.709678,41.86665,34.045244,35.188156,36.594041,36.537751,34.273091,40.224838,34.715033
"ENSSSCG00000024413",71.912777,68.216267,71.522465,67.982959,57.341036,73.737499,64.393033,67.406464,90.210057,79.004928,65.740659,87.393729,85.002693,49.602897,61.155935,69.231705,57.267505,87.270131,84.690554,75.509928,87.640776,65.865835,60.179467,88.302702,70.330275,70.296928,76.020371,71.621367,66.722206,67.648618,63.007035,67.23755,63.497432,82.512847,71.888836,71.307773,73.224862,66.888049,83.928082,62.685048,90.263915,70.960159,68.67894,74.125623,75.648597,72.325586,67.578359,69.655082
"ENSSSCG00000024416",0,0,0,0,0,0.060435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043516,0,0,0.017746,0,0,0,0,0,0,0,0.042827,0,0,0,0,0,0,0.016942,0.017583,0,0,0.020185
"ENSSSCG00000024417",4.457672,2.423269,3.420194,3.63576,2.278269,1.770779,4.400933,4.778661,1.735617,4.594326,2.186846,2.896717,3.523867,1.111839,9.047661,3.163019,3.172142,1.824466,2.348874,2.567918,1.894298,5.413522,1.768656,2.642753,3.132989,3.775256,2.041258,6.20389,3.48468,9.718051,4.235534,1.105598,4.759337,3.387968,1.919053,2.912997,1.468638,3.236861,2.598788,0.901233,4.986098,1.668375,1.918703,3.74722,2.210616,2.684652,1.617729,2.554823
"ENSSSCG00000024418",3.169679,2.825984,2.797446,4.000307,2.091055,4.063133,2.166561,2.990642,2.665252,2.749538,3.040339,3.402123,1.957643,4.926502,4.536907,1.866109,2.504493,2.60785,2.584682,1.672774,2.741547,5.627118,4.221906,1.488221,1.596988,3.392774,2.715024,2.992675,1.614938,2.658642,4.993585,1.327513,2.845524,2.917059,2.844629,2.101386,2.191082,2.333546,4.34867,2.381186,1.912377,3.082509,2.647806,1.88886,2.861355,2.962029,3.015822,1.86612
"ENSSSCG00000024419",18.792519,13.516378,17.082145,17.765507,17.071123,14.682909,15.042344,16.003219,16.67335,15.278088,13.338177,14.13837,17.232188,13.283664,14.949651,15.279539,12.768393,17.441838,14.939106,16.446727,16.637269,13.892843,16.728013,16.191442,15.449895,14.219814,12.724673,21.98968,15.911712,17.610907,13.975444,14.411505,13.580855,14.824242,15.5582,13.830378,13.561648,14.577689,17.99815,15.28033,14.280831,18.647986,14.645492,16.628139,18.72587,15.411389,17.967387,14.51901
"ENSSSCG00000024420",0,0,0.079203,0,0.15405,0,0.080972,0.087047,0.08789,0,0.161993,0.21179,0.108172,0,0.086397,0,0,0.069328,0.149969,0,0.216449,0,0.040574,0.122077,0,0.06065,0.056083,0,0.050159,0,0,0.141907,0,0.066827,0.068027,0.133764,0,0,0.188862,0,0.214126,0.153207,0.112477,0.295195,0,0,0.059001,0.207205
"ENSSSCG00000024424",55.453003,33.248595,45.397774,49.098091,51.434705,64.106845,58.964669,45.406772,48.855659,61.545348,50.740063,51.271879,55.545841,38.401684,58.112944,43.520524,61.637887,42.524325,50.590166,44.10099,51.683014,66.193649,36.995947,43.529321,49.434584,72.350666,40.450014,57.480704,58.849853,50.913395,89.848878,39.61968,71.231678,44.019088,47.95386,58.550879,42.507724,70.306518,54.876237,47.401867,60.517367,52.302209,38.973024,48.389292,59.49991,51.818487,77.030336,51.3977
"ENSSSCG00000024428",0.578697,1.044946,1.003299,0.069509,0.417202,1.176079,0.575578,0.359234,0.401167,1.409307,0.403684,0.347453,1.167929,0.472596,0,0.760524,0.978641,0.108986,0.409023,1.03719,1.014518,0.712306,0.286364,0.706802,0.090213,0.429746,0.55823,0.772657,1.508143,0.580811,0.135297,0.81207,1.34604,1.417681,1.16078,0.649369,1.164334,1.707945,0,0.712993,0.356367,0.55666,0.558281,1.286699,1.085951,1.180277,1.230103,1.863007
"ENSSSCG00000024429",0.324993,0.088134,0.426249,0.117514,0.187533,0.197715,0.048468,0.080735,0.54837,0.378261,0.404185,0,0.279502,0,0.098379,0.294419,0,0.110655,0.027553,0.058663,0,0.131891,0,0.05942,0.061333,0.178675,0.062456,0,0.142024,0,0,0.448738,0.069551,0.137072,0.078359,0.073189,0.025799,0,0.359944,0,0.158003,0.053472,0.188814,0.164256,0,0,0,0.1397
"ENSSSCG00000024431",0.148686,0.085001,0,0,0,0,0,0,0.098787,0,0.160601,0,0,0,0,0,0,0,0,0,0,0.059638,0.060589,0.09867,0,0.165529,0,0,0.131183,0,0,0,0.074998,0,0,0,0,0,0.1684,0,0.087245,0,0.209807,0,0,0.222993,0,0.351807
"ENSSSCG00000024437",145.460408,118.326939,128.387009,138.891185,166.620354,165.356431,135.255627,186.998096,135.118792,171.008104,128.912495,153.429768,176.021826,97.321677,131.848508,161.234333,193.346245,143.393368,170.208009,136.759517,177.64695,166.518064,127.752527,147.529097,133.759678,183.467235,135.604608,149.939672,173.451029,149.050999,144.369578,126.284444,182.697093,180.70111,139.798461,169.381388,188.088995,201.072132,116.396552,143.812241,175.812346,208.775808,135.161153,149.240424,193.111687,148.977806,157.692814,171.548455
"ENSSSCG00000024439",21.070176,18.89302,23.753791,18.726788,30.261117,20.339049,26.184162,24.410443,17.812688,27.014117,29.304979,21.9499,33.992099,12.261086,22.97604,20.335009,22.949645,23.55279,25.101455,17.739582,24.298009,25.578973,14.867108,21.564977,29.125654,29.709641,15.700986,33.649268,39.708348,27.111187,27.229821,19.263108,15.024541,21.285437,27.191691,16.90444,25.553269,28.585633,23.217097,24.024912,23.795276,17.907454,22.638355,21.069662,38.57081,31.977432,28.77478,30.174405
"ENSSSCG00000024443",4.385267,7.371942,8.309855,13.160536,7.182743,8.9028,6.664013,7.600243,5.605065,8.33828,6.624654,5.683947,9.563427,5.177684,6.774081,7.447341,9.039738,7.285951,7.247528,8.405926,7.332247,7.265748,3.977619,11.456704,6.399498,11.62742,5.370276,9.860758,8.397825,5.373445,4.477818,9.675867,8.750641,8.643241,7.531855,9.664172,9.433372,12.290695,13.417848,6.9403,9.979672,8.004013,11.576826,7.529432,9.396487,11.659285,10.322678,9.009019
